# La habilidad pasiva de cada espiritu (NOTAS O-184).
# Lo genera herramientas/construir_pasivas_espiritu.py.
id,nombre,familia,texto,valor
FDA29759,Atenea,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
7C44309F,Ave de fuego,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
EA7437E8,Ave de fuego,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
50826324,Azote negro,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
1814E08D,Baihu,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
0995EF3D,Barius,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
9FA5E84A,Barius,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4B24D2C4,Berserker,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
DD14D5B3,Berserker,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
104D40E7,Brunilda,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
20F4A684,Brunilda,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
745610FF,Brunilda,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
AA1C497E,Brunilda,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E2661788,Brunilda,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
78815CFB,Bufón,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
480D3E3F,Caballo blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
646C30D1,Caballo blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
DE3D3948,Caballo blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
BCA608E7,Caballo negro,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
3E56E727,Chione,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A866E050,Chione,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
60A7CBFB,Comadreja,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2E5363F4,Cuervo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B8636483,Cuervo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E2C5FDC9,Cychr,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
58029AB6,Drake,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
CE329DC1,Drake,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A97A929B,Eris,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
8E8D2DE1,Evera,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C591A8F2,Fénix,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
32B09890,Garas,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A4809FE7,Garas,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
EC2D0FA7,Glenr,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
3F82703C,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
43037603,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
5BC52AD4,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6B7CCCB7,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6F6278ED,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
85D379A5,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B44A7996,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B56A9FC6,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
D00D237E,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
D12DC52E,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E0B4C51D,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
F9527F9A,Grifo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
00AF952C,Guiverno blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
059C89E8,Guiverno blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
11B3783D,Guiverno blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
87837F4A,Guiverno blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
8F746612,Guiverno blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
BFCD8071,Guiverno blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
83D4CADC,Halcón de trueno,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2F7E228C,Huargo,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
D1C9B9ED,Jaguar,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
9A76D6BF,Jmet,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
9349B7A7,Juez,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6EECD3D4,Kukulkán,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
228E0FAA,Lancelot,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B4BE08DD,Lancelot,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
11886BD4,León,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
87B86CA3,León,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6CE87E57,Licaón,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
BB40A822,Los enamorados ♀,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B16D3628,Los enamorados ♂,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
F58F13C4,Magister,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
491B6CAE,Metis,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
73284992,Musashi,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E5184EE5,Musashi,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
AF804095,Neptuno,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
1E4DD8C2,Oneiros,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
887DDFB5,Oneiros,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
972F3182,Pegaso,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
D9DB998D,Pendragón,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
53AF38CB,Peón blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
660A5B22,Peón blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
7FCE3625,Peón blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C59F3FBC,Peón blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E9FE3152,Peón blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
F03A5C55,Peón blanco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A7040E13,Peón negro,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
54D5D6B2,Poseidón,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C2E5D1C5,Poseidón,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
5925FB94,Qinglong,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
18B70ACC,Raiden,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4C5A8BA9,Reina blanca,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
DA6A8CDE,Reina blanca,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
356D2BBC,Robin,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
3D752B86,Roc,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
AB452CF1,Roc,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
5B1065A4,Sirena,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
CD2062D3,Sirena,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
129A94C6,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
1A214C47,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2D4B8E46,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
3EFB9A28,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
439F0A45,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
74F5C844,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
84AA93B1,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A8CB9D5F,Sombra de plasma DF,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
15836018,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
22E9A219,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
475A54DB,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4C3D261A,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
5E9E39DC,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6B3B5A35,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
7B57E41B,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C8AE3EAB,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C92B691F,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
D16A53AC,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
FD0B5D42,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
FE41AB1E,Sombra de plasma RE,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
1DC94936,Sombra de plasma TI,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
1F73F030,Sombra de plasma TI,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
31A847D8,Sombra de plasma TI,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
46CDB632,Sombra de plasma TI,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
71A77433,Sombra de plasma TI,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
8BF94E41,Sombra de plasma TI,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A79840AF,Sombra de plasma TI,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
01B6FCEE,Surtur,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2DD7F200,Surtur,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
9786FB99,Surtur,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
023CFA54,Tachión,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
940CFD23,Tachión,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
BCAC28BD,Tirador,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
3A0B72EB,Torre blanca,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
8BC6EABC,Torre negra,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
0573908A,Trickster,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
934397FD,Trickster,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
40A766FE,Xuan-Wu,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4C652F54,Xuan-Wu,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
600421BA,Xuan-Wu,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
701E809D,Xuan-Wu,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
CA4F8904,Xuan-Wu,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
F63426CD,Xuan-Wu,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E4043C2E,Zhuque,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
CD1B713A,Zodíaco,armadura,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
823501EB,Cambio de despertar,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E40D7BD6,Catalizador elemental,especial,Valor de foco del equipo +20 %,20
CACAB252,Despertar,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
CD571A8D,Despertar,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
3E80ACFA,Espíritu Miximax,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
723D7CA1,Impulso temporal,especial,Valor de foco del equipo +20 %,20
84D1A563,Limitadores desactivados,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A8B0AB8D,Mejora de cápsula,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2188D903,Modo Aphrody,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
7E422032,Modo Aphrody,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
D2CB3804,Modo Aphrody,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
EB55E074,Modo Atacante,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4DFC1203,Modo Brutal,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
0A6DB6D1,Modo Dos Caras,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
073F662B,Modo Furia,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
394C2003,Modo León Salvaje,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
29BDFB74,Modo Reina,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
33D120E8,Modo Santurrón,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B362BAAD,Modo Santurrón,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A59A5B92,Modo Serio,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6BF911A6,Sobrecarga ardiente,especial,AT de tiro del equipo +20 %,20
75732EDD,Transformación de vínculo,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
8182504F,Transformación de vínculo,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A844F719,Transformación de vínculo,especial,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
35651956,Alfil blanco,kenshin,Valor de disputa +10 % para jugadores cercanos,10
84A88101,Alfil negro,kenshin,DF del muro +10 % para jugadores cercanos,10
DEA7D250,Amaterasu,kenshin,"Cuando un jugador del mismo elemento está cerca, Valor propio de foco +20 %",20
42AE4670,Amorosa,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
3619AB35,Animador,kenshin,Valor de foco +10 % para jugadores de distintas posiciones,10
D0DA7EBE,Animador,kenshin,Valor de foco +10 % para jugadores de distintas posiciones,10
7C46222F,Apolo,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
E26E2562,Archipegaso,kenshin,"Cuando un jugador del mismo elemento está cerca, Valor propio de foco +20 %",20
BE035D95,Archipegaso rojo,kenshin,"Cuando un jugador de otro elemento está cerca, Valor propio de foco +20 %",20
C858848D,Argentia,kenshin,Valor de disputa +10 % para jugadores cercanos,10
05FD76CF,Arges,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
1292A62C,Arturo,kenshin,AT de tiro +10 % para jugadores de distintos elementos,10
302EDE0B,Astaroth,kenshin,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +20 %",20
46750713,Asura,kenshin,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
09ACEE64,Atenea,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
CC83C5EE,Atlanticus,kenshin,Tensión necesaria para la brecha del equipo -20 %,20
A52338DA,Atlas,kenshin,Tasa de parada +5 %,5
A42B474C,Ave de fuego,kenshin,Valor de foco +15 % en campo propio,15
1EDD1380,Azote negro,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
564B9029,Baihu,kenshin,Valor de disputa +10 % para jugadores cercanos,10
D1FA98EE,Barius,kenshin,Valor de disputa +15 % en campo contrario,15
91F8EF88,Barron,kenshin,Tasa de parada +5 %,5
057BA260,Berserker,kenshin,DF del muro +10 % para jugadores cercanos,10
AC39672C,Brunilda,kenshin,DF del muro +10 % para jugadores cercanos,10
A0EE2B28,Bufón,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
06524E9B,Caballo blanco,kenshin,Valor de foco +10 % para jugadores de distintos elementos,10
64C97F34,Caballo negro,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
70099783,Chione,kenshin,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +20 %",20
2EF8BB5F,Comadreja,kenshin,Valor de disputa +20 % en campo propio,20
54126D0C,Conejo de cristal,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
712971D3,Conejo de cristal,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
600C1350,Cuervo,kenshin,Tasa de faltas del equipo -15 % al esprintar,15
BAD81CF6,Cychr,kenshin,Valor de foco +20 % en campo propio,20
44CC6DD6,Daji,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
667015F1,Demogorgo,kenshin,AT de tiro del equipo +10 %,10
806DED65,Drake,kenshin,Valor de foco +20 % en campo propio,20
E725E23F,Eris,kenshin,Valor de foco +10 % en campo contrario,10
C0D25D45,Evera,kenshin,Tensión necesaria para la brecha del equipo -20 %,20
8BCED856,Fénix,kenshin,Valor de disputa +20 % cuando se está fuera del área,20
EADFEF43,Garas,kenshin,Valor de foco +10 % para jugadores cercanos,10
D40C98F5,Gargantúa,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
F85812BC,Gigante,kenshin,"Cuando el equipo gana en foco o disputa, tensión +10 %",10
A2727F03,Glenr,kenshin,Valor de foco +15 % en campo propio,15
3FCE53F3,Goliat,kenshin,Tasa de parada +5 %,5
24F01BBB,Grandius,kenshin,Tasa de parada +5 %,5
213D0849,Grifo,kenshin,Valor de foco +10 % en campo contrario,10
