# De quien es cada armadura, mixi max y modo (NOTAS O-172, O-209): solo esas
# identidades exactas pueden llevarlo (otras versiones del mismo nombre, no).
# Lo genera herramientas/construir_duenos_espiritus.py.
id,nombre,familia,identidad,personaje,fuente
CAFDD1FF,Arturo,armadura,F87833D7,Bai Long,modelo
D13FA5A8,Arturo,armadura,F87833D7,Bai Long,modelo
6B6EAC31,Arturo,armadura,F87833D7,Bai Long,change+modelo
5BD74A52,Arturo,armadura,F87833D7,Bai Long,modelo
5CCDD688,Arturo,armadura,6C8C68AF,Tezcat,change+modelo
B4581910,Arturo,armadura,6C8C68AF,Tezcat,modelo
0E091089,Arturo,armadura,6C8C68AF,Tezcat,modelo
3EB0F6EA,Arturo,armadura,6C8C68AF,Tezcat,modelo
5CCDD688,Arturo,armadura,D234534B,Tezcat,modelo
B4581910,Arturo,armadura,D234534B,Tezcat,change+modelo
0E091089,Arturo,armadura,D234534B,Tezcat,modelo
3EB0F6EA,Arturo,armadura,D234534B,Tezcat,modelo
5CCDD688,Arturo,armadura,E0188C12,Tezcat,modelo
B4581910,Arturo,armadura,E0188C12,Tezcat,modelo
0E091089,Arturo,armadura,E0188C12,Tezcat,modelo
3EB0F6EA,Arturo,armadura,E0188C12,Tezcat,change+modelo
5CCDD688,Arturo,armadura,FBFCE7B9,Tezcat,modelo
B4581910,Arturo,armadura,FBFCE7B9,Tezcat,modelo
0E091089,Arturo,armadura,FBFCE7B9,Tezcat,change+modelo
3EB0F6EA,Arturo,armadura,FBFCE7B9,Tezcat,modelo
7E71AEAF,Astaroth,armadura,277225C8,Aster,modelo
082A77B7,Asura,armadura,AAA4D554,Luke Kayon,modelo
6B92902E,Atenea,armadura,2772BDE3,Bestia Negra,change
B2C6A839,Atenea,armadura,1C36A471,Beta,change
382E47C3,Atenea,armadura,2E1A7B28,Beta,change
0897A1A0,Atenea,armadura,35FE1083,Beta,change
47F39EC0,Atenea,armadura,8842AB42,Beta,modelo
B2C6A839,Atenea,armadura,8842AB42,Beta,modelo
0897A1A0,Atenea,armadura,8842AB42,Beta,modelo
382E47C3,Atenea,armadura,8842AB42,Beta,modelo
D1C399B7,Atenea,armadura,8842AB42,Beta,change+modelo
6B92902E,Atenea,armadura,8842AB42,Beta,modelo
FDA29759,Atenea,armadura,8842AB42,Beta,modelo
47F39EC0,Atenea,armadura,A28E9F95,Beta,change
47F39EC0,Atenea,armadura,B0069AEE,Beta,modelo
B2C6A839,Atenea,armadura,B0069AEE,Beta,modelo
0897A1A0,Atenea,armadura,B0069AEE,Beta,modelo
382E47C3,Atenea,armadura,B0069AEE,Beta,modelo
D1C399B7,Atenea,armadura,B0069AEE,Beta,modelo
6B92902E,Atenea,armadura,B0069AEE,Beta,modelo
FDA29759,Atenea,armadura,B0069AEE,Beta,change+modelo
82DCB54A,Atlanticus,armadura,105E0C68,Feduhm,modelo
EB7C487E,Atlas,armadura,06012581,Jean-Pierre Lapin,modelo
EB7C487E,Atlas,armadura,8A95C13C,Jean-Pierre Lapin,modelo
EB7C487E,Atlas,armadura,9171AA97,Jean-Pierre Lapin,modelo
EB7C487E,Atlas,armadura,B8B91E65,Jean-Pierre Lapin,modelo
EA7437E8,Ave de fuego,armadura,00AD1DDF,Dasan,change+modelo
7C44309F,Ave de fuego,armadura,DF9E9165,Nobby Naga,change+modelo
50826324,Azote negro,armadura,6C8C68AF,Tezcat,modelo
50826324,Azote negro,armadura,D234534B,Tezcat,modelo
50826324,Azote negro,armadura,E0188C12,Tezcat,modelo
50826324,Azote negro,armadura,FBFCE7B9,Tezcat,modelo
1814E08D,Baihu,armadura,02197A14,Chell,modelo
0995EF3D,Barius,armadura,1501A534,Dakkar Nemo,change+modelo
9FA5E84A,Barius,armadura,F692864A,Lima,change+modelo
DFA79F2C,Barron,armadura,B9D3108D,Hotel,change+modelo
4997985B,Barron,armadura,CBE0FC60,Strom Boojum,change+modelo
DD14D5B3,Berserker,armadura,AC08ED0A,Iggie Loo,change+modelo
4B24D2C4,Berserker,armadura,C803D2BB,Yurkeh,change+modelo
E2661788,Brunilda,armadura,505B8207,Gabriel García,change+modelo
AA1C497E,Brunilda,armadura,505B8207,Gabriel García,modelo
104D40E7,Brunilda,armadura,505B8207,Gabriel García,modelo
20F4A684,Brunilda,armadura,505B8207,Gabriel García,modelo
E2661788,Brunilda,armadura,5D909ED5,Gabriel García,modelo
AA1C497E,Brunilda,armadura,5D909ED5,Gabriel García,modelo
104D40E7,Brunilda,armadura,5D909ED5,Gabriel García,modelo
20F4A684,Brunilda,armadura,5D909ED5,Gabriel García,modelo
E2661788,Brunilda,armadura,C72B0D11,Gabriel García,modelo
AA1C497E,Brunilda,armadura,C72B0D11,Gabriel García,modelo
104D40E7,Brunilda,armadura,C72B0D11,Gabriel García,change+modelo
20F4A684,Brunilda,armadura,C72B0D11,Gabriel García,modelo
E2661788,Brunilda,armadura,DCCF66BA,Gabriel García,modelo
AA1C497E,Brunilda,armadura,DCCF66BA,Gabriel García,modelo
104D40E7,Brunilda,armadura,DCCF66BA,Gabriel García,modelo
20F4A684,Brunilda,armadura,DCCF66BA,Gabriel García,change+modelo
E2661788,Brunilda,armadura,EEE3B9E3,Gabriel García,modelo
AA1C497E,Brunilda,armadura,EEE3B9E3,Gabriel García,change+modelo
104D40E7,Brunilda,armadura,EEE3B9E3,Gabriel García,modelo
20F4A684,Brunilda,armadura,EEE3B9E3,Gabriel García,modelo
E2661788,Brunilda,armadura,FDE12541,Gabriel García,modelo
AA1C497E,Brunilda,armadura,FDE12541,Gabriel García,modelo
104D40E7,Brunilda,armadura,FDE12541,Gabriel García,modelo
20F4A684,Brunilda,armadura,FDE12541,Gabriel García,modelo
745610FF,Brunilda,armadura,FFF7C4E1,Sting Xiang,change
78815CFB,Bufón,armadura,CEAFEAE5,Pocus Sesame,modelo
DE3D3948,Caballo blanco,armadura,3C1D0DC2,Ferdinand Delafünfe,change+modelo
646C30D1,Caballo blanco,armadura,BB85110D,Fivier Saviola,change+modelo
480D3E3F,Caballo blanco,armadura,D339A716,Langford Ash,change+modelo
BCA608E7,Caballo negro,armadura,3B14A51E,Shady Shwartz,modelo
A866E050,Chione,armadura,D0BD7378,Njord Snio,change+modelo
3E56E727,Chione,armadura,ADAD7D88,Yuh,change+modelo
60A7CBFB,Comadreja,armadura,1EBF8442,Taian Inaba,modelo
2E5363F4,Cuervo,armadura,119C665F,Garreau,change+modelo
B8636483,Cuervo,armadura,D89739B9,Rex Remington,change+modelo
E2C5FDC9,Cychr,armadura,D8F0C30C,Zhuge Liang,modelo
0A931D72,Daji,armadura,F316B954,Daisy Fields,modelo
282F6555,Demogorgo,armadura,A8E26B0D,Vince Sizor,modelo
58029AB6,Drake,armadura,F278004D,Dracon Yale,change+modelo
CE329DC1,Drake,armadura,9950DDE1,Kym Errer,change+modelo
A97A929B,Eris,armadura,1544474A,Flora,modelo
8E8D2DE1,Evera,armadura,098AA343,Simeon Ayp,modelo
8E8D2DE1,Evera,armadura,204217B1,Simeon Ayp,modelo
8E8D2DE1,Evera,armadura,3BA67C1A,Simeon Ayp,modelo
8E8D2DE1,Evera,armadura,B73298A7,Simeon Ayp,modelo
C591A8F2,Fénix,armadura,1FB2701F,Alfa,modelo
C591A8F2,Fénix,armadura,2D9EAF46,Alfa,modelo
C591A8F2,Fénix,armadura,367AC4ED,Alfa,modelo
C591A8F2,Fénix,armadura,A10A4BFB,Alfa,modelo
32B09890,Garas,armadura,07B40ADA,Harrold Houdini,change+modelo
A4809FE7,Garas,armadura,63BF356B,Terri Ann Thrope,change+modelo
9A53E851,Gargantúa,armadura,1AC02162,Bhufa,change+modelo
0C63EF26,Gargantúa,armadura,C67779B6,Ringo Saturn,change+modelo
2037656F,Gigante,armadura,DE5CFB52,Alessandro il Grande,change+modelo
B6076218,Gigante,armadura,016F77E8,Eka,change+modelo
EC2D0FA7,Glenr,armadura,603BE105,Desmodus Drakul,modelo
71912357,Goliat,armadura,DAD187E0,Aum Nirvana,modelo
6AAF6B1F,Grandius,armadura,E6ECF5A0,Goldus Janque,change
FC9F6C68,Grandius,armadura,18FEC374,Mark Evans,modelo
FC9F6C68,Grandius,armadura,23DC2602,Mark Evans,modelo
FC9F6C68,Grandius,armadura,2FB34868,Mark Evans,modelo
FC9F6C68,Grandius,armadura,3055CF22,Mark Evans,change+modelo
FC9F6C68,Grandius,armadura,3D9ED3F0,Mark Evans,modelo
FC9F6C68,Grandius,armadura,6EB0397C,Mark Evans,modelo
FC9F6C68,Grandius,armadura,8193A099,Mark Evans,modelo
FC9F6C68,Grandius,armadura,8EEDF4C6,Mark Evans,change+modelo
FC9F6C68,Grandius,armadura,9DEF6864,Mark Evans,modelo
FC9F6C68,Grandius,armadura,A7254034,Mark Evans,change+modelo
FC9F6C68,Grandius,armadura,BCC12B9F,Mark Evans,change+modelo
6F6278ED,Grifo,armadura,02693477,Arion Sherwind,modelo
D12DC52E,Grifo,armadura,02693477,Arion Sherwind,modelo
6B7CCCB7,Grifo,armadura,02693477,Arion Sherwind,modelo
5BC52AD4,Grifo,armadura,02693477,Arion Sherwind,modelo
6F6278ED,Grifo,armadura,0D176028,Arion Sherwind,modelo
D12DC52E,Grifo,armadura,0D176028,Arion Sherwind,change+modelo
6B7CCCB7,Grifo,armadura,0D176028,Arion Sherwind,modelo
5BC52AD4,Grifo,armadura,0D176028,Arion Sherwind,modelo
6F6278ED,Grifo,armadura,1E15FC8A,Arion Sherwind,modelo
D12DC52E,Grifo,armadura,1E15FC8A,Arion Sherwind,modelo
6B7CCCB7,Grifo,armadura,1E15FC8A,Arion Sherwind,modelo
5BC52AD4,Grifo,armadura,1E15FC8A,Arion Sherwind,modelo
6F6278ED,Grifo,armadura,24DFD4DA,Arion Sherwind,modelo
D12DC52E,Grifo,armadura,24DFD4DA,Arion Sherwind,modelo
6B7CCCB7,Grifo,armadura,24DFD4DA,Arion Sherwind,change+modelo
5BC52AD4,Grifo,armadura,24DFD4DA,Arion Sherwind,modelo
6F6278ED,Grifo,armadura,3F3BBF71,Arion Sherwind,modelo
D12DC52E,Grifo,armadura,3F3BBF71,Arion Sherwind,modelo
6B7CCCB7,Grifo,armadura,3F3BBF71,Arion Sherwind,modelo
5BC52AD4,Grifo,armadura,3F3BBF71,Arion Sherwind,change+modelo
6F6278ED,Grifo,armadura,9B04579A,Arion Sherwind,modelo
D12DC52E,Grifo,armadura,9B04579A,Arion Sherwind,modelo
6B7CCCB7,Grifo,armadura,9B04579A,Arion Sherwind,modelo
5BC52AD4,Grifo,armadura,9B04579A,Arion Sherwind,modelo
6F6278ED,Grifo,armadura,B3AF5BCC,Arion Sherwind,change+modelo
D12DC52E,Grifo,armadura,B3AF5BCC,Arion Sherwind,modelo
6B7CCCB7,Grifo,armadura,B3AF5BCC,Arion Sherwind,modelo
5BC52AD4,Grifo,armadura,B3AF5BCC,Arion Sherwind,modelo
6F6278ED,Grifo,armadura,BE64471E,Arion Sherwind,modelo
D12DC52E,Grifo,armadura,BE64471E,Arion Sherwind,modelo
6B7CCCB7,Grifo,armadura,BE64471E,Arion Sherwind,modelo
5BC52AD4,Grifo,armadura,BE64471E,Arion Sherwind,modelo
F9527F9A,Grifo,armadura,140C5169,Riccardo Di Rigo,modelo
B44A7996,Grifo,armadura,140C5169,Riccardo Di Rigo,change+modelo
E0B4C51D,Grifo,armadura,140C5169,Riccardo Di Rigo,modelo
D00D237E,Grifo,armadura,140C5169,Riccardo Di Rigo,modelo
F9527F9A,Grifo,armadura,26208E30,Riccardo Di Rigo,modelo
B44A7996,Grifo,armadura,26208E30,Riccardo Di Rigo,modelo
E0B4C51D,Grifo,armadura,26208E30,Riccardo Di Rigo,modelo
D00D237E,Grifo,armadura,26208E30,Riccardo Di Rigo,modelo
5BC52AD4,Grifo,armadura,26208E30,Riccardo Di Rigo,change
F9527F9A,Grifo,armadura,3DC4E59B,Riccardo Di Rigo,modelo
B44A7996,Grifo,armadura,3DC4E59B,Riccardo Di Rigo,modelo
E0B4C51D,Grifo,armadura,3DC4E59B,Riccardo Di Rigo,change+modelo
D00D237E,Grifo,armadura,3DC4E59B,Riccardo Di Rigo,modelo
F9527F9A,Grifo,armadura,AAB46A8D,Riccardo Di Rigo,change+modelo
B44A7996,Grifo,armadura,AAB46A8D,Riccardo Di Rigo,modelo
E0B4C51D,Grifo,armadura,AAB46A8D,Riccardo Di Rigo,modelo
D00D237E,Grifo,armadura,AAB46A8D,Riccardo Di Rigo,modelo
43037603,Grifo,armadura,7AB4BBF3,Victor Blade,change+modelo
3F82703C,Grifo,armadura,7AB4BBF3,Victor Blade,modelo
85D379A5,Grifo,armadura,7AB4BBF3,Victor Blade,modelo
B56A9FC6,Grifo,armadura,7AB4BBF3,Victor Blade,modelo
43037603,Grifo,armadura,C40C8017,Victor Blade,modelo
3F82703C,Grifo,armadura,C40C8017,Victor Blade,change+modelo
85D379A5,Grifo,armadura,C40C8017,Victor Blade,modelo
B56A9FC6,Grifo,armadura,C40C8017,Victor Blade,modelo
43037603,Grifo,armadura,EDC434E5,Victor Blade,modelo
3F82703C,Grifo,armadura,EDC434E5,Victor Blade,modelo
85D379A5,Grifo,armadura,EDC434E5,Victor Blade,change+modelo
B56A9FC6,Grifo,armadura,EDC434E5,Victor Blade,modelo
43037603,Grifo,armadura,F6205F4E,Victor Blade,modelo
3F82703C,Grifo,armadura,F6205F4E,Victor Blade,modelo
85D379A5,Grifo,armadura,F6205F4E,Victor Blade,modelo
B56A9FC6,Grifo,armadura,F6205F4E,Victor Blade,change+modelo
11B3783D,Guiverno blanco,armadura,6F08BCC1,Bai Long,change+modelo
059C89E8,Guiverno blanco,armadura,6F08BCC1,Bai Long,modelo
BFCD8071,Guiverno blanco,armadura,6F08BCC1,Bai Long,modelo
8F746612,Guiverno blanco,armadura,6F08BCC1,Bai Long,modelo
00AF952C,Guiverno blanco,armadura,6F08BCC1,Bai Long,change+modelo
11B3783D,Guiverno blanco,armadura,D1B08725,Bai Long,modelo
059C89E8,Guiverno blanco,armadura,D1B08725,Bai Long,change+modelo
BFCD8071,Guiverno blanco,armadura,D1B08725,Bai Long,modelo
8F746612,Guiverno blanco,armadura,D1B08725,Bai Long,modelo
00AF952C,Guiverno blanco,armadura,D1B08725,Bai Long,modelo
11B3783D,Guiverno blanco,armadura,E39C587C,Bai Long,modelo
059C89E8,Guiverno blanco,armadura,E39C587C,Bai Long,modelo
BFCD8071,Guiverno blanco,armadura,E39C587C,Bai Long,modelo
8F746612,Guiverno blanco,armadura,E39C587C,Bai Long,change+modelo
00AF952C,Guiverno blanco,armadura,E39C587C,Bai Long,modelo
11B3783D,Guiverno blanco,armadura,F87833D7,Bai Long,modelo
059C89E8,Guiverno blanco,armadura,F87833D7,Bai Long,modelo
BFCD8071,Guiverno blanco,armadura,F87833D7,Bai Long,change+modelo
8F746612,Guiverno blanco,armadura,F87833D7,Bai Long,modelo
00AF952C,Guiverno blanco,armadura,F87833D7,Bai Long,modelo
87837F4A,Guiverno blanco,armadura,CDC1A663,Silvain Hache,change
83D4CADC,Halcón de trueno,armadura,233F27FA,Zaphod Riker,modelo
2F7E228C,Huargo,armadura,B3BFE415,Wolfram Vulpeen,modelo
D1C9B9ED,Jaguar,armadura,DB741762,Sor,modelo
9A76D6BF,Jmet,armadura,AE29A9E6,Kyon Canis,modelo
9349B7A7,Juez,armadura,0D9D1C3C,Tulip,modelo
2B9E7006,Kraon,armadura,AB66BF63,Lee Canthrup,modelo
6EECD3D4,Kukulkán,armadura,804BECA0,Gerald Fuss,modelo
228E0FAA,Lancelot,armadura,CEE7150E,Impostor de Victor,change
B4BE08DD,Lancelot,armadura,7AB4BBF3,Victor Blade,modelo
228E0FAA,Lancelot,armadura,7AB4BBF3,Victor Blade,modelo
B4BE08DD,Lancelot,armadura,C40C8017,Victor Blade,change+modelo
228E0FAA,Lancelot,armadura,C40C8017,Victor Blade,modelo
B4BE08DD,Lancelot,armadura,EDC434E5,Victor Blade,change+modelo
228E0FAA,Lancelot,armadura,EDC434E5,Victor Blade,modelo
B4BE08DD,Lancelot,armadura,F6205F4E,Victor Blade,change+modelo
228E0FAA,Lancelot,armadura,F6205F4E,Victor Blade,modelo
87B86CA3,León,armadura,03397668,Bay Laurel,change+modelo
11886BD4,León,armadura,5581B7A5,Tzeikh,change+modelo
6CE87E57,Licaón,armadura,176AE34C,Gamma,modelo
6CE87E57,Licaón,armadura,25463C15,Gamma,modelo
6CE87E57,Licaón,armadura,3EA257BE,Gamma,modelo
6CE87E57,Licaón,armadura,A9D2D8A8,Gamma,modelo
BB40A822,Los enamorados ♀,armadura,CB029A2B,Mehr,modelo
B16D3628,Los enamorados ♂,armadura,D219AB6A,Ghiris,modelo
A6903F39,Lot,armadura,CF6D80D2,Abram Cadabra,change+modelo
30A0384E,Lot,armadura,0666DF34,Norimaru Gazen,change+modelo
F58F13C4,Magister,armadura,140C5169,Riccardo Di Rigo,modelo
F58F13C4,Magister,armadura,26208E30,Riccardo Di Rigo,modelo
F58F13C4,Magister,armadura,3DC4E59B,Riccardo Di Rigo,modelo
F58F13C4,Magister,armadura,AAB46A8D,Riccardo Di Rigo,modelo
491B6CAE,Metis,armadura,288C1B19,Maddie Moonlight,modelo
E5184EE5,Musashi,armadura,3197A515,Kevin Dragonfly,change+modelo
E5184EE5,Musashi,armadura,4325EC2D,Kevin Dragonfly,modelo
73284992,Musashi,armadura,2CEE1C75,Ryoma Nishiki,change+modelo
AF804095,Neptuno,armadura,C7B51381,Triton Nettuno,modelo
887DDFB5,Oneiros,armadura,D7B4DBA4,Hocus Sesame,change+modelo
1E4DD8C2,Oneiros,armadura,B03B307B,Woodrow Stake,change+modelo
3DF9DF73,Papelín,armadura,EC72D8AA,Mecamark,modelo
972F3182,Pegaso,armadura,02693477,Arion Sherwind,modelo
972F3182,Pegaso,armadura,0D176028,Arion Sherwind,modelo
972F3182,Pegaso,armadura,1E15FC8A,Arion Sherwind,modelo
972F3182,Pegaso,armadura,24DFD4DA,Arion Sherwind,modelo
972F3182,Pegaso,armadura,3F3BBF71,Arion Sherwind,modelo
972F3182,Pegaso,armadura,9B04579A,Arion Sherwind,modelo
972F3182,Pegaso,armadura,B3AF5BCC,Arion Sherwind,modelo
972F3182,Pegaso,armadura,BE64471E,Arion Sherwind,modelo
D9DB998D,Pendragón,armadura,5043C37D,Vladimir Blade,cp11
D9DB998D,Pendragón,armadura,943581A5,Vladimir Blade,modelo
7FCE3625,Peón blanco,armadura,8725BEC9,Bob Sled,change+modelo
C59F3FBC,Peón blanco,armadura,6B85C073,David Quintola,change+modelo
F03A5C55,Peón blanco,armadura,729EF132,Erik Pentona,change+modelo
53AF38CB,Peón blanco,armadura,A29E204C,Jacques Cinquini,change+modelo
E9FE3152,Peón blanco,armadura,F6F57CFF,Octavus Kraken,change+modelo
660A5B22,Peón blanco,armadura,25063C83,Quinque Flores,change+modelo
A7040E13,Peón negro,armadura,218B4031,Dawntavius Spectrum,change+modelo
54D5D6B2,Poseidón,armadura,C501744A,Davy Jones,change+modelo
C2E5D1C5,Poseidón,armadura,C19CB721,Rodh,change+modelo
5925FB94,Qinglong,armadura,B4B64CC9,Dekih,modelo
18B70ACC,Raiden,armadura,83CF38CE,Ron Innwater,modelo
4C5A8BA9,Reina blanca,armadura,5871C8C6,Aimé Quintet,change+modelo
DA6A8CDE,Reina blanca,armadura,3E691489,Gentian,change
6DDB1228,Rey blanco,armadura,735C9B05,Quentin Cinquedea,modelo
6DDB1228,Rey blanco,armadura,CDE4A0E1,Quentin Cinquedea,modelo
6DDB1228,Rey blanco,armadura,E42C1413,Quentin Cinquedea,modelo
6DDB1228,Rey blanco,armadura,FFC87FB8,Quentin Cinquedea,modelo
356D2BBC,Robin,armadura,01A0E982,Fei Rune,modelo
356D2BBC,Robin,armadura,0EDEBDDD,Fei Rune,modelo
356D2BBC,Robin,armadura,28685D70,Fei Rune,modelo
356D2BBC,Robin,armadura,338C36DB,Fei Rune,modelo
356D2BBC,Robin,armadura,BF18D266,Fei Rune,modelo
AB452CF1,Roc,armadura,C9B6FDE0,Navan,change+modelo
3D752B86,Roc,armadura,C685A024,Robert Lee,change+modelo
A9FC4634,Serendipity,armadura,FC01B6D5,Janison Veteran,modelo
CD2062D3,Sirena,armadura,E0AA5516,Katya Felis,change+modelo
5B1065A4,Sirena,armadura,3F99D9AC,Rae Godmother,change+modelo
84AA93B1,Sombra de plasma DF,armadura,3A43EC0E,Ayt Bee,change+modelo
74F5C844,Sombra de plasma DF,armadura,4E515AE0,Ayt Bee,modelo
129A94C6,Sombra de plasma DF,armadura,2358DD4F,Dee Vee,change+modelo
439F0A45,Sombra de plasma DF,armadura,574A6BA1,Dee Vee,modelo
2D4B8E46,Sombra de plasma DF,armadura,0110CC27,En Sicks,modelo
3EFB9A28,Sombra de plasma DF,armadura,75027AC9,En Sicks,change+modelo
A8CB9D5F,Sombra de plasma DF,armadura,3B818639,Faiv Ess,change+modelo
1A214C47,Sombra de plasma DF,armadura,4F9330D7,Faiv Ess,modelo
5118C540,Sombra de plasma PA,armadura,229AB778,Jay Yuu,change+modelo
D8E7E89D,Sombra de plasma PA,armadura,56880196,Jay Yuu,modelo
C728C237,Sombra de plasma PA,armadura,08758E8C,Vee Wai,change+modelo
EF8D2A9C,Sombra de plasma PA,armadura,7C673862,Vee Wai,modelo
4C3D261A,Sombra de plasma RE,armadura,9C9ABBD0,Ar Ecks,cp11+modelo
4C3D261A,Sombra de plasma RE,armadura,B4BEB26A,Ar Ecks,cp11+modelo
6B3B5A35,Sombra de plasma RE,armadura,C0AC0484,Ar Ecks,change+modelo
6B3B5A35,Sombra de plasma RE,armadura,E8880D3E,Ar Ecks,modelo
7B57E41B,Sombra de plasma RE,armadura,ADA5832B,Cee Eff,modelo
FD0B5D42,Sombra de plasma RE,armadura,D9B735C5,Cee Eff,change+modelo
FE41AB1E,Sombra de plasma RE,armadura,2A3D9FE4,Kay Zirro,modelo
5E9E39DC,Sombra de plasma RE,armadura,5E2F290A,Kay Zirro,change+modelo
C92B691F,Sombra de plasma RE,armadura,00D2A610,Tu Eigh,modelo
C8AE3EAB,Sombra de plasma RE,armadura,74C010FE,Tu Eigh,change+modelo
15836018,Sombra de plasma RE,armadura,180BFD66,Wun Ell,modelo
D16A53AC,Sombra de plasma RE,armadura,6C194B88,Wun Ell,change+modelo
22E9A219,Sombra de plasma RE,armadura,3326AEA5,Zed Kyu,modelo
475A54DB,Sombra de plasma RE,armadura,4734184B,Zed Kyu,change+modelo
1F73F030,Sombra de plasma TI,armadura,19C99751,Aye Nort,modelo
1DC94936,Sombra de plasma TI,armadura,6DDB21BF,Aye Nort,change+modelo
31A847D8,Sombra de plasma TI,armadura,10ACD5FA,Em Tee,change+modelo
71A77433,Sombra de plasma TI,armadura,64BE6314,Em Tee,modelo
8BF94E41,Sombra de plasma TI,armadura,46F6727C,Ji Tenn,change+modelo
A79840AF,Sombra de plasma TI,armadura,09B7E4BB,Ough Cee,change+modelo
46CDB632,Sombra de plasma TI,armadura,7DA55255,Ough Cee,modelo
2DD7F200,Surtur,armadura,288C9454,Axel Blaze,change+modelo
2DD7F200,Surtur,armadura,376A131E,Axel Blaze,modelo
2DD7F200,Surtur,armadura,3B057D74,Axel Blaze,modelo
2DD7F200,Surtur,armadura,7669620A,Axel Blaze,modelo
2DD7F200,Surtur,armadura,85363312,Axel Blaze,modelo
2DD7F200,Surtur,armadura,9634AFB0,Axel Blaze,change+modelo
2DD7F200,Surtur,armadura,994AFBEF,Axel Blaze,modelo
2DD7F200,Surtur,armadura,A41870E9,Axel Blaze,change+modelo
2DD7F200,Surtur,armadura,BFFC1B42,Axel Blaze,change+modelo
9786FB99,Surtur,armadura,A11AF422,Cronus Fourseasons,change+modelo
01B6FCEE,Surtur,armadura,1B024B55,Zetoh,change+modelo
023CFA54,Tachión,armadura,E7A3FDCA,Dave Walker,change+modelo
940CFD23,Tachión,armadura,2682E8ED,Hyperion Wise,change+modelo
BCAC28BD,Tirador,armadura,9DDDA153,Djung Hamstah,modelo
3A0B72EB,Torre blanca,armadura,416AF987,Eljas Viisi,modelo
8BC6EABC,Torre negra,armadura,759759EE,Yang,modelo
934397FD,Trickster,armadura,9B9E6D9E,Maddie Moonlight,change+modelo
0573908A,Trickster,armadura,C208DC96,Maxim Millennium,change+modelo
554F70D6,Vega,armadura,BB95AED4,Romeo,change+modelo
C37F77A1,Vega,armadura,055C719C,William Glass,modelo
