# Cuanto vale cada pasiva y de que va (para sumarlas por equipo).
# id = como esta en la partida. valor = el numero que ensena el juego.
# familia = puesta por nosotros leyendo el texto (NOTAS O-145).
# Lo genera herramientas/construir_valores_pasivas.py.
id,interno,tipo_efecto,valor,familia,texto
AE8C3452,ps10002_08,135BF1D2,1,foco,Valor de foco +<VALUE> % para jugadores del mismo elemento
38BC3325,ps10002_09,135BF1D2,1.1,foco,Valor de foco +<VALUE> % para jugadores del mismo elemento
D8AB25D4,ps10003,645CC144,1,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
6F535493,ps10003_01,645CC144,1.2,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
D5025D0A,ps10003_02,645CC144,1.5,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
43325A7D,ps10003_03,645CC144,1.7,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
E0A73EE3,ps10003_04,645CC144,2,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
76973994,ps10003_05,645CC144,1.5,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
CCC6300D,ps10003_06,645CC144,2,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
5AF6377A,ps10003_07,645CC144,2.5,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
CBEB88EA,ps10003_08,645CC144,3.04,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
5DDB8F9D,ps10003_09,645CC144,3.5,disputa,Valor de disputa +<VALUE> % para jugadores del mismo elemento
7B3E414A,ps10004,FA3854E7,0.5,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
D66B830E,ps10004_01,FA3854E7,0.6,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
6C3A8A97,ps10004_02,FA3854E7,0.7,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
FA0A8DE0,ps10004_03,FA3854E7,0.8,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
599FE97E,ps10004_04,FA3854E7,1,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
CFAFEE09,ps10004_05,FA3854E7,0.7,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
75FEE790,ps10004_06,FA3854E7,0.9,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
E3CEE0E7,ps10004_07,FA3854E7,1.1,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
72D35F77,ps10004_08,FA3854E7,1.3,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
E4E35800,ps10004_09,FA3854E7,1.5,df_muro,DF del muro +<VALUE> % para jugadores del mismo elemento
ED0E463D,ps10005,8D3F6471,0.5,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
B30C3FB6,ps10005_01,8D3F6471,0.6,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
095D362F,ps10005_02,8D3F6471,0.7,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
9F6D3158,ps10005_03,8D3F6471,0.8,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
3CF855C6,ps10005_04,8D3F6471,1,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
AAC852B1,ps10005_05,8D3F6471,0.7,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
10995B28,ps10005_06,8D3F6471,0.9,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
86A95C5F,ps10005_07,8D3F6471,1.1,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
17B4E3CF,ps10005_08,8D3F6471,1.3,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
8184E4B8,ps10005_09,8D3F6471,1.5,at_tiro,AT de tiro +<VALUE> % para jugadores de distintos elementos
575F4FA4,ps10006,143635CB,0.5,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
5DA38AA4,ps10006_01,143635CB,0.6,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
E7F2833D,ps10006_02,143635CB,0.7,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
71C2844A,ps10006_03,143635CB,0.8,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
D257E0D4,ps10006_04,143635CB,1,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
4467E7A3,ps10006_05,143635CB,0.7,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
FE36EE3A,ps10006_06,143635CB,0.9,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
6806E94D,ps10006_07,143635CB,1.1,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
F91B56DD,ps10006_08,143635CB,1.3,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
6F2B51AA,ps10006_09,143635CB,1.5,foco,Valor de foco +<VALUE> % para jugadores de distintos elementos
C16F48D3,ps10007,6331055D,2,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
38C4361C,ps10007_01,6331055D,2.2,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
82953F85,ps10007_02,6331055D,2.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
14A538F2,ps10007_03,6331055D,2.7,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
B7305C6C,ps10007_04,6331055D,3,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
21005B1B,ps10007_05,6331055D,2.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
9B515282,ps10007_06,6331055D,3,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
0D6155F5,ps10007_07,6331055D,3.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
9C7CEA65,ps10007_08,6331055D,4,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
0A4CED12,ps10007_09,6331055D,4.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintos elementos
5072F743,ps10008,F38E18CC,0.5,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
6ED45544,ps10008_01,F38E18CC,0.56,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
D4855CDD,ps10008_02,F38E18CC,0.7,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
42B55BAA,ps10008_03,F38E18CC,0.8,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
E1203F34,ps10008_04,F38E18CC,1,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
77103843,ps10008_05,F38E18CC,0.7,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
CD4131DA,ps10008_06,F38E18CC,0.9,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
5B7136AD,ps10008_07,F38E18CC,1.1,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
CA6C893D,ps10008_08,F38E18CC,1.3,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
5C5C8E4A,ps10008_09,F38E18CC,1.5,df_muro,DF del muro +<VALUE> % para jugadores de distintos elementos
C642F034,ps10009,8489285A,1.5,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
0BB3E9FC,ps10009_01,8489285A,1.7,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
B1E2E065,ps10009_02,8489285A,2,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
27D2E712,ps10009_03,8489285A,2.2,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
8447838C,ps10009_04,8489285A,2.5,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
127784FB,ps10009_05,8489285A,2,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
A8268D62,ps10009_06,8489285A,2.3,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
3E168A15,ps10009_07,8489285A,2.7,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
AF0B3585,ps10009_08,8489285A,3.1,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
393B32F2,ps10009_09,8489285A,3.5,at_tiro,AT de tiro +<VALUE> % para jugadores de la misma posición
23CB3754,ps10010,E44EA1BF,0.5,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
31D581BC,ps10010_01,E44EA1BF,0.6,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
8B848825,ps10010_02,E44EA1BF,0.7,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
1DB48F52,ps10010_03,E44EA1BF,0.8,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
BE21EBCC,ps10010_04,E44EA1BF,1,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
2811ECBB,ps10010_05,E44EA1BF,0.7,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
9240E522,ps10010_06,E44EA1BF,0.9,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
0470E255,ps10010_07,E44EA1BF,1.1,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
956D5DC5,ps10010_08,E44EA1BF,1.3,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
035D5AB2,ps10010_09,E44EA1BF,1.5,foco,Valor de foco +<VALUE> % para jugadores de la misma posición
B5FB3023,ps10011,93499129,6,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
54B23D04,ps10011_01,93499129,6.2,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
EEE3349D,ps10011_02,93499129,6.5,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
78D333EA,ps10011_03,93499129,6.7,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
DB465774,ps10011_04,93499129,7,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
4D765003,ps10011_05,93499129,6.5,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
F727599A,ps10011_06,93499129,7,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
61175EED,ps10011_07,93499129,7.5,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
F00AE17D,ps10011_08,93499129,8,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
663AE60A,ps10011_09,93499129,8.5,disputa,Valor de disputa +<VALUE> % para jugadores de la misma posición
0FAA39BA,ps10012,E32365A6,0.5,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
BA1D8816,ps10012_01,E32365A6,0.6,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
004C818F,ps10012_02,E32365A6,0.7,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
967C86F8,ps10012_03,E32365A6,0.8,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
35E9E266,ps10012_04,E32365A6,1,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
A3D9E511,ps10012_05,E32365A6,0.7,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
1988EC88,ps10012_06,E32365A6,0.8,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
8FB8EBFF,ps10012_07,E32365A6,0.9,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
1EA5546F,ps10012_08,E32365A6,1,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
88955318,ps10012_09,E32365A6,1.2,foco,Valor de foco +<VALUE> % para jugadores de distintas posiciones
999A3ECD,ps10013,94245530,2,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
DF7A34AE,ps10013_01,94245530,2.2,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
652B3D37,ps10013_02,94245530,2.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
F31B3A40,ps10013_03,94245530,2.7,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
508E5EDE,ps10013_04,94245530,3,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
C6BE59A9,ps10013_05,94245530,2.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
7CEF5030,ps10013_06,94245530,3,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
EADF5747,ps10013_07,94245530,3.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
7BC2E8D7,ps10013_08,94245530,4,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
EDF2EFA0,ps10013_09,94245530,4.5,disputa,Valor de disputa +<VALUE> % para jugadores de distintas posiciones
3A0F5A53,ps10014,0D2D048A,0.5,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
6642E333,ps10014_01,0D2D048A,0.71999997,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
DC13EAAA,ps10014_02,0D2D048A,1,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
4A23EDDD,ps10014_03,0D2D048A,1.2,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
E9B68943,ps10014_04,0D2D048A,1.5,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
7F868E34,ps10014_05,0D2D048A,1,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
C5D787AD,ps10014_06,0D2D048A,1.2,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
53E780DA,ps10014_07,0D2D048A,1.5,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
C2FA3F4A,ps10014_08,0D2D048A,1.7,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
54CA383D,ps10014_09,0D2D048A,2,df_muro,DF del muro +<VALUE> % para jugadores de distintas posiciones
AC3F5D24,ps10015,7A2A341C,1,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
03255F8B,ps10015_01,7A2A341C,1.2,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
B9745612,ps10015_02,7A2A341C,1.5,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
2F445165,ps10015_03,7A2A341C,1.7,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
8CD135FB,ps10015_04,7A2A341C,2,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
1AE1328C,ps10015_05,7A2A341C,1.5,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
A0B03B15,ps10015_06,7A2A341C,2,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
36803C62,ps10015_07,7A2A341C,2.5,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
A79D83F2,ps10015_08,7A2A341C,3,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
31AD8485,ps10015_09,7A2A341C,3.5,at_tiro,AT de tiro +<VALUE> % para jugadores cercanos
166E54BD,ps10016,EA95298D,0.5,foco,Valor de foco +<VALUE> % para jugadores cercanos
ED8AEA99,ps10016_01,EA95298D,0.7,foco,Valor de foco +<VALUE> % para jugadores cercanos
57DBE300,ps10016_02,EA95298D,1,foco,Valor de foco +<VALUE> % para jugadores cercanos
C1EBE477,ps10016_03,EA95298D,1.2,foco,Valor de foco +<VALUE> % para jugadores cercanos
627E80E9,ps10016_04,EA95298D,1.5,foco,Valor de foco +<VALUE> % para jugadores cercanos
F44E879E,ps10016_05,EA95298D,1,foco,Valor de foco +<VALUE> % para jugadores cercanos
4E1F8E07,ps10016_06,EA95298D,1.2,foco,Valor de foco +<VALUE> % para jugadores cercanos
D82F8970,ps10016_07,EA95298D,1.5,foco,Valor de foco +<VALUE> % para jugadores cercanos
493236E0,ps10016_08,EA95298D,1.7,foco,Valor de foco +<VALUE> % para jugadores cercanos
DF023197,ps10016_09,EA95298D,2,foco,Valor de foco +<VALUE> % para jugadores cercanos
805E53CA,ps10017,9D92191B,6,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
88ED5621,ps10017_01,9D92191B,6.2,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
32BC5FB8,ps10017_02,9D92191B,6.5,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
A48C58CF,ps10017_03,9D92191B,6.7,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
07193C51,ps10017_04,9D92191B,7,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
91293B26,ps10017_05,9D92191B,6.5,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
2B7832BF,ps10017_06,9D92191B,7,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
BD4835C8,ps10017_07,9D92191B,7.5,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
2C558A58,ps10017_08,9D92191B,8,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
BA658D2F,ps10017_09,9D92191B,8.5,disputa,Valor de disputa +<VALUE> % para jugadores cercanos
1143EC5A,ps10018,CF63F27C,1,df_muro,DF del muro +<VALUE> % para jugadores cercanos
DEFD3579,ps10018_01,CF63F27C,1.2,df_muro,DF del muro +<VALUE> % para jugadores cercanos
64AC3CE0,ps10018_02,CF63F27C,1.5,df_muro,DF del muro +<VALUE> % para jugadores cercanos
F29C3B97,ps10018_03,CF63F27C,1.7,df_muro,DF del muro +<VALUE> % para jugadores cercanos
51095F09,ps10018_04,CF63F27C,2,df_muro,DF del muro +<VALUE> % para jugadores cercanos
C739587E,ps10018_05,CF63F27C,1.5,df_muro,DF del muro +<VALUE> % para jugadores cercanos
7D6851E7,ps10018_06,CF63F27C,2,df_muro,DF del muro +<VALUE> % para jugadores cercanos
EB585690,ps10018_07,CF63F27C,2.5,df_muro,DF del muro +<VALUE> % para jugadores cercanos
7A45E900,ps10018_08,CF63F27C,3,df_muro,DF del muro +<VALUE> % para jugadores cercanos
EC75EE77,ps10018_09,CF63F27C,3.5,df_muro,DF del muro +<VALUE> % para jugadores cercanos
8773EB2D,ps10019,B864C2EA,2,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
BB9A89C1,ps10019_01,B864C2EA,3,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
01CB8058,ps10019_02,B864C2EA,4,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
97FB872F,ps10019_03,B864C2EA,5,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
346EE3B1,ps10019_04,B864C2EA,6,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
E0981A7F,ps10020,B864C2EA,4,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
E1AF21FB,ps10020_01,B864C2EA,5,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
5BFE2862,ps10020_02,B864C2EA,6,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
CDCE2F15,ps10020_03,B864C2EA,7,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
6E5B4B8B,ps10020_04,B864C2EA,8,at_tiro,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +<VALUE> %"
76A81D08,ps10021,216D9350,3,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
84C89D43,ps10021_01,216D9350,4,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
3E9994DA,ps10021_02,216D9350,5,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
A8A993AD,ps10021_03,216D9350,6,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
0B3CF733,ps10021_04,216D9350,7,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
CCF91491,ps10022,216D9350,4,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
6A672851,ps10022_01,216D9350,5,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
D03621C8,ps10022_02,216D9350,6,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
460626BF,ps10022_03,216D9350,7,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
E5934221,ps10022_04,216D9350,8,foco,"Cuando un jugador del mismo elemento está cerca, valor propio de foco +<VALUE> %"
5AC913E6,ps10023,566AA3C6,5,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
0F0094E9,ps10023_01,566AA3C6,7,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
B5519D70,ps10023_02,566AA3C6,10.2,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
23619A07,ps10023_03,566AA3C6,12,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
80F4FE99,ps10023_04,566AA3C6,15,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
F95C7778,ps10024,566AA3C6,10,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
B6384374,ps10024_01,566AA3C6,12,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
0C694AED,ps10024_02,566AA3C6,15,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
9A594D9A,ps10024_03,566AA3C6,17,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
39CC2904,ps10024_04,566AA3C6,20,disputa,"Cuando un jugador del mismo elemento está cerca, valor propio de disputa +<VALUE> %"
6F6C700F,ps10025,C80E3665,4,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
D35FFFCC,ps10025_01,C80E3665,4.5,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
690EF655,ps10025_02,C80E3665,5,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
FF3EF122,ps10025_03,C80E3665,5.5,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
5CAB95BC,ps10025_04,C80E3665,6,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
D53D7996,ps10026,C80E3665,5,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
3DF04ADE,ps10026_01,C80E3665,5.5,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
87A14347,ps10026_02,C80E3665,6,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
11914430,ps10026_03,C80E3665,6.5,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
B20420AE,ps10026_04,C80E3665,7,df_muro,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +<VALUE> %"
430D7EE1,ps10027,BF0906F3,2,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
5897F666,ps10027_01,BF0906F3,3,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
E2C6FFFF,ps10027_02,BF0906F3,4,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
74F6F888,ps10027_03,BF0906F3,5,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
D7639C16,ps10027_04,BF0906F3,6,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
D210C171,ps10028,BF0906F3,4,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
0E87953E,ps10028_01,BF0906F3,5,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
B4D69CA7,ps10028_02,BF0906F3,6,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
22E69BD0,ps10028_03,BF0906F3,7,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
8173FF4E,ps10028_04,BF0906F3,8,at_tiro,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +<VALUE> %"
4420C606,ps10029,26005749,4.5,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
6BE02986,ps10029_01,26005749,4.7,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
D1B1201F,ps10029_02,26005749,5,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
47812768,ps10029_03,26005749,5.3,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
E41443F6,ps10029_04,26005749,5.5,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
A1A90166,ps10030,26005749,5,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
518641C6,ps10030_01,26005749,5.5,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
EBD7485F,ps10030_02,26005749,6,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
7DE74F28,ps10030_03,26005749,6.5,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
DE722BB6,ps10030_04,26005749,7,foco,"Cuando un jugador de otro elemento está cerca, valor propio de foco +<VALUE> %"
37990611,ps10031,510767DF,3,df_muro,"Cuando un jugador de otro elemento está cerca, DF propia del muro +<VALUE> %"
34E1FD7E,ps10031_01,510767DF,3.2,df_muro,"Cuando un jugador de otro elemento está cerca, DF propia del muro +<VALUE> %"
8EB0F4E7,ps10031_02,510767DF,3.5,df_muro,"Cuando un jugador de otro elemento está cerca, DF propia del muro +<VALUE> %"
