# Que objeto de la mochila da cada escudo, equipacion o tactica.
# id_objeto = como esta en la mochila (4 bytes tal cual).
# valor_equipo = lo que guarda el equipo, en hexadecimal.
# Lo genera herramientas/construir_equipo_objetos.py (NOTAS O-124).
tipo,id_objeto,valor_equipo,nombre,icono
escudo,F8B2D67C,7CD6B2F8,Fertilia,01_icon_emblem/em060311.png
escudo,42E3DFE5,E5DFE342,Falam Medius,01_icon_emblem/em060312.png
escudo,D4D3D892,92D8D3D4,Flota Ixar,01_icon_emblem/em060313.png
escudo,7746BC0C,0CBC4677,Big Bang,01_icon_emblem/em060314.png
escudo,E176BB7B,7BBB76E1,Supernova,01_icon_emblem/em060315.png
escudo,5B27B2E2,E2B2275B,Dinastía Galáctica,01_icon_emblem/em060316.png
escudo,CD17B595,95B517CD,Sombras,01_icon_emblem/em060317.png
escudo,5014EB5A,5AEB1450,Raimon Isla Remota,01_icon_emblem/em070001.png
escudo,EA45E2C3,C3E245EA,Polaris,01_icon_emblem/em070002.png
escudo,7C75E5B4,B4E5757C,Plenilunio,01_icon_emblem/em070003.png
escudo,DFE0812A,2A81E0DF,Bastión,01_icon_emblem/em070004.png
escudo,49D0865D,5D86D049,Kirkwood (Ares),01_icon_emblem/em070005.png
escudo,F3818FC4,C48F81F3,Brain (Ares),01_icon_emblem/em070006.png
escudo,65B188B3,B388B165,Royal Academy (Ares),01_icon_emblem/em070007.png
escudo,F4AC3723,2337ACF4,Zeus (Ares),01_icon_emblem/em070008.png
escudo,629C3054,54309C62,Alpino (Ares),01_icon_emblem/em070009.png
escudo,8715F734,34F71587,Academia Alia,01_icon_emblem/em070010.png
escudo,1125F043,43F02511,Instituto Ribera,01_icon_emblem/em070011.png
escudo,AB74F9DA,DAF974AB,Isla Remota,01_icon_emblem/em070012.png
escudo,B2B094DD,DD94B0B2,Barcelona Orb,01_icon_emblem/em070016.png
escudo,248093AA,AA938024,Colina Verde,01_icon_emblem/em070017.png
escudo,8183BBD8,D8BB8381,Inazuma Japón Implacable,01_icon_emblem/em080001.png
escudo,3BD2B241,41B2D23B,Bisonte Rojo,01_icon_emblem/em080002.png
escudo,ADE2B536,36B5E2AD,Demonios Brillantes,01_icon_emblem/em080003.png
escudo,0E77D1A8,A8D1770E,Bailarines Eternos,01_icon_emblem/em080004.png
escudo,9847D6DF,DFD64798,Ejército del Fénix Árabe,01_icon_emblem/em080005.png
escudo,2216DF46,46DF1622,Tropa Acrobática del Fútbol,01_icon_emblem/em080006.png
escudo,B426D831,31D826B4,Gigantes Invencibles,01_icon_emblem/em080007.png
escudo,253B67A1,A1673B25,Navy Invader,01_icon_emblem/em080008.png
escudo,B30B60D6,D6600BB3,Chispas Perfectas,01_icon_emblem/em080009.png
escudo,5682A7B6,B6A78256,Olé de Samba,01_icon_emblem/em080010.png
escudo,C0B2A0C1,C1A0B2C0,Guardianes de la Reina,01_icon_emblem/em080011.png
escudo,7AE3A958,58A9E37A,Eclipse de Orión,01_icon_emblem/em080012.png
escudo,ECD3AE2F,2FAED3EC,Unicornios con Estrellas,01_icon_emblem/em080013.png
escudo,4F46CAB1,B1CA464F,<MNT:KINUNS>,01_icon_emblem/em080014.png
escudo,D976CDC6,C6CD76D9,Gatos Estrella de Shanghái,01_icon_emblem/em080015.png
escudo,6327C45F,5FC42763,Escuadrón del Barrio,01_icon_emblem/em080016.png
escudo,5532F71E,1EF73255,<MNT:NAGUMOHARA>,01_icon_emblem/em110001.png
escudo,EF63FE87,87FE63EF,Campeones Raimon,01_icon_emblem/em110002.png
escudo,7953F9F0,F0F95379,Northbright,01_icon_emblem/em110003.png
escudo,DAC69D6E,6E9DC6DA,Club de béisbol de <MNT:NAGUMOHARA>,01_icon_emblem/em110004.png
escudo,4CF69A19,199AF64C,West Manor,01_icon_emblem/em110005.png
escudo,F6A79380,8093A7F6,Internacional Eastwind,01_icon_emblem/em110006.png
escudo,609794F7,F7949760,Stormridge,01_icon_emblem/em110007.png
escudo,F18A2B67,672B8AF1,Táctica Royal Academy,01_icon_emblem/em110008.png
escudo,67BA2C10,102CBA67,Twinford,01_icon_emblem/em110009.png
escudo,8233EB70,70EB3382,Crosswind-Fauxshore,01_icon_emblem/em110010.png
escudo,1403EC07,07EC0314,Academia Orchid,01_icon_emblem/em110011.png
escudo,AE52E59E,9EE552AE,Vendedores de <MNT:NAGUMOHARA>,01_icon_emblem/em110012.png
escudo,3862E2E9,E9E26238,Goleadores del Callejón,01_icon_emblem/em110013.png
escudo,9BF78677,7786F79B,Gaviotas FC,01_icon_emblem/em110014.png
escudo,0DC78100,0081C70D,Solaria-Zeus,01_icon_emblem/em110015.png
escudo,B7968899,998896B7,Instituto Visión Noble,01_icon_emblem/em110016.png
escudo,21A68FEE,EE8FA621,Lawcrest,01_icon_emblem/em110017.png
escudo,B0BB307E,7E30BBB0,Academia IA,01_icon_emblem/em110018.png
escudo,268B3709,09378B26,Alpino (V),01_icon_emblem/em110019.png
escudo,4160C65B,5BC66041,Mary Times (V),01_icon_emblem/em110020.png
escudo,D750C12C,2CC150D7,Plathos,01_icon_emblem/em110021.png
escudo,6D01C8B5,B5C8016D,Destructores,01_icon_emblem/em110022.png
escudo,FB31CFC2,C2CF31FB,Guardianes,01_icon_emblem/em110023.png
escudo,58A4AB5C,5CABA458,Selección de Japón (V),01_icon_emblem/em110024.png
escudo,CE94AC2B,2BAC94CE,Zanark Outsiders,01_icon_emblem/em110025.png
escudo,E5D81A22,221AD8E5,Tormenta cortante,01_icon_emblem/em110029.png
escudo,0051DD42,42DD5100,Hojas espinosas,01_icon_emblem/em110030.png
escudo,9661DA35,35DA6196,Aplastarocas,01_icon_emblem/em110031.png
escudo,2C30D3AC,ACD3302C,Llamarada volcánica,01_icon_emblem/em110032.png
escudo,30554BA6,A64B5530,Club de baile,01_icon_emblem/em111001.png
escudo,8A04423F,3F42048A,Club de balonmano,01_icon_emblem/em111002.png
escudo,1C344548,4845341C,Club de bádminton,01_icon_emblem/em111003.png
escudo,BFA121D6,D621A1BF,Club de surf,01_icon_emblem/em111004.png
escudo,299126A1,A1269129,Club de rugby,01_icon_emblem/em111005.png
escudo,93C02F38,382FC093,Club de sumo,01_icon_emblem/em111006.png
escudo,05F0284F,4F28F005,Club de kendo,01_icon_emblem/em111007.png
escudo,94ED97DF,DF97ED94,Club de judo,01_icon_emblem/em111008.png
escudo,02DD90A8,A890DD02,Club de artes marciales,01_icon_emblem/em111009.png
escudo,E75457C8,C85754E7,Club de culturismo,01_icon_emblem/em111010.png
escudo,716450BF,BF506471,Club de voleibol,01_icon_emblem/em111011.png
escudo,CB355926,265935CB,Club de ping-pong,01_icon_emblem/em111012.png
escudo,5D055E51,515E055D,Club de tenis,01_icon_emblem/em111013.png
escudo,FE903ACF,CF3A90FE,Club de atletismo,01_icon_emblem/em111014.png
escudo,68A03DB8,B83DA068,Club de baloncesto,01_icon_emblem/em111015.png
escudo,D2F13421,2134F1D2,Club de natación,01_icon_emblem/em111016.png
escudo,44C13356,5633C144,Club de waterpolo,01_icon_emblem/em111017.png
escudo,D5DC8CC6,C68CDCD5,Club de ciberdeportes,01_icon_emblem/em111018.png
escudo,43EC8BB1,B18BEC43,Club de informática,01_icon_emblem/em111019.png
escudo,24077AE3,E37A0724,Club de investigación,01_icon_emblem/em111020.png
escudo,B2377D94,947D37B2,Club de cartas,01_icon_emblem/em111021.png
escudo,0866740D,0D746608,Club de go y shogi,01_icon_emblem/em111022.png
escudo,9E56737A,7A73569E,Club de teatro,01_icon_emblem/em111023.png
escudo,3DC317E4,E417C33D,Club de magia,01_icon_emblem/em111024.png
escudo,ABF31093,9310F3AB,Club de danza folclórica,01_icon_emblem/em111025.png
escudo,11A2190A,0A19A211,Club de ceremonia del té,01_icon_emblem/em111026.png
escudo,87921E7D,7D1E9287,Club de astronomía,01_icon_emblem/em111027.png
escudo,168FA1ED,EDA18F16,Club de arte,01_icon_emblem/em111028.png
escudo,80BFA69A,9AA6BF80,Club de idols,01_icon_emblem/em111029.png
escudo,653661FA,FA613665,Club de ocultismo,01_icon_emblem/em111030.png
escudo,F306668D,8D6606F3,Banda juvenil de viento,01_icon_emblem/em111031.png
escudo,49576F14,146F5749,Club de canto,01_icon_emblem/em111032.png
escudo,DF676863,636867DF,Club de música moderna,01_icon_emblem/em111033.png
escudo,7CF20CFD,FD0CF27C,Club de periodismo,01_icon_emblem/em111034.png
escudo,EAC20B8A,8A0BC2EA,Club de metalurgia,01_icon_emblem/em111035.png
escudo,50930213,13029350,Club de biología marina,01_icon_emblem/em111036.png
escudo,C6A30564,6405A3C6,Club de manga,01_icon_emblem/em111037.png
escudo,8899C4CF,CFC49988,Emblema: Juventud,01_icon_emblem/em900001.png
escudo,32C8CD56,56CDC832,Emblema: Alas,01_icon_emblem/em900002.png
escudo,A4F8CA21,21CAF8A4,Emblema: Flash,01_icon_emblem/em900003.png
escudo,076DAEBF,BFAE6D07,Emblema: Lobo Negro,01_icon_emblem/em900004.png
escudo,915DA9C8,C8A95D91,Emblema: Espada de las Espinas,01_icon_emblem/em900005.png
escudo,2B0CA051,51A00C2B,Emblema: Hojas Duales,01_icon_emblem/em900006.png
escudo,BD3CA726,26A73CBD,Emblema: Inazuma,01_icon_emblem/em900007.png
escudo,2C2118B6,B618212C,Emblema: Trueno,01_icon_emblem/em900008.png
escudo,BA111FC1,C11F11BA,Emblema: León Rojo,01_icon_emblem/em900009.png
escudo,5F98D8A1,A1D8985F,Emblema: Gran Escudo,01_icon_emblem/em900010.png
escudo,C9A8DFD6,D6DFA8C9,Emblema: Planeta,01_icon_emblem/em900011.png
escudo,73F9D64F,4FD6F973,Emblema: Nova,01_icon_emblem/em900012.png
escudo,E5C9D138,38D1C9E5,Emblema: Sapo,01_icon_emblem/em900013.png
escudo,465CB5A6,A6B55C46,Emblema: Delfín,01_icon_emblem/em900014.png
escudo,D06CB2D1,D1B26CD0,Emblema: Danza de las Flores,01_icon_emblem/em900015.png
escudo,6A3DBB48,48BB3D6A,Emblema: Puño de Hierro,01_icon_emblem/em900016.png
escudo,FC0DBC3F,3FBC0DFC,Emblema: Crepúsculo,01_icon_emblem/em900017.png
escudo,6D1003AF,AF03106D,Emblema: Tri-Dragón,01_icon_emblem/em900018.png
escudo,FB2004D8,D80420FB,Emblema: Pirata,01_icon_emblem/em900019.png
escudo,9CCBF58A,8AF5CB9C,Emblema: Demonio,01_icon_emblem/em900020.png
escudo,0AECA8F3,F3A8EC0A,<MNT:NAGUMOHARA> A,01_icon_emblem/em110001a.png
escudo,B0BDA16A,6AA1BDB0,<MNT:NAGUMOHARA> B,01_icon_emblem/em110001b.png
escudo,268DA61D,1DA68D26,<MNT:NAGUMOHARA> C,01_icon_emblem/em110001c.png
escudo,8B547AAF,AF7A548B,Vendedores de <MNT:NAGUMOHARA>,
escudo,A3048683,838604A3,Raimon Isla Remota A,01_icon_emblem/em070001a.png
escudo,19558F1A,1A8F5519,Raimon Isla Remota B,01_icon_emblem/em070001b.png
escudo,76B6D072,72D0B676,Inazuma Japón Implacable,01_icon_emblem/em080001a.png
escudo,CCE7D9EB,EBD9E7CC,Inazuma Japón Implacable,01_icon_emblem/em080001b.png
escudo,38B0A4F2,F2A4B038,Emblema de eliminatorias,01_icon_emblem/em910001.png
escudo,82E1AD6B,6BADE182,Emblema de ronda principal,01_icon_emblem/em910002.png
escudo,14D1AA1C,1CAAD114,Emblema de finalista,01_icon_emblem/em910003.png
escudo,B744CE82,82CE44B7,Emblema de MEJORES 4,01_icon_emblem/em910004.png
escudo,2174C9F5,F5C97421,Emblema de subcampeón,01_icon_emblem/em910005.png
escudo,9B25C06C,6CC0259B,Emblema de campeón,01_icon_emblem/em910006.png
escudo,815AAF28,28AF5A81,Raimon 1,01_icon_emblem/em530591.png
escudo,4F9FDE41,41DE9F4F,Tarjeteros,01_icon_emblem/em530584.png
escudo,AFC911AA,AA11C9AF,Fase previa FF A,01_icon_emblem/em520510.png
escudo,755E5186,86515E75,Fase nacional FF B,01_icon_emblem/em520524.png
escudo,33EA6A33,336AEA33,Ultra Zeus,01_icon_emblem/em510488.png
escudo,0E3C1CAA,AA1C3C0E,Neo Raimon,01_icon_emblem/em530665.png
escudo,ABCFF0CF,CFF0CFAB,Los Superadorables,01_icon_emblem/em530578.png
escudo,FAAA3BF6,F63BAAFA,Gafitas,01_icon_emblem/em520521.png
escudo,25E27351,5173E225,Ninjas a Gogó,01_icon_emblem/em530598.png
escudo,39F916DD,DD16F939,Fase previa FF B,01_icon_emblem/em520511.png
escudo,D6CB3518,1835CBD6,Fase nacional FF A,01_icon_emblem/em520523.png
escudo,EEF80AB3,B30AF8EE,Neo Royal Academy,01_icon_emblem/em520500.png
escudo,F73C67B4,B4673CF7,Selección nacional A,01_icon_emblem/em520504.png
escudo,83A81F44,441FA883,Divinidades y Alienígenas,01_icon_emblem/em520512.png
escudo,FC0F3E0C,0C3E0FFC,Nuevo Caos,01_icon_emblem/em530613.png
escudo,CF0F581F,1F580FCF,Suplentes del Raimon,01_icon_emblem/em520527.png
escudo,C299045D,5D0499C2,Alius A,01_icon_emblem/em520502.png
escudo,0C5C7534,34755C0C,Selección nacional B,01_icon_emblem/em520517.png
escudo,203D7BDA,DA7B3D20,Alius B,01_icon_emblem/em520515.png
escudo,C06BB431,31B46BC0,Reinas del Hielo,01_icon_emblem/em530581.png
escudo,4D6D6E2D,2D6E6D4D,Royal Claustro A,01_icon_emblem/em520507.png
escudo,15981833,33189815,<FLA:REIJI> All Stars,01_icon_emblem/em520513.png
escudo,A3D7F0F5,F5F0D7A3,Astros del Grupo A,01_icon_emblem/em530609.png
escudo,B785C1B0,B0C185B7,Ángeles del Caos,01_icon_emblem/em530628.png
escudo,EDD35331,3153D3ED,Ases Internacionales,01_icon_emblem/em530566.png
escudo,9AAFFBF0,F0FBAF9A,Hermanas Estrelladas,01_icon_emblem/em551097.png
escudo,02D4F453,53F4D402,Estrellas femeninas,01_icon_emblem/em530026.png
escudo,7A3ABDA8,A8BD3A7A,Los Payasetes,01_icon_emblem/em530582.png
escudo,808346C6,C6468380,Astros del Firm.,01_icon_emblem/em530574.png
escudo,3B997F43,437F993B,Mega Inazuma Eleven,01_icon_emblem/em530663.png
escudo,3173CBA7,A7CB7331,Selección CI,01_icon_emblem/em541038.png
escudo,EE069284,849206EE,Superheroínas,01_icon_emblem/em541104.png
escudo,26C92E61,612EC926,Superestrellas CI,01_icon_emblem/em541057.png
escudo,783695F3,F3953678,Gerentes,01_icon_emblem/em541105.png
escudo,910E7BBA,BA7B0E91,Última Orden,01_icon_emblem/em541071.png
escudo,B0F92916,1629F9B0,Fuerza Elemental,01_icon_emblem/em541056.png
escudo,35B6A7C3,C3A7B635,Rubios de Bote,01_icon_emblem/em541078.png
escudo,073E7CCD,CD7C3E07,Ángeles del Caos Zero,01_icon_emblem/em541070.png
escudo,6C9A3833,33389A6C,Alucinaciones,01_icon_emblem/em541089.png
escudo,460F67D4,D4670F46,Pro Sector Quinto,01_icon_emblem/em541060.png
escudo,1914242C,2C241419,Auténticas Leyendas,01_icon_emblem/em551052.png
escudo,8F24235B,5B23248F,Chrono Crisis,01_icon_emblem/em551053.png
escudo,F62607E9,E90726F6,Superestrellas de Owari,01_icon_emblem/em551060.png
escudo,BA8140B2,B24081BA,Élite Omega,01_icon_emblem/em551055.png
escudo,DA470907,070947DA,Invencibles de Chengdú,01_icon_emblem/em551062.png
escudo,6016009E,9E001660,Fuerza de Orleans,01_icon_emblem/em551061.png
escudo,07FDF1CC,CCF1FD07,Belladona,01_icon_emblem/em551058.png
escudo,C1768451,518476C1,Hermanos del Estadio,01_icon_emblem/em561323.png
escudo,23D2FBD6,D6FBD223,Leyendas rebeldes,01_icon_emblem/em561334.png
escudo,9415AE0D,0DAE1594,Pimpollos Eleven,01_icon_emblem/em561312.png
escudo,0225A97A,7AA92502,Féminas Eleven,01_icon_emblem/em561313.png
escudo,57468326,26834657,Némesis Astrales,01_icon_emblem/em561322.png
escudo,C825B477,77B425C8,Iridiscencia Zafiro,01_icon_emblem/em561346.png
escudo,06E0C51E,1EC5E006,Iridiscencia Rubí,01_icon_emblem/em561353.png
escudo,3780CA93,93CA8037,Tutores Guardianes,01_icon_emblem/em561315.png
escudo,B874A0E3,E3A074B8,Las Galácticas,01_icon_emblem/em561310.png
escudo,8AFC7BED,ED7BFC8A,Comando Entrenadores,01_icon_emblem/em561318.png
escudo,BCB1CC87,87CCB1BC,Los Cósmicos,01_icon_emblem/em561350.png
escudo,9EAE4AA8,A84AAE9E,Los Estirados,01_icon_emblem/em561339.png
escudo,0480AC80,80AC8004,Los Princesos,01_icon_emblem/em571021.png
escudo,BED1A519,19A5D1BE,Las Principesas,01_icon_emblem/em571022.png
escudo,CA45DDE9,E9DD45CA,Dioses de la Dioptría,01_icon_emblem/em571034.png
escudo,7014D470,70D41470,Llamas Glaciales,01_icon_emblem/em571037.png
escudo,0DD39CA6,A69CD30D,Titanes de Ares,01_icon_emblem/em571044.png
escudo,AA83945C,5C9483AA,Real Academia Plenilunio,01_icon_emblem/em571003.png
escudo,636B5DD2,D25D6B63,Miniastros,01_icon_emblem/em571018.png
escudo,F55B5AA5,A55A5BF5,Gigaboys,01_icon_emblem/em571019.png
escudo,B0AF2DD8,D82DAFB0,Selección de <FUL:KINUN>,01_icon_emblem/em571049.png
escudo,1417F1A1,A1F11714,Nuevo Inazuma Fusión,01_icon_emblem/em571040.png
escudo,21B29248,4892B221,Selección Mundial,01_icon_emblem/em571046.png
escudo,5526EAB8,B8EA2655,Estrellas Neo,01_icon_emblem/em571050.png
