# Extraido de la tabla de Cheat Engine de EasyGameCheatEngine para la
# version 7.1.1 del juego. Los identificadores se usan como datos; el
# credito es suyo. Los ids estan tal y como los muestra Cheat Engine.
id_ce,id_partida,nombre,clase
6B1CA96B,6BA91C6B,Passive 44 (Type 1),pasiva normal
1C1B99FD,FD991B1C,Passive 44 (Type 2),pasiva normal
8512C847,47C81285,Passive 45 (Type 1),pasiva normal
F215F8D1,D1F815F2,Passive 45 (Type 2),pasiva normal
62AAE540,40E5AA62,Passive 46 (Type 1),pasiva normal
15ADD5D6,D6D5AD15,Passive 46 (Type 2),pasiva normal
026D6CA5,A56C6D02,Passive 47 (Type 1),pasiva normal
756A5C33,335C6A75,Passive 47 (Type 2),pasiva normal
9B643D1F,1F3D649B,Passive 48 (Type 1),pasiva normal
EC630D89,890D63EC,Passive 48 (Type 2),pasiva normal
0500A8BC,BCA80005,Passive 49 (Type 1),pasiva normal
7207982A,2A980772,Passive 49 (Type 2),pasiva normal
EB0EC990,90C90EEB,Passive 50 (Type 1),pasiva normal
9C09F906,06F9099C,Passive 50 (Type 2),pasiva normal
F2F240FC,FC40F2F2,Passive 51 (Type 1),pasiva normal
85F5706A,6A70F585,Passive 51 (Type 2),pasiva normal
6BFB1146,4611FB6B,Passive 52 (Type 1),pasiva normal
1CFC21D0,D021FC1C,Passive 52 (Type 2),pasiva normal
8298B473,73B49882,Passive 53,pasiva normal
F59F84E5,E5849FF5,Passive 54 (Type 1),pasiva normal
6C96D55F,5FD5966C,Passive 54 (Type 2),pasiva normal
1B91E5C9,C9E5911B,Passive 55 (Type 1),pasiva normal
8B2EF858,58F82E8B,Passive 55 (Type 2),pasiva normal
FC29C8CE,CEC829FC,Passive 56 (Type 1),pasiva normal
9CEE412B,2B41EE9C,Passive 56 (Type 2),pasiva normal
EBE971BD,BD71E9EB,Passive 57 (Type 1),pasiva normal
72E02007,0720E072,Passive 57 (Type 2),pasiva normal
05E71091,9110E705,Passive 58 (Type 1),pasiva normal
9B838532,3285839B,Passive 58 (Type 2),pasiva normal
EC84B5A4,A4B584EC,Passive 59 (Type 1),pasiva normal
758DE41E,1EE48D75,Passive 59 (Type 2),pasiva normal
028AD488,88D48A02,Passive 60 (Type 1),pasiva normal
9235C919,19C93592,Passive 60 (Type 2),pasiva normal
E532F98F,8FF932E5,Passive 61 (Type 1),pasiva normal
4CEE9055,5590EE4C,Passive 61 (Type 2),pasiva normal
3BE9A0C3,C3A0E93B,Passive 62 (Type 1),pasiva normal
A2E0F179,79F1E0A2,Passive 62 (Type 2),pasiva normal
D5E7C1EF,EFC1E7D5,Passive 63 (Type 1),pasiva normal
4B83544C,4C54834B,Passive 63 (Type 2),pasiva normal
3C8464DA,DA64843C,Passive 64 (Type 1),pasiva normal
A58D3560,60358DA5,Passive 64 (Type 2),pasiva normal
D28A05F6,F6058AD2,Passive 65 (Type 1),pasiva normal
42351867,67183542,Passive 65 (Type 2),pasiva normal
353228F1,F1283235,Passive 66 (Type 1),pasiva normal
55F5A114,14A1F555,Passive 66 (Type 2),pasiva normal
BBFBC038,38C0FBBB,Passive 67,pasiva normal
CCFCF0AE,AEF0FCCC,Passive 68,pasiva normal
0CB6E497,97E4B60C,Passive 69 (Type 1),pasiva normal
7BB1D401,01D4B17B,Passive 69 (Type 2),pasiva normal
2C2919B0,B019292C,Passive 70,pasiva normal
5B2E2926,26292E5B,Passive 71,pasiva normal
E0BC6774,7467BCE0,Passive 72,pasiva normal
