# Extraido de la tabla de Cheat Engine de EasyGameCheatEngine para la
# version 7.1.1 del juego. Los identificadores se usan como datos; el
# credito es suyo. Los ids estan tal y como los muestra Cheat Engine.
id_ce,id_partida,nombre,clase
2CFC3E63,633EFC2C,Dragon Crash,supertecnica
0597D3F9,F9D39705,Dragon Tornado,supertecnica
B4B4D106,06D1B4B4,Dragon Cannon,supertecnica
E937AD43,43AD37E9,Dragon Slayer,supertecnica
BA221C40,401C22BA,Dragon's Tail,supertecnica
81FC5E34,345EFC81,Driving Header,supertecnica
ADAFE047,47E0AFAD,Dual Strike,supertecnica
E452F107,07F152E4,Dust Javelin,supertecnica
34256515,15652534,Dynamite Shot,supertecnica
4DDFEDE2,E2EDDF4D,Eagle Buster,supertecnica
0947A0E6,E6A04709,Eiffel Tower,supertecnica
F5638A87,878A63F5,Elemental Destroyer,supertecnica
0DCADC54,54DCCA0D,Emperor Penguin 7,supertecnica
6730D416,16D43067,Emperor Penguin No. 1,supertecnica
7DAF3139,3931AF7D,Emperor Penguin No. 2,supertecnica
BF6D0AC5,C50A6DBF,Emperor Penguin No. 3,supertecnica
D9477198,987147D9,Emperor Penguin X,supertecnica
F4A1E0B0,B0E0A1F4,Entropic Arrows,supertecnica
B4C3946A,6A94C3B4,Ephemeral Boost,supertecnica
19C3F43D,3DF4C319,Eternal Blizzard,supertecnica
3A3634AD,AD34363A,Excalibur,supertecnica
04D02530,3025D004,Executioner's Axe,supertecnica
05E09695,9596E005,Falcon Glide,supertecnica
C8760A18,180A76C8,Falling Planet,supertecnica
AE5C7145,45715CAE,Fangtasmagoria,supertecnica
C9B4602F,2F60B4C9,Final Death Zone,supertecnica
09C23C18,183CC209,Fire Blizzard (Blue),supertecnica
111B676E,6E671B11,Fire Blizzard (Red),supertecnica
A3CBF493,93F4CBA3,Fire Lemonade,supertecnica
37A1B17B,7BB1A137,Fire Rooster,supertecnica
518BCA26,26CA8B51,Fire Tornado,supertecnica
A897B3AE,AEB397A8,Fire Tornado A,supertecnica
910F4F83,834F0F91,Fire Tornado DD,supertecnica
9E2CAD9E,9EAD2C9E,Fire Tornado TC,supertecnica
87379CDF,DF9C3787,Fire Tornado TC,supertecnica
0B011EBF,BF1E010B,Fireball Screw,supertecnica
00D8C57C,7CC5D800,Fireball Storm,supertecnica
88147EC2,C27E1488,Fireball Storm (Summon),supertecnica
84B348B1,B148B384,Firebird Flight,supertecnica
05124F07,074F1205,Fission and Fusion,supertecnica
728CD324,24D38C72,Fizzy Fire Lemonade,supertecnica
CDCBC50F,0FC5CBCD,Flamberge,supertecnica
B813E775,75E713B8,Flaming Firebird,supertecnica
DEBC00D6,D600BCDE,Flash Dance,supertecnica
AC1ACF1C,1CCF1AAC,Flower Plower,supertecnica
3DCD45E3,E345CD3D,Flurry-Go-Round,supertecnica
3B732E27,272E733B,Flying Marlin,supertecnica
A2FB4736,3647FBA2,Flying Fish,supertecnica
F5915315,155391F5,Flying Colours,supertecnica
23AA7551,5175AA23,Force Flash,supertecnica
8B90AAAC,ACAA908B,Fortissimo,supertecnica
79224D8B,8B4D2279,Freeze Shot,supertecnica
D7A6F9B2,B2F9A6D7,Full Moon Fever,supertecnica
029E7B25,257B9E02,Gaia Break,supertecnica
FF0F7E1F,1F7E0FFF,Galactic GigaFall,supertecnica
7FE98F60,608FE97F,Ganymede Ray,supertecnica
FB8202AD,AD0282FB,Gaussian Goal,supertecnica
AB1367C0,C06713AB,Giant Beanstalk,supertecnica
9FEEC7A9,A9C7EE9F,Gigaton Head,supertecnica
A6763B84,843B76A6,Gladius Arch,supertecnica
1C8CE2B8,B8E28C1C,God Knows,supertecnica
7577A26A,6AA27775,God Break,supertecnica
DF7E6AE1,E16A7EDF,God Alone Knows,supertecnica
CF7FA2C4,C4A27FCF,Gold Rush,supertecnica
83BAE06D,6DE0BA83,Golden Gull,supertecnica
22F51786,8617F522,Goliger Assault,supertecnica
B18C82EF,EF828CB1,Gooma Inferno,supertecnica
94405906,06594094,Grand Fenrir,supertecnica
EAB3792D,2D79B3EA,Grand Fire,supertecnica
19B4B151,51B1B419,Great Blaster,supertecnica
35E70F22,220FE735,Grenade Shot,supertecnica
035C1112,12115C03,Gungnir,supertecnica
8C990270,7002998C,Gunshot,supertecnica
066442FB,FB426406,Gusher Crusher,supertecnica
011AAF4B,4BAF1A01,Gyro Head,supertecnica
7B64F3D2,D2F3647B,Hawk Shot,supertecnica
F6E75EE9,E95EE7F6,Headbanger,supertecnica
E5909B30,309B90E5,Heart's Desire,supertecnica
0AC37488,8874C30A,Heavenly Drive,supertecnica
0EBCD1A8,A8D1BC0E,Heavenly Tianlong,supertecnica
6D2989A1,A189296D,Heavenly Thunder,supertecnica
332CCDC9,C9CD2C33,Heel Kick,supertecnica
BDAE2862,6228AEBD,Hellfire,supertecnica
6A558852,5288556A,Hollow Blare,supertecnica
B501FE5D,5DFE01B5,Holy Roller,supertecnica
EC8A6254,54628AEC,Hot Head,supertecnica
B6852A33,332A85B6,I Am the Almighty,supertecnica
E724FCFB,FBFC24E7,Icicle Road,supertecnica
8EDD506A,6A50DD8E,Inazuma Break,supertecnica
63BDA8A4,A4A8BD63,Inazuma Drop,supertecnica
A28C025A,5A028CA2,Inazuma Break CG,supertecnica
B039ADB4,B4AD39B0,Inazuma Break,supertecnica
07D16DA0,A06DD107,Inazuma-1,supertecnica
AFE95E1E,1E5EE9AF,Inazuma-1 Drop,supertecnica
FECD1428,2814CDFE,Ixaal Canon,supertecnica
F3A8486C,6C48A8F3,Jet Stream,supertecnica
14D1ED15,15EDD114,Jumping Jack,supertecnica
9B916289,8962919B,Jurassic Jaws,supertecnica
D4222DDC,DC2D22D4,Kabuki Break,supertecnica
C4D13C6B,6B3CD1C4,Katana Kick,supertecnica
574008CD,CD084057,Kung Fu Fighting,supertecnica
A8E0F6C2,C2F6E0A8,Kung Fu Header,supertecnica
0F8C620D,0D628C0F,Lancelot Lunge,supertecnica
316A7390,90736A31,Land Dragon,supertecnica
24D674A2,A274D624,Last Resort,supertecnica
A34E686D,6D684EA3,Last Resort E,supertecnica
BA55592C,2C5955BA,Last Resort D,supertecnica
66F2BE21,21BEF266,Leaping Thunder,supertecnica
7E2BE557,57E52B7E,Legendary Wolf,supertecnica
09454CA5,A54C4509,Legendary Silver Wolf,supertecnica
CCFB76AA,AA76FBCC,Lion Assault,supertecnica
72514A74,744A5172,Low Drive,supertecnica
CD391C9D,9D1C39CD,Loyal Heart Shot,supertecnica
4442643B,3B644244,Luminous Orb,supertecnica
1EBD198D,8D19BD1E,Magic Amp,supertecnica
D5129E79,799E12D5,Magician's Box,supertecnica
85712286,86227185,Majestic Radiance,supertecnica
ADD8A52B,2BA5D8AD,Matchlock Bullet,supertecnica
8F1DD61E,1ED61D8F,Maximum Fire,supertecnica
E8F5C774,74C7F5E8,Megalodon,supertecnica
6C6C932B,2B936C6C,Megaton Head,supertecnica
AAD10DF7,F70DD1AA,Mermaid Splash,supertecnica
1D39CDE3,E3CD391D,Meteor Strike,supertecnica
627FC293,93C27F62,Meteor Attack,supertecnica
7601AF96,96AF0176,Meteor Blade A,supertecnica
65766A4F,4F6A7665,Meteor Blade,supertecnica
5F1FEB23,23EB1F5F,Meteoric Fire Tornado,supertecnica
105E7DE4,E47D5E10,Meteoric Fire Tornado V,supertecnica
121A2FFE,FE2F1A12,Mirage Shot,supertecnica
CEBDC8F3,F3C8BDCE,Mortal Smash,supertecnica
BC6C4255,55426CBC,Neo Galaxy,supertecnica
0422FCA2,A2FC2204,Ninja Toad,supertecnica
E0DF8DB5,B58DDFE0,No Future,supertecnica
CBF2DE76,76DEF2CB,Nocturne,supertecnica
5E5AF1A9,A9F15A5E,Northern Impact,supertecnica
8D5B6847,47685B8D,Odin Sword,supertecnica
433E65C8,C8653E43,Off-Balance Pisa Kick,supertecnica
1BF20F08,080FF21B,Omega Assault,supertecnica
5BE73EBE,BE3EE75B,One for All,supertecnica
928B9BED,ED9B8B92,Optimal Trajectory,supertecnica
E6144F5E,5E4F14E6,Orbital Drive,supertecnica
3E49918D,8D91493E,Orion's Shade,supertecnica
803E3403,03343E80,Overclock Spiral,supertecnica
A7B451B3,B351B4A7,Paladin Strike,supertecnica
B3CA3CB6,B63CCAB3,Parkour Power,supertecnica
B3BD79DA,DA79BDB3,Patriot Shot,supertecnica
C19E2AEE,EE2A9EC1,Pegasus Shot,supertecnica
FE3FCDBA,BACD3FFE,Pegasus Punch,supertecnica
09D84445,4544D809,Pelion Whip,supertecnica
16E01620,2016E016,Penguin Reckoning,supertecnica
91FD9611,1196FD91,Penguin Volley (Red),supertecnica
E197629E,9E6297E1,Penguin Volley (Green),supertecnica
16658ADE,DE8A6516,Perfect Penguin,supertecnica
0FFB2761,6127FB0F,Perseus Strike,supertecnica
AB6422AC,AC2264AB,Phantom Shot,supertecnica
828A53C8,C8538A82,Plasma Ball,supertecnica
9AA1D12C,2CD1A19A,Polar Bear No. 2,supertecnica
C7A73197,9731A7C7,Polar Pike,supertecnica
6B4A7B35,357B4A6B,Power Shot,supertecnica
0885CAD1,D1CA8508,Prime Legend,supertecnica
520F1E48,481E0F52,Psycho Shot,supertecnica
BB12AFE5,E5AF12BB,Rabbit Run,supertecnica
A3392D01,012D39A3,Rainbow Bubble Burst,supertecnica
AC6D8A70,708A6DAC,Rainbow Arc,supertecnica
98E76F75,756FE798,Rapid Fire,supertecnica
F26A225B,5B226AF2,RC Shot,supertecnica
B1FBC783,83C7FBB1,Reflect Buster,supertecnica
14A6A879,79A8A614,Regal Eagle,supertecnica
2A37FC88,88FC372A,Revolution V,supertecnica
A8656A3C,3C6A65A8,Roc and Roll,supertecnica
06130797,97071306,Rolling Kick,supertecnica
0F7EBB9F,9FBB7E0F,Royal Lancer,supertecnica
4604DA62,62DA0446,Royal Penguin Parade,supertecnica
0455B9CE,CEB95504,Run Ball Run,supertecnica
13D845C9,C945D813,Samba Strike,supertecnica
B04EE8D8,D8E84EB0,Scream of Eden,supertecnica
74B5C85D,5DC8B574,Security Shot,supertecnica
032B547E,7E542B03,Shadow Kick,supertecnica
59A180E7,E780A159,Shadow Swarm,supertecnica
9606E75F,5FE70696,Shadow Ray,supertecnica
96040B1C,1C0B0496,Shadow Empress,supertecnica
F72534DE,DE3425F7,Shadow Ray,supertecnica
69D15C3C,3C5CD169,Shark Shooter,supertecnica
F806D6C3,C3D606F8,Shell Burst,supertecnica
78E027BC,BC27E078,Shine Drive,supertecnica
BBE07677,7776E0BB,Sidewinder,supertecnica
A2E7777D,7D77E7A2,Silver Wolf Strike,supertecnica
105C91A7,A7915C10,Slingshot,supertecnica
49529150,50915249,Snake Shot,supertecnica
8F1F3A5D,5D3A1F8F,Sniper Shot,supertecnica
DE4ED944,44D94EDE,Snowstorm Leopard,supertecnica
9A5308BE,BE08539A,Solar Flare,supertecnica
B9D18D42,428DD1B9,Solar Flex,supertecnica
FA40689A,9A6840FA,Solar Nexus,supertecnica
22681F66,661F6822,Solution Boost,supertecnica
DF8CB373,73B38CDF,Sonic Shot,supertecnica
4683AADF,DFAA8346,Space Penguin,supertecnica
29B328E6,E628B329,Spectacle Crash,supertecnica
B0BC314A,4A31BCB0,Spin Meister,supertecnica
5049A011,11A04950,Spinning Shot,supertecnica
AAA6489B,9B48A6AA,Spiral Shot,supertecnica
00AF8010,1080AF00,Splitting Hares,supertecnica
5EDD8114,1481DD5E,Spring Thunderclap,supertecnica
07A628CC,CC28A607,Stargazer,supertecnica
40BAB1A6,A6B1BA40,Starstriker,supertecnica
4741C0E8,E8C04147,Steeple Shot,supertecnica
82788A5A,5A8A7882,Straight Counter,supertecnica
75F0D2D7,D7D2F075,Sunshine Splitter,supertecnica
70CA6D7D,7D6DCA70,Super Megaton Head,supertecnica
D16D3B59,593B6DD1,Supermassive Shot,supertecnica
90CD25B4,B425CD90,Supernatural Strike,supertecnica
6DAEF91C,1CF9AE6D,Supernova,supertecnica
C05C40D9,D9405CC0,Sweet Deal,supertecnica
3AB14410,1044B13A,Swirly Shot,supertecnica
53CD747F,7F74CD53,Tarzan Kick,supertecnica
4B142F09,092F144B,Teleport Shot,supertecnica
64B40078,7800B464,The Phoenix,supertecnica
8924CD67,67CD2489,The Detonator,supertecnica
95823331,31338295,The Tube,supertecnica
A4B51923,2319B5A4,The Typhoon,supertecnica
A955D999,99D955A9,The Earth:Infinity,supertecnica
A9229CF5,F59C22A9,The Galaxy,supertecnica
B576BB31,31BB76B5,The Earth,supertecnica
C3D894B7,B794D8C3,The Dawn,supertecnica
F1EEF635,35F6EEF1,The Hurricane,supertecnica
DB01CFC1,C1CF01DB,Thunder Beast,supertecnica
CC09AF38,38AF09CC,Thunderclaw,supertecnica
CA30B441,41B430CA,Thundertaker,supertecnica
232D05EC,EC052D23,Tiger Drive,supertecnica
F02C9C02,029C2CF0,Tiger Storm,supertecnica
42FC0FFF,FF0FFC42,Time Trance,supertecnica
2F78EA0D,0DEA782F,Triangle Z,supertecnica
B9A6C82E,2EC8A6B9,Triangle ZZ,supertecnica
B17E5B7D,7D5B7EB1,Trident Torpedo,supertecnica
3BF45E9A,9A5EF43B,Triple Boost,supertecnica
5A255489,8954255A,Triple G Strike,supertecnica
A2099EA4,A49E09A2,Triple Blizzard,supertecnica
C755E805,05E855C7,Triple Threat,supertecnica
B6F26F5F,5F6FF2B6,Tri-Pegasus,supertecnica
2BF596BF,BF96F52B,Tsunami Boost,supertecnica
D6649385,859364D6,Tusk Force,supertecnica
30A819A7,A719A830,Twin Boost F,supertecnica
4890FB67,67FB9048,Twin Boost,supertecnica
25141E95,951E1425,Twin Gallop,supertecnica
E35B59DB,DB595BE3,Twin Sun Smash,supertecnica
1CFBA7D4,D4A7FB1C,Twister Tornado,supertecnica
AF9E1B72,721B9EAF,Ultimate Eleven Assault,supertecnica
D8851BAF,AF1B85D8,Unicorn Boost,supertecnica
6CEBE396,96E3EB6C,Unify,supertecnica
ED480863,630848ED,Ursa Rager,supertecnica
3663DB4C,4CDB6336,Utter Gutsiness Bat,supertecnica
5506B694,94B60655,Utter Gutsiness Club,supertecnica
89CA24BE,BE24CA89,Vairaas Canon,supertecnica
99250542,42052599,Volcanic Lightning,supertecnica
B2085681,815608B2,Volcanic Rock,supertecnica
EFFC6FA8,A86FFCEF,Warhead,supertecnica
02E93E49,493EE902,Werewolf Howl,supertecnica
C21AFE80,80FE1AC2,Whirlwind Drop,supertecnica
89D614F5,F514D689,White Hurricane,supertecnica
834839FF,FF394883,White Breath,supertecnica
D12E6608,08662ED1,White Hurricane,supertecnica
15138722,22871315,Will-o'-the-Wisp Shot,supertecnica
D5E047EB,EB47E0D5,Wolf Strike,supertecnica
1ECA5CE1,E15CCA1E,Wrath Shot,supertecnica
5F989B9E,9E9B985F,Wyvern Crash,supertecnica
10D90D59,590DD910,Wyvern Blizzard,supertecnica
EB71131A,1A1371EB,X Blast,supertecnica
9349F1DA,DAF14993,Zephyr Shot,supertecnica
0E4E083A,3A084E0E,Zero Magnum,supertecnica
903FFC26,26FC3F90,Zigzag Zoom,supertecnica
4FE09C7A,7A9CE04F,Acrobatic Keep,supertecnica
592A96B4,B4962A59,Afterimage,supertecnica
C42D6F54,546F2DC4,Aikido,supertecnica
7ED7B668,68B6D77E,Air Cut,supertecnica
D9BB22A7,A722BBD9,Air Ride,supertecnica
245D62F1,F1625D24,Attack Scan,supertecnica
7D518E45,458E517D,Amp Beat,supertecnica
6E53E2B3,B3E2536E,Angel Ball,supertecnica
68982058,58209868,Armadillo Circus,supertecnica
7DD6FEF8,F8FED67D,Athena's Anthem,supertecnica
7D536206,0662537D,Atlas Sword,supertecnica
DCF43422,2234F4DC,Aurora Dribble,supertecnica
0163608A,8A606301,Back Slash,supertecnica
00A10ABD,BD0AA100,Ball Lightning,supertecnica
1162A8AF,AFA86211,Bewilder Blast,supertecnica
6B1CF436,36F41C6B,Bewildered,supertecnica
DBFD9CFE,FE9CFDDB,Big Ball Trick,supertecnica
74CC079C,9C07CC74,Big Fan,supertecnica
D163B1F4,F4B163D1,Black Briars,supertecnica
0F703132,3231700F,Black Magic,supertecnica
84385EE2,E25E3884,Black Tide Ride,supertecnica
C324C788,88C724C3,Blast Mine,supertecnica
5DA7EA06,06EAA75D,Boomerang Bluff,supertecnica
7207C577,77C50772,Boost Glider,supertecnica
3E2A2611,11262A3E,Brachias Radiance,supertecnica
3EC287DE,DE87C23E,Bubble Gum,supertecnica
E75D333A,3A335DE7,Bull Steam Ahead,supertecnica
D0A1DBC3,C3DBA1D0,Bungee Ball Burst,supertecnica
E196F1D1,D1F196E1,Burning Bomb,supertecnica
85FA34D5,D534FA85,Burning Claws,supertecnica
6C155CEA,EA5C156C,Card-Slap,supertecnica
17A96A44,446AA917,Clone Faker,supertecnica
128D09E6,E6098D12,Crimson Pegasus Charge,supertecnica
DA3FF6C9,C9F63FDA,Criss-Cross,supertecnica
49041E53,531E0449,Crosscut Feint,supertecnica
19BA3BFC,FC3BBA19,Dance on Air,supertecnica
09BBF3D9,D9F3BB09,Dark Whirlwind,supertecnica
3F00EDE9,E9ED003F,Dash Storm,supertecnica
73C5AF40,40AFC573,Dash Accelerator,supertecnica
01E41037,3710E401,Dazzling Carnival,supertecnica
2D68DB57,57DB682D,Deceptive Step,supertecnica
70417B2E,2E7B4170,Deceptor Dribble,supertecnica
F94FAAA7,A7AA4FF9,Decoy Deploy,supertecnica
9CE10594,9405E19C,Demon's Bolt,supertecnica
7F15DC5F,5FDC157F,Desert Drift,supertecnica
7748D3F2,F2D34877,Devil Ball,supertecnica
AD53B378,78B353AD,Diffusal Chord,supertecnica
8331F63E,3EF63183,Divine Dummy,supertecnica
132416F6,F6162413,Dog Run,supertecnica
FB0914FE,FE1409FB,Dohma Driller,supertecnica
0CF4E55C,5CE5F40C,Double Touch,supertecnica
39CB2F02,022FCB39,Dragster,supertecnica
15EFD41D,1DD4EF15,Dual Pass,supertecnica
62294D90,904D2962,Dust Kick,supertecnica
6F918884,8488916F,Easy Breezy,supertecnica
E0549BE6,E69B54E0,Easy Breezy Kid,supertecnica
47380F29,290F3847,Echo Ball,supertecnica
57BEB7B1,B1B7BE57,Endeavor Rush,supertecnica
C9BAEA82,82EABAC9,Eye of the Storm,supertecnica
00267A00,007A2600,Falcon Counter,supertecnica
06458894,94884506,Feint Dash,supertecnica
C16279D1,D17962C1,Field of Force,supertecnica
5FE1545F,5F54E15F,Flame Veil,supertecnica
B10794BC,BC9407B1,Flash Dash,supertecnica
3C843987,8739843C,Flurry Dash,supertecnica
B7CC5657,5756CCB7,Forked Edge,supertecnica
D262F964,64F962D2,Format Disk,supertecnica
142DBE2A,2ABE2D14,Foul Offence,supertecnica
71831119,19118371,Foul Offence 2,supertecnica
0A3F27B7,B7273F0A,Foul Offence 3,supertecnica
193D4B41,414B3D19,Frost Finesse,supertecnica
768AB9C5,C5B98A76,Frosticle,supertecnica
2B8C597E,7E598C2B,Fugue Wave,supertecnica
12E67CC1,C17CE612,Future Eye,supertecnica
427719AC,AC197742,Gale Dash,supertecnica
7C93E472,72E4937C,Ghoulish Glare,supertecnica
0BFD4D80,804DFD0B,Grand Slam,supertecnica
4EA586F0,F086A54E,Grand Glow,supertecnica
C93F767C,7C763FC9,Grizzly Smash,supertecnica
27311750,50173127,Gryphbang Smash,supertecnica
5739C70C,0CC73957,Guided Collide,supertecnica
7C910831,3108917C,Gusfii Bomb,supertecnica
2A4E3349,49334E2A,Heart Beat,supertecnica
0D368F6B,6B8F360D,Heaven's Time,supertecnica
501F2F12,122F1F50,Heel Flick,supertecnica
087999EE,EE997908,Heel Drop,supertecnica
20D01E43,431ED020,Hey Presto,supertecnica
C8FD1C4B,4B1CFDC8,Holograb,supertecnica
D3A09353,5393A0D3,Hoopsie-Daisy,supertecnica
567CDD86,86DD7C56,Hoopsie-Loop,supertecnica
9F65D1FA,FAD1659F,Horse Sprint,supertecnica
87BC8A8C,8C8ABC87,Hydro Flow,supertecnica
C87880B5,B58078C8,Hyperdrive,supertecnica
6ADE9E01,019EDE6A,Illusory Ball,supertecnica
5B6C28ED,ED286C5B,Invisible Fake,supertecnica
CB79C825,25C879CB,In-Line Stampede,supertecnica
E3D04F88,884FD0E3,Jackknife,supertecnica
D8794890,904879D8,Kangaroo Kick,supertecnica
C0A013E6,E613A0C0,Liar Shot,supertecnica
43B5739B,9B73B543,Lightning Bolt,supertecnica
C2E6ADBF,BFADE6C2,Log Roll,supertecnica
644ABF04,04BF4A64,Look! A Rice Ball,supertecnica
B4488239,398248B4,Look! UFO,supertecnica
660EED1E,1EED0E66,Low Scythe Slice,supertecnica
695A4A6F,6F4A5A69,Magic,supertecnica
9EA7BBCD,CDBBA79E,Magmire,supertecnica
AC91D94F,4FD991AC,Major Miner,supertecnica
FB0BF8BD,BDF80BFB,Marshal's Light,supertecnica
750E6DAB,AB6D0E75,Matador Feint,supertecnica
2B0B29C3,C3290B2B,Matrix Eye,supertecnica
CABBA212,12A2BBCA,Menacing Glare,supertecnica
3B8D915B,5B918D3B,Meteor Shower,supertecnica
4031A7F5,F5A73140,Mole Fake,supertecnica
DD365E15,155E36DD,Mole Shuffle,supertecnica
DEB28A7B,7B8AB2DE,Monkey Turn,supertecnica
BE3846EA,EA4638BE,Moon Bear Smash,supertecnica
261BDCA8,A8DC1B26,Moonsault,supertecnica
D1E62D0A,0A2DE6D1,Mushroom Hop,supertecnica
6588D533,33D58865,Niagara Falls,supertecnica
1F5EB9D5,D5B95E1F,Nutmeg,supertecnica
0C1C4493,93441C0C,Pamerio Cabriole,supertecnica
D024473D,3D4724D0,Peacock Radiance,supertecnica
32101882,82181032,Peaky Breezy,supertecnica
658A3970,70398A65,Pegasus Charge,supertecnica
33550208,08025533,Pegasus Bolt,supertecnica
4F67ECC7,C7EC674F,Phantasm Dribble,supertecnica
A72377AB,AB7723A7,Phoenichias Radiance,supertecnica
B60E3C60,603C0EB6,Plasma Cut,supertecnica
