# Nombres sacados de los ficheros del propio juego.
# id = los 4 bytes tal y como aparecen en la partida.
# Lo genera herramientas/construir_nombres_es.py.
id,categoria,nombre_es,nombre_en
F514D689,supertecnica,Ciclón blanco,White Hurricane
3A084E0E,supertecnica,Zero Magnum,Zero Magnum
7B395517,supertecnica,Estrella oscura,Dark Energy Star
05E855C7,supertecnica,Triple amenaza,Triple Threat
44D94EDE,supertecnica,Leopardo de la ventisca,Snowstorm Leopard
878A63F5,supertecnica,Furia de los elementos,Elemental Destroyer
C6BB78EC,supertecnica,Ceniza negra,Black Ash
012D39A3,supertecnica,Burbujas arcoíris,Rainbow Bubble Burst
401C22BA,supertecnica,Coletazo de dragón,Dragon's Tail
834F0F91,supertecnica,Tornado de fuego DD,Fire Tornado DD
C27E1488,supertecnica,Tormenta de fuego,Fireball Storm
0D628C0F,supertecnica,Estocada de Lancelot,Lancelot Lunge
4C539716,supertecnica,Movimientos armónicos,Atomic Harmonic
38AF09CC,supertecnica,Alas de halcón,Thunderclaw
799E12D5,supertecnica,Caja de sorpresas,Magician's Box
BACD3FFE,supertecnica,Golpe justiciero,Pegasus Punch
FBFC24E7,supertecnica,Lanza de carámbanos,Icicle Road
3C6A65A8,supertecnica,Asalto aéreo,Roc and Roll
7D5B7EB1,supertecnica,Torpedo tridente,Trident Torpedo
BE08539A,supertecnica,Llamarada solar,Solar Flare
31FC39EA,supertecnica,Estocada samurái,Bushin Blades
FF394883,supertecnica,Aliento blanco,White Breath
3025D004,supertecnica,Hacha del Azote negro,Executioner's Axe
7114CB1D,supertecnica,Caliburn,Caliburn
0FC5CBCD,supertecnica,Flamberge,Flamberge
4EF4D0D4,supertecnica,Carga al galope,Destrier Charge
8DA7FDFF,supertecnica,Jaque mate,Checkmate
CC96E6E6,supertecnica,Desolación eterna,Dark Reaver
0B00A7A9,supertecnica,Remate rebotado,Bouncing Bunny
4A31BCB0,supertecnica,Tiro rotativo,Spin Meister
8962919B,supertecnica,Chut prehistórico,Jurassic Jaws
C8538A82,supertecnica,Balón de plasma,Plasma Ball
074F1205,supertecnica,Disparo doble,Fission and Fusion
467E091C,supertecnica,Rizo de dragón,Dragon Drive
6E51AFD0,supertecnica,Onda chispeante,Asteride
2F60B4C9,supertecnica,Triángulo letal final,Final Death Zone
EC3399E2,supertecnica,Tormenta dimensional,Dimensional Deluge
AD0282FB,supertecnica,Tiro magnético,Gaussian Goal
6A94C3B4,supertecnica,Impulso efímero,Ephemeral Boost
2BA5D8AD,supertecnica,Tiro de arcabuz,Matchlock Bullet
E8F6F586,supertecnica,Flecha de Cupido,Cupid's Arrow
A9C7EE9F,supertecnica,Cabezazo gigatón,Gigaton Head
66DB7618,supertecnica,Golpe cataclismo,Disaster Strike
27EA6D01,supertecnica,Engranajes aceleradores,Accelerator Gears
593B6DD1,supertecnica,Tiro supermasivo,Supermassive Shot
180A76C8,supertecnica,Caída planetaria,Falling Planet
DB595BE3,supertecnica,Doble trallazo planetario,Twin Sun Smash
9A6840FA,supertecnica,Tormenta solar,Solar Nexus
5DFE01B5,supertecnica,Viento celestial,Holy Roller
1CCF1AAC,supertecnica,Polen devastador,Flower Plower
DF9C3787,supertecnica,Tornado de fuego DT,Fire Tornado TC
9EAD2C9E,supertecnica,Tornado de fuego DT,Fire Tornado TC
51B1B419,supertecnica,Gran explosión,Great Blaster
1080AF00,supertecnica,Superremate rebotado,Splitting Hares
00852BD3,supertecnica,Giro atómico,Atomic Spin
41B430CA,supertecnica,Tormenta eléctrica,Thundertaker
82E71DE1,supertecnica,Katana crisantemo,Chrysanthemum Katana
C3D606F8,supertecnica,Cañonazo de fragmentos,Shell Burst
044047B7,supertecnica,Tiro amasado,Dough Ray Me
45715CAE,supertecnica,Colmillo retorcido,Fangtasmagoria
86227185,supertecnica,Fulgor majestuoso,Majestic Radiance
C7136A9C,supertecnica,Corte Big Bang,Big Bang Slash
080FF21B,supertecnica,Ataque Omega,Omega Assault
493EE902,supertecnica,Aullido de licántropo,Werewolf Howl
37EFE9D2,supertecnica,Mordisco de vampiro,Bloodsucker Bite
76DEF2CB,supertecnica,Escena nocturna,Nocturne
B58DDFE0,supertecnica,Futuro negativo,No Future
F4BCC4F9,supertecnica,Doble hélice,Double Helix
332A85B6,supertecnica,Soy todopoderoso,I Am the Almighty
721B9EAF,supertecnica,Impulso del equipo definitivo,Ultimate Eleven Assault
B148B384,supertecnica,Vuelo de fénix,Firebird Flight
F079A89D,supertecnica,Golpe de Atenea,Athenian Assault
3F65301A,supertecnica,Prisión escarlata,Crimson Prison
7E542B03,supertecnica,Tiro sombrío,Shadow Kick
B2F9A6D7,supertecnica,Fiebre de luna llena,Full Moon Fever
F3C8BDCE,supertecnica,Asalto mortal,Mortal Smash
309B90E5,supertecnica,Ataque de corazón,Heart's Desire
71AA8BFC,supertecnica,Ataque de corazón,Heart's Desire
B63CCAB3,supertecnica,Taconazo parkour,Parkour Power
F70DD1AA,supertecnica,Choque de sirena,Mermaid Smash
345EFC81,supertecnica,Cabezazo catapulta,Driving Header
756FE798,supertecnica,Fuego rápido,Rapid Fire
BA737F1F,supertecnica,Chilena fulminante,Bicycle Slash
FB426406,supertecnica,Balón de petróleo,Gusher Crusher
859364D6,supertecnica,Tiro elefantino,Tusk Force
C4A27FCF,supertecnica,Fiebre del oro,Gold Rush
07F152E4,supertecnica,Misil arenoso,Dust Javelin
46C049FD,supertecnica,Tiro efervescente,Bubble Trouble
815608B2,supertecnica,Roca volcánica,Volcanic Rock
C06713AB,supertecnica,Habichuelas mágicas,Giant Beanstalk
03343E80,supertecnica,Bota propulsora,Overclock Spiral
42052599,supertecnica,Relámpago volcánico,Volcanic Lightning
8D19BD1E,supertecnica,Amplificador mágico,Magic Amp
CC28A607,supertecnica,Tormenta estelar,Stargazer
DC2D22D4,supertecnica,Golpe kabuki,Kabuki Break
9D1C39CD,supertecnica,Tiro del corazón real,Loyal Heart Shot
5E4F14E6,supertecnica,Remate orbital,Orbital Drive
1F7E0FFF,supertecnica,Caída galáctica,Galactic GigaFall
D8E84EB0,supertecnica,Grito del Edén,Scream of Eden
99D955A9,supertecnica,La Tierra: Infinito,The Earth: Infinity
5A8A7882,supertecnica,Contragolpe,Straight Counter
1BBB639B,supertecnica,Alba oscura,Black Dawn
D4A7FB1C,supertecnica,"¡Tormenta, tornado, huracán!",Twister Tornado
9596E005,supertecnica,Vuelo de halcón,Falcon Glide
03A6E772,supertecnica,Vuelo de águila calva,Bald Eagle Glide
EB47E0D5,supertecnica,Embate de lobo,Wolf Strike
7D77E7A2,supertecnica,Embate de lobo plateado,Silver Wolf Strike
C726EE3B,supertecnica,Embate de Dragnova,Dragnova Strike
AA76FBCC,supertecnica,Rugido de león,Lion Assault
3C46FCBB,supertecnica,Rugido de Doruga,Doruga Assault
8617F522,supertecnica,Rugido de Goliger,Goliger Assault
6925D6E7,supertecnica,Coletazo de Belion,Belion Whip
FF15D190,supertecnica,Coletazo de Begiran,Begiran Whip
4544D809,supertecnica,Coletazo de Pelion,Pelion Whip
2814CDFE,supertecnica,Cañonazo de Ixaal,Ixaal Canon
BE24CA89,supertecnica,Cañonazo de Vairaas,Vairaas Canon
EF828CB1,supertecnica,Averno de Guma,Gooma Inferno
AEB397A8,supertecnica,Tornado de fuego A,Fire Tornado A
6DE0BA83,supertecnica,Ave goleadora,Golden Gull
2CD1A19A,supertecnica,Oso polar n.º 2,Polar Bear No. 2
E3CD391D,supertecnica,Tiro meteórico,Meteor Strike
A2FC2204,supertecnica,Sapo ninja,Ninja Toad
D600BCDE,supertecnica,Ofensiva danzarina,Flash Dance
9731A7C7,supertecnica,Lanza polar,Polar Pike
54628AEC,supertecnica,Cabezazo fiero,Hot Head
155391F5,supertecnica,Victoria tricolor,Flying Colours
D2C5D0BA,supertecnica,Daruma de fuego,Daruma Boomer
93F4CBA3,supertecnica,Granizado de fuego,Fire Lemonade
50A7E688,supertecnica,Tiro centrífugo,Centrifugal Blast
1196FD91,supertecnica,Chilena de pingüino,Penguin Volley
9E6297E1,supertecnica,Chilena de pingüino,Penguin Volley
DE8A6516,supertecnica,Pingüino perfecto,Perfect Penguin
9FBB7E0F,supertecnica,Lancero real,Royal Lancer
E16A7EDF,supertecnica,Omnisabiduría divina,God Alone Knows
A05B65C6,supertecnica,Sierra celestial,Celestial Saw
630848ED,supertecnica,Remate cazaosos,Ursa Rager
223953F4,supertecnica,Frente frío,Cold Front
E5AF12BB,supertecnica,Liebre blanca,Rabbit Run
A49E09A2,supertecnica,Ventisca triple,Triple Blizzard
67CD2489,supertecnica,Detonador,The Detonator
26FC3F90,supertecnica,Remate en zigzag,Zigzag Zoom
E9E0A717,supertecnica,Combo cósmico,Cosmic Blaster
A8D1BC0E,supertecnica,Ímpetu de dragón,Heavenly Tianlong
0B361368,supertecnica,Rayo de diamantes,Diamond Ray
84C27918,supertecnica,Rayo de diamantes curvo,Arced Diamond Ray
8954255A,supertecnica,Tiro aéreo triple,Triple G Strike
C8653E43,supertecnica,Desequilibrio de Pisa,Off-Balance Pisa Kick
0FF37F0C,supertecnica,Chut vitral,Divine Drive
4EC26415,supertecnica,Llamada salvaje,Brawl of the Wild
8D91493E,supertecnica,Sombra de Orión,Orion's Shade
CCA05227,supertecnica,Tiro capoeira,Capoeira Kick
03BCCAA0,supertecnica,Bala de cañón,Cannonball
428DD1B9,supertecnica,Amanecer detonante,Solar Flex
3C5CD169,supertecnica,Tiburón abisal,Shark Shooter
7D6DCA70,supertecnica,Cabezazo supermegatón,Super Megaton Head
BE3EE75B,supertecnica,Uno para todos,One for All
FF0FFC42,supertecnica,Trance temporal,Time Trance
3899BD0D,supertecnica,Hoja diamantina,Diamond Cutter
79A8A614,supertecnica,Águila bicéfala,Regal Eagle
BAFB8B3F,supertecnica,Torbellino gemelo,Double-Trouble
FBCA9026,supertecnica,Samba letal,Beyond the Sambadrome
34D608A1,supertecnica,Triángulo letal triturador,Beyond the Death Zone
75E713B8,supertecnica,Pájaro ardiente,Flaming Firebird
65E2976B,supertecnica,Cornada de bisonte,Bull Rush
24D38C72,supertecnica,Granizado de fuego alto,Fizzy Fire Lemonade
E780A159,supertecnica,Campo umbrío,Shadow Swarm
A6B1BA40,supertecnica,Ruptura planetaria,Starstriker
6127FB0F,supertecnica,Orbe de Perseo,Perseus Strike
2016E016,supertecnica,Pingüinos de luz y sombra,Penguin Reckoning
E345CD3D,supertecnica,Tiro circense,Flurry-Go-Round
A274D624,supertecnica,Último recurso,Last Resort
2D80BC54,supertecnica,Último recurso,Last Resort
6D684EA3,supertecnica,Último recurso: Sigma,Last Resort Σ
2C5955BA,supertecnica,Último recurso: Dragón,Last Resort D
5288556A,supertecnica,Polvo de réquiem,Hollow Blare
13B94E73,supertecnica,Chut al rojo vivo,Bullseye Blaze
D0EA6358,supertecnica,Chut de luna llena,Crescent Kick
91DB7841,supertecnica,Pingüino emperador n.º 2 + Tiburón,Emperor Penguin No. 2 feat. Shark
564D390E,supertecnica,Águila implacable,Avenging Eagle
177C2217,supertecnica,Fisura celestial,Crack Shot
D42F0F3C,supertecnica,Lanza gélida,Icebreaker
951E1425,supertecnica,Auriga asolador,Twin Gallop
5A028CA2,supertecnica,Ruptura relámpago CG,Inazuma Break CG
1B3397BB,supertecnica,Flecha de hielo,Cold Snap
D79E1A6F,supertecnica,Fuego cruzado,Cross Fire
96AF0176,supertecnica,Cañón de meteoritos A,Meteor Blade A
1481DD5E,supertecnica,Trueno de primavera,Spring Thunderclap
D7D2F075,supertecnica,Espada solar,Sunshine Splitter
96E3EB6C,supertecnica,Unificar,Unify
5175AA23,supertecnica,Destello de fuerza,Force Flash
1044B13A,supertecnica,Tiro rotatorio,Swirly Shot
D3179C11,supertecnica,Tiro tramposo,Cheat Blaster
5D3A1F8F,supertecnica,Tiro de francotirador,Sniper Shot
1C0B0496,supertecnica,Emperatriz oscura,Shadow Empress
62DA0446,supertecnica,Desfile de pingüinos,Royal Penguin Parade
23EB1F5F,supertecnica,Tornado de fuego meteoro,Meteoric Fire Tornado
E0B83274,supertecnica,Remate Bahamut,Bahamut Crash
A189296D,supertecnica,Trueno celestial,Heavenly Thunder
661F6822,supertecnica,Impulso de resolución,Solution Boost
272E733B,supertecnica,Marlín volador,Flying Marlin
E47D5E10,supertecnica,Tornado de fuego meteoro V,Meteoric Fire Tornado V
A54C4509,supertecnica,Aullido de lobo argénteo,Legendary Silver Wolf
6A50DD8E,supertecnica,Ruptura relámpago,Inazuma Break
2B61C697,supertecnica,Tormenta de fuego,Fireball Storm
A495ACE7,supertecnica,Tormenta de fuego,Fireball Storm
3B644244,supertecnica,Impacto luminoso,Luminous Orb
124336FE,supertecnica,Tormenta de fuego,Fireball Storm
20B3E8C9,supertecnica,Tormenta de fuego,Fireball Storm
C93DA08C,supertecnica,Ventisca triple,Triple Blizzard
78F93074,supertecnica,Combo cósmico,Cosmic Blaster
A170143E,supertecnica,Triángulo letal triturador,Beyond the Death Zone
BBE00C04,supertecnica,Pingüino emperador n.º 2 + Tiburón,Emperor Penguin No. 2 feat. Shark
CB6FECCC,supertecnica,Lanza gélida,Icebreaker
860FA4BA,supertecnica,Tornado dragón,Dragon Tornado
3473992F,supertecnica,Supertrampolín relámpago,Inazuma-1 Drop
F01EF55B,supertecnica,Remate combinado F,Twin Boost F
F5D603ED,supertecnica,Ventisca guiverno,Wyvern Blizzard
2189A5D9,supertecnica,Tornado doble,Double Tornado
74C55327,supertecnica,Tornado de fuego DT,Fire Tornado TC
97D78FD7,supertecnica,Remate caótico,Chaos Break
F43CE2C0,supertecnica,Tornado de fuego DD,Fire Tornado DD
54C9A24F,supertecnica,Triple amenaza,Triple Threat
8CAA6728,supertecnica,Tormenta del tigre,Tiger Storm
29793BE3,supertecnica,Huracán,The Hurricane
85B709D7,supertecnica,Chut de 200 toques,Double Wrath Shot
76DB1A05,supertecnica,Trueno de primavera,Spring Thunderclap
D90F6ACC,supertecnica,Oso polar n.º 2,Polar Bear No. 2
69C8E003,supertecnica,Frente frío,Cold Front
28847536,supertecnica,Combo cósmico,Cosmic Blaster
C1CA2F5E,supertecnica,Triángulo letal final,Final Death Zone
40A40AFD,supertecnica,Ruptura relámpago,Inazuma Break
327EB79D,supertecnica,Aullido de lobo,Legendary Wolf
EB197925,supertecnica,Pingüino emperador n.º 3,Emperor Penguin No. 3
FF0EB516,supertecnica,Torbellino de fuego,Fireball Screw
F332D645,supertecnica,Chut prehistórico,Jurassic Jaws
38DB740F,supertecnica,Pentagrama,Fortissimo
E94C248D,supertecnica,Aguijón letal,Doom Dive Drive
96A9E089,supertecnica,Ciclón blanco,White Hurricane
F3DC3CB7,supertecnica,Ceniza negra,Black Ash
C62AF129,supertecnica,Impulso efímero,Ephemeral Boost
1650516E,supertecnica,Cabezazo gigatón,Gigaton Head
BD04D9AC,supertecnica,Tormenta eléctrica,Thundertaker
6D7E79EB,supertecnica,Katana crisantemo,Chrysanthemum Katana
7DA25959,supertecnica,Colmillo retorcido,Fangtasmagoria
685865AF,supertecnica,Soy todopoderoso,I Am the Almighty
23A69CF0,supertecnica,Triple amenaza,Triple Threat
C112A44F,supertecnica,Tiro rotatorio,Swirly Shot
E6CFFB5B,supertecnica,Llamarada atómica,Atomic Flare
62145D27,supertecnica,Gran explosión,Great Blaster
A35F2D17,supertecnica,Tiro supermasivo,Supermassive Shot
446AA917,supertecnica,Regate múltiple,Clone Faker
8739843C,supertecnica,Entrada huracán,Flurry Dash
C6089F25,supertecnica,Torbellino dragón,Whirlwind Twister
019EDE6A,supertecnica,Espejismo de balón,Illusory Ball
40AFC573,supertecnica,Acelerón,Dash Accelerator
83FCE858,supertecnica,Rueda infernal,Rolling Hell
C2CDF341,supertecnica,Entrada de llamas,Scorching Tackle
0DD16BC6,supertecnica,Zigzag chispeante,Zigzag Spark
4CE070DF,supertecnica,Equilibrismo,Rodeo Clown
3231700F,supertecnica,Maldición,Black Magic
73006B16,supertecnica,Superarmadillo,Super Armadillo
B053463D,supertecnica,Niebla venenosa,Poison Fog
F1625D24,supertecnica,Escáner ataque,Attack Scan
36F41C6B,supertecnica,Confusión,Bewildered
77C50772,supertecnica,Remate planeador,Boost Glider
B4962A59,supertecnica,Imagen residual,Afterimage
F5A73140,supertecnica,Regate topo,Mole Fake
3ABBA9C7,supertecnica,Remolino cortante,Whirlwind Cut
7B8AB2DE,supertecnica,Giro de mono,Monkey Turn
6B8F360D,supertecnica,Hora celestial,Heaven's Time
2ABE2D14,supertecnica,Coz,Foul Offence
E9ED003F,supertecnica,Entrada tormentosa,Dash Storm
A8DC1B26,supertecnica,Salto lunar,Moonsault
6F4A5A69,supertecnica,Truco de magia,Magic
2E7B4170,supertecnica,Regate espejismo,Deceptor Dribble
ED286C5B,supertecnica,Descodificación,Invisible Fake
AC197742,supertecnica,Avance flamígero,Gale Dash
6305EFC5,supertecnica,Carrera a 3 piernas,Three-Legged Rush
2234F4DC,supertecnica,Regate aurora,Aurora Dribble
5CE5F40C,supertecnica,Pared solitaria,Double Touch
1DD4EF15,supertecnica,Tuya-mía doble,Dual Pass
DE87C23E,supertecnica,Pompa de chicle,Bubble Gum
9FB6D927,supertecnica,Prima donna,Prima Donna
58209868,supertecnica,Armadillo circense,Armadillo Circus
19118371,supertecnica,Coz 2,Foul Offence 2
DA42AE5A,supertecnica,Esprint triple,Triple Dash
9B73B543,supertecnica,Acelerrelámpago,Lightning Bolt
546F2DC4,supertecnica,Aikido,Aikido
155E36DD,supertecnica,Sorteo de balón,Mole Shuffle
D9F3BB09,supertecnica,Tornado venenoso,Dark Whirlwind
98C2A010,supertecnica,Teleportación,Warp Drive
5B918D3B,supertecnica,Lluvia de meteoros,Meteor Shower
1AA09622,supertecnica,Cruz del Sur,Southern Cross
DD36D76D,supertecnica,Regate rítmico,Ribbon Shower
9C07CC74,supertecnica,Paipay gigante,Big Fan
5F54E15F,supertecnica,Pantalla ígnea,Flame Veil
1E65FA46,supertecnica,Pantalla acuática,Water Veil
D17962C1,supertecnica,Campo de fuerza,Field of Force
