# De donde sale cada supertecnica y si se le puede dar a un jugador (NOTAS O-171).
# Lo genera herramientas/construir_tecnicas_origen.py.
id,nombre,origen,obtenible
93C27F62,Ataque meteorito,personaje,si
080FF21B,Ataque Omega,personaje,si
8F10B7B5,Ataque sombrío,personaje,si
493EE902,Aullido de licántropo,personaje,si
57E52B7E,Aullido de lobo,personaje,si
327EB79D,Aullido de lobo,kenshin,no
A54C4509,Aullido de lobo argénteo,personaje,si
951E1425,Auriga asolador,personaje,si
603C0EB6,Avance chispeante,personaje,si
AC197742,Avance flamígero,personaje,si
6DE0BA83,Ave goleadora,personaje,si
EF828CB1,Averno de Guma,kenshin,no
5B32677A,Baile de llamas,personaje,si
A3DCC454,Baile de mariposas,personaje,si
03BCCAA0,Bala de cañón,personaje,si
B3E2536E,Balón angelical,personaje,si
FB426406,Balón de petróleo,personaje,si
C8538A82,Balón de plasma,personaje,si
F2D34877,Balón diabólico,personaje,si
F6162413,Balón galgo,personaje,si
A9F15A5E,Balón iceberg,personaje,si
CEB95504,Balón rodante,personaje,si
F260AFBE,Banana shot,personaje,si
66F3EFDE,Baraja fugaz,tienda,si
8EA50F65,Barrena voladora,personaje,si
645A8893,Barreno de fuego,personaje,si
DFB4AE41,Barrera de cristal,personaje,si
D3FB1BED,Barrera de Gaia,personaje,si
44C94356,Barrido defensivo,personaje,si
4CDB6336,Bateo total,personaje,si
C1CF01DB,Bestia del trueno,personaje,si
F6A5C3DA,Big Bang,personaje,si
3FC55DFC,Bimano celestial,personaje,si
491670C4,Bloque de hielo,personaje,si
53B8BEB2,Bloqueo ballena,personaje,si
4E6209F3,Bloqueo doble,personaje,si
6542FA8D,Bloqueo firme,personaje,si
4B1CFDC8,Bloqueo holográfico,personaje,si
F2F85616,Bloqueo telequinético,personaje,si
A3CCC9DC,Bobina eléctrica,personaje,si
C0C77E4D,Boca de la verdad,personaje,si
884FD0E3,Bofetón látigo,personaje,si
3A80BA2E,Bola de fango,personaje,si
C9DD21BB,Bola de hojas,personaje,si
CE21ACAC,Bola falsa,personaje,si
D1F196E1,Bolea ígnea,personaje,si
8C395B4E,Bomba acrobática,personaje,si
2A0DCADD,Bomba saltarina,personaje,si
3108917C,Bombas de Gusfi,kenshin,no
5C461E4D,Bombazo,personaje,si
03343E80,Bota propulsora,tienda,si
F368D028,Brazo de diamante,tienda,si
6D40D765,Brazo extensible,personaje,si
82181032,Brisa de la cúspide,personaje,si
8488916F,Brisa deslizante,personaje,si
E69B54E0,Brisa encabritada,personaje,si
5EEF7900,Burbuja pegajosa,personaje,si
012D39A3,Burbujas arcoíris,personaje,si
CEA9588C,Búnker,personaje,si
E95EE7F6,Cabezazo bazuca,personaje,si
345EFC81,Cabezazo catapulta,personaje,si
A86FFCEF,Cabezazo cohete,personaje,si
54628AEC,Cabezazo fiero,ninguna,no
A9C7EE9F,Cabezazo gigatón,personaje,si
1650516E,Cabezazo gigatón,kenshin,no
C2F6E0A8,Cabezazo kung-fu,personaje,si
2B936C6C,Cabezazo megatón,personaje,si
CA6C34E8,Cabezazo moái,personaje,si
7D6DCA70,Cabezazo supermegatón,tienda,si
5D5E6C53,Cabezazo volcánico,personaje,si
4BAF1A01,Cabezazo yoyó,personaje,si
FB6AFDC0,Cabezonería,tienda,si
799E12D5,Caja de sorpresas,kenshin,no
7114CB1D,Caliburn,kenshin,no
D17962C1,Campo de fuerza,personaje,si
17DC4FF1,Campo de fuerza,personaje,si
906367B9,Campo minado,personaje,si
2D69BE62,Campo torbellino,personaje,si
E780A159,Campo umbrío,personaje,si
767E9F2D,Captura excelente,personaje,si
4EF4D0D4,Carga al galope,kenshin,no
3B0E1117,Carga de elefantes,personaje,si
90EEC323,Carga de hombro,personaje,si
70398A65,Carga de pegaso,kenshin,no
E6098D12,Carga de pegaso rojo,kenshin,no
B58078C8,Carga hipersónica,kenshin,no
9CB42BBD,Carga negativa,personaje,si
3710E401,Carnaval centelleante,kenshin,no
6305EFC5,Carrera a 3 piernas,personaje,si
B1B7BE57,Carrera afanosa,personaje,si
7776E0BB,Cascabel,personaje,si
33D58865,Cataratas del Niágara,personaje,si
028C2178,Caída a los infiernos,personaje,si
1F7E0FFF,Caída galáctica,personaje,si
180A76C8,Caída planetaria,personaje,si
002B66BA,Caída prehistórica,personaje,si
2E8150A9,Caída prehistórica,kenshin,no
D5B95E1F,Caño,personaje,si
7002998C,Cañonazo,personaje,si
C3D606F8,Cañonazo de fragmentos,personaje,si
2814CDFE,Cañonazo de Ixaal,kenshin,no
BE24CA89,Cañonazo de Vairaas,kenshin,no
DD8530A4,Cañón celestial,personaje,si
31338295,Cañón de agua,personaje,si
4F6A7665,Cañón de meteoritos,personaje,si
96AF0176,Cañón de meteoritos A,tienda,si
06D1B4B4,Cañón dragón,personaje,si
1A1371EB,Cañón X,personaje,si
C6BB78EC,Ceniza negra,personaje,si
F3DC3CB7,Ceniza negra,kenshin,no
9C22F29A,Centro de gravedad,personaje,si
1196FD91,Chilena de pingüino,personaje,si
9E6297E1,Chilena de pingüino,tienda,si
BA737F1F,Chilena fulminante,personaje,si
F70DD1AA,Choque de sirena,personaje,si
0CC73957,Choque directo,personaje,si
8C8ABC87,Chorro rebotante,personaje,si
13B94E73,Chut al rojo vivo,personaje,si
6B3CD1C4,Chut ancestral,personaje,si
8B4D2279,Chut congelante,personaje,si
E15CCA1E,Chut de 100 toques,personaje,si
5320471A,Chut de 200 toques,personaje,si
85B709D7,Chut de 200 toques,override,no
D0EA6358,Chut de luna llena,tienda,si
220FE735,Chut granada,personaje,si
8962919B,Chut prehistórico,personaje,si
F332D645,Chut prehistórico,kenshin,no
0FF37F0C,Chut vitral,personaje,si
013D342B,Ciclón,personaje,si
F514D689,Ciclón blanco,personaje,si
96A9E089,Ciclón blanco,kenshin,no
08662ED1,Ciclón blanco,ninguna,no
D6AEF1B7,Ciclón doble,personaje,si
3FCDF5B7,Ciclón doble,override,no
7EF446E5,Ciclón humano,personaje,si
72BBF349,Ciclón oscuro,personaje,si
98614A51,Cinto astral,personaje,si
0A8E0C90,Clave de sol,personaje,si
C51A6037,Coleccionista de cartas,personaje,si
FF15D190,Coletazo de Begiran,kenshin,no
6925D6E7,Coletazo de Belion,kenshin,no
401C22BA,Coletazo de dragón,personaje,si
4544D809,Coletazo de Pelion,kenshin,no
18AA1B2E,Colmillo de cocodrilo,tienda,si
4AA76597,Colmillo de pantera,personaje,si
45715CAE,Colmillo retorcido,personaje,si
7DA25959,Colmillo retorcido,kenshin,no
A25C4FE2,Colmillo salvaje,personaje,si
E9E0A717,Combo cósmico,ninguna,no
78F93074,Combo cósmico,override,no
28847536,Combo cósmico,override,no
8A455DEF,Combustión,personaje,si
D1CA8508,Cometa legendario,personaje,si
5111D9FF,Cometiros,tienda,si
36F41C6B,Confusión,personaje,si
0CE207B9,Constelación estelar,personaje,si
5A8A7882,Contragolpe,personaje,si
007A2600,Contragolpe de halcón,personaje,si
28B4A018,Contragolpe férreo,ninguna,no
65E2976B,Cornada de bisonte,personaje,si
BC37EDF0,Cornada de búfalo,kenshin,no
9056E31E,Cornada de Dandor,kenshin,no
2A07EA87,Cornada de Gandoran,kenshin,no
98E79EFE,Corona de fuego,kenshin,no
E25E3884,Corriente negra,personaje,si
9E74ADDD,Corriente negra,kenshin,no
3657F62A,Corro de la patata,personaje,si
55D20D45,Corro de la patata,override,no
1289A5AB,Cortafuegos,personaje,si
C7136A9C,Corte Big Bang,tienda,si
F0D9C57B,Corte de arena,personaje,si
29ACD206,Corte diabólico,personaje,si
32929A4E,Corte giratorio,personaje,si
9BD05F02,Corte volcánico,personaje,si
BA5BE6D9,Cortina aurora,personaje,si
2ABE2D14,Coz,personaje,si
19118371,Coz 2,tienda,si
B7273F0A,Coz 3,personaje,si
20A07D68,Coz 3,override,no
EF22E157,Craterclismo,personaje,si
C9F63FDA,Cruce explosivo,personaje,si
1AA09622,Cruz del Sur,personaje,si
6DC82345,Cuchilla asesina,personaje,si
843B76A6,Círculo de espadas,personaje,si
C5B98A76,Círculo de hielo,personaje,si
414B3D19,Círculo elegante,personaje,si
5BB4B3D5,Cúpula carmesí,kenshin,no
290F3847,Cúpula sónica,personaje,si
1A85A8CC,Dados de la suerte,kenshin,no
CD184DDF,Danza de plumas,kenshin,no
2DCA5423,Danza del viento,personaje,si
1C6F774A,Dardo acuático,personaje,si
D2C5D0BA,Daruma de fuego,personaje,si
C7B3077A,Defensa de muñecos,kenshin,no
ED8B861A,Defensa múltiple,personaje,si
3FCB7D73,Defensa propulsada,personaje,si
84A38F0E,Defensa radial,personaje,si
1B93FA5D,Defensa triple,personaje,si
EA8B8179,Deflectores divinos,personaje,si
5FDC157F,Deriva desértica,personaje,si
86821C63,Descarga de colores,kenshin,no
EA5C156C,Descarte,tienda,si
9F053EEE,Descenso estelar,personaje,si
ED286C5B,Descodificación,personaje,si
C8653E43,Desequilibrio de Pisa,personaje,si
62DA0446,Desfile de pingüinos,personaje,si
D48F62DA,Deslizamiento,personaje,si
CC96E6E6,Desolación eterna,kenshin,no
ADA2EF1D,Despegue espacial,personaje,si
5AA2E144,Despeje a presión,personaje,si
618796E9,Despeje cohete,personaje,si
D04A0EBE,Despeje de fuego,personaje,si
681B1DB0,Despeje de fuerza,personaje,si
A9678379,Despeje de Gorius,kenshin,no
E720CCBF,Despeje de leñador,personaje,si
860FB8F9,Despeje de puño,personaje,si
D9D685E7,Despeje demoníaco,kenshin,no
D8482356,Despeje diamantino,tienda,si
3CFCBC8F,Despeje explosivo,personaje,si
00254635,Despeje medialuna,personaje,si
08AF9FFD,Despeje retorcido,personaje,si
DF3C5A61,Despeje virtual,personaje,si
A7AA4FF9,Despliegue de señuelos,personaje,si
5175AA23,Destello de fuerza,personaje,si
0B967E8E,Destrozataladros,personaje,si
67CD2489,Detonador,personaje,si
74D7F860,Dientes de roca,personaje,si
90FB9E11,Diluvio letal,personaje,si
9DBC542B,Dimensión Kamakura,ninguna,no
36887215,Dimensión Kamakura,override,no
83C7FBB1,Disparo con rebotes,personaje,si
644A851B,Disparo cósmico,personaje,si
074F1205,Disparo doble,personaje,si
97071306,Disparo rodante,personaje,si
6AA27775,Disparo sagrado,personaje,si
EAEFF2A5,Disparo valiente,personaje,si
F4BCC4F9,Doble hélice,personaje,si
DB595BE3,Doble trallazo planetario,personaje,si
7766ED33,Doppelgänger,personaje,si
B9CFCD64,Dragón ascendente,personaje,si
90736A31,Dragón terrestre,personaje,si
A7F52FCC,Duna gravitacional,personaje,si
DE24287F,Dúo magma,personaje,si
FC04A925,Eco de Dalfonus,kenshin,no
6A34AE52,Eco de Delfinus,kenshin,no
4F7A7BED,Ecuación defensiva,personaje,si
F0254F0F,El fuerte,personaje,si
879A6E7D,El muro,personaje,si
146D5AA2,El olvido,personaje,si
C726EE3B,Embate de Dragnova,kenshin,no
EB47E0D5,Embate de lobo,kenshin,no
7D77E7A2,Embate de lobo plateado,kenshin,no
B0F0AC7C,Embestida,personaje,si
3A335DE7,Embestida bufalina,tienda,si
64D27CB3,Emboscada,personaje,si
1A037C63,Emboscada defensiva,personaje,si
1C0B0496,Emperatriz oscura,kenshin,no
AB6D0E75,Engaño torero,personaje,si
31238F1D,Engaño yoyó,personaje,si
27EA6D01,Engranajes aceleradores,personaje,si
11AA690A,Ensueño: El muro,ninguna,no
C4183FFB,Ensueño: Mano celestial,ninguna,no
F50EFB5B,Ensueño: Remate dragón,ninguna,no
904D2962,Entrada cegadora,personaje,si
3E55DBC2,Entrada de búho,kenshin,no
A865DCB5,Entrada de búho encornado,kenshin,no
C2CDF341,Entrada de llamas,personaje,si
480E02DA,Entrada deslumbrante,ninguna,no
8739843C,Entrada huracán,personaje,si
BC9407B1,Entrada relampagueante,personaje,si
F270A236,Entrada rodante,personaje,si
E9ED003F,Entrada tormentosa,personaje,si
4CE070DF,Equilibrismo,personaje,si
76DEF2CB,Escena nocturna,personaje,si
ABCEE434,Escudo bárbaro,personaje,si
1201518B,Escudo caparazón,kenshin,no
D9505148,Escudo corporal,personaje,si
917B15A7,Escudo de fuerza,personaje,si
A611D7A6,Escudo de fuerza total,personaje,si
274A00E7,Escudo de Gigiras,kenshin,no
B17A0790,Escudo de Grimron,kenshin,no
1E40C4A8,Escudo guardián,kenshin,no
2C71CC7C,Escudo lunar,personaje,si
75477E5E,Escudo protector,personaje,si
259719FE,Escudo real,personaje,si
C4021229,Escudo sombrío,personaje,si
95368DE3,Escudo tricerátops,personaje,si
F1625D24,Escáner ataque,personaje,si
F504DB01,Escáner defensa,personaje,si
BD0AA100,Esferas luminosas,personaje,si
CF37FE3D,Espacio oscuro,kenshin,no
0662537D,Espada de Atlas,personaje,si
47685B8D,Espada de Odín,personaje,si
E054B588,Espada defensora,personaje,si
A36F239D,Espada real,personaje,si
2E5DCDE0,Espada real,kenshin,no
D7D2F075,Espada solar,personaje,si
1667D7AE,Espada sombría,kenshin,no
F85D3C3C,Espectro oscuro,tienda,si
019EDE6A,Espejismo de balón,personaje,si
E954C7AC,Espejismo de Flami,kenshin,no
7F64C0DB,Espejismo de zorro,kenshin,no
8C2956C6,Espinas insidiosas,kenshin,no
56ED54E8,Espiral de distorsión,personaje,si
DA42AE5A,Esprint triple,personaje,si
33C4F0B7,Esprint triple,override,no
7E669F17,Estallido de Kosfi,kenshin,no
E8569860,Estallido de Mosfi,kenshin,no
25C879CB,Estampida en línea,personaje,si
D1527CA0,Estandarte de valquiria,kenshin,no
35E6E379,Estela ígnea,personaje,si
0D628C0F,Estocada de Lancelot,kenshin,no
31FC39EA,Estocada samurái,kenshin,no
A709A5B8,Estrella de roca,personaje,si
6B2CDC4C,Estrella fugaz,personaje,si
7B395517,Estrella oscura,personaje,si
2DEF6ACD,Estrella reflectante,personaje,si
AD34363A,Excalibur,personaje,si
4FD991AC,Excavación,personaje,si
2152759A,Extramundo,personaje,si
B2F9A6D7,Fiebre de luna llena,kenshin,no
C4A27FCF,Fiebre del oro,personaje,si
EA770B0D,Fiesta floral,personaje,si
06EAA75D,Finta bumerán,personaje,si
531E0449,Finta de pie,personaje,si
177C2217,Fisura celestial,personaje,si
0FC5CBCD,Flamberge,kenshin,no
E1C433B6,Flash de fotones,personaje,si
E8F6F586,Flecha de Cupido,personaje,si
1B3397BB,Flecha de hielo,personaje,si
53304A92,Flecha del alba,kenshin,no
FD16FB61,Flecha divina,personaje,si
73A38157,Flecha huracán,personaje,si
3DE4CE91,Formación defensiva,personaje,si
64F962D2,Formateo de disco,personaje,si
33766224,Fortaleza desesperada,kenshin,no
AB461014,Fortaleza nocturna,personaje,si
093F19C3,Frankendefensa,personaje,si
223953F4,Frente frío,personaje,si
69C8E003,Frente frío,override,no
2F560008,Fuego cruzado,tienda,si
D79E1A6F,Fuego cruzado,personaje,si
756FE798,Fuego rápido,personaje,si
1ED61D8F,Fuego supremo,personaje,si
2D79B3EA,Fuego total,personaje,si
4B37E3A9,Fuerza centrífuga,personaje,si
11262A3E,Fulgor de Brakias,kenshin,no
AB7723A7,Fulgor de Fenikias,kenshin,no
3D4724D0,Fulgor de pavo real,kenshin,no
F96070CC,Fulgor fugaz,personaje,si
86227185,Fulgor majestuoso,tienda,si
D9405CC0,Full goleador,tienda,si
878A63F5,Furia de los elementos,personaje,si
B58DDFE0,Futuro negativo,personaje,si
7800B464,Fénix,personaje,si
DB6FEF22,Fénix oscuro,personaje,si
B5D13872,Fórmula matemática,personaje,si
FAD1659F,Galope de caballo,kenshin,no
6CE162E8,Galope de Univolt,kenshin,no
D167F807,Garra de Giorom,kenshin,no
6B36F19E,Garra de Kúlupe,kenshin,no
FD06F6E9,Garra de tejón,kenshin,no
A2D4BBC2,Garra salvaje,tienda,si
D534FA85,Garras llameantes,kenshin,no
00852BD3,Giro atómico,personaje,si
05F8584F,Giro bobina,personaje,si
7B8AB2DE,Giro de mono,personaje,si
B52DB206,Giroparada,personaje,si
94B60655,Golf total,personaje,si
599B0037,Golpe abrasador,personaje,si
66DB7618,Golpe cataclismo,personaje,si
F079A89D,Golpe de Atenea,kenshin,no
C945D813,Golpe de samba,personaje,si
70129404,Golpe de vacío,personaje,si
BACD3FFE,Golpe justiciero,kenshin,no
DC2D22D4,Golpe kabuki,personaje,si
8AC38940,Golpe titánico,kenshin,no
3F4DA9DC,Golpes de luz,personaje,si
60636E83,Gota de la quietud,tienda,si
E20158B1,Gracia glacial,personaje,si
74315FC6,Gracia glacial,ninguna,no
B1602A42,Gran barrera de coral,personaje,si
BB4394C7,Gran catarata,personaje,si
51B1B419,Gran explosión,personaje,si
62145D27,Gran explosión,kenshin,no
06594094,Gran lobo,personaje,si
5FF70B1E,Gran sabio,personaje,si
EAFFFF2D,Gran seísmo,personaje,si
2319B5A4,Gran tifón,personaje,si
06494D1C,Gran torbellino,personaje,si
0A9E0118,Granada doble,personaje,si
93F4CBA3,Granizado de fuego,personaje,si
24D38C72,Granizado de fuego alto,personaje,si
6FE9B028,Gravedad grave,personaje,si
9F153366,Gravitación,personaje,si
D8E84EB0,Grito del Edén,personaje,si
256B938A,Grumo pegapasta,personaje,si
7A9CE04F,Guardia acrobática,personaje,si
230798A3,Guardia del coliseo,personaje,si
DD1DC90C,Guardia sombría,kenshin,no
81F66554,Guillotina solar,personaje,si
04E02A51,Géiser gigante,kenshin,no
C06713AB,Habichuelas mágicas,tienda,si
3025D004,Hacha del Azote negro,kenshin,no
9979384F,Halo solar,personaje,si
F8FED67D,Himno de Atenea,personaje,si
3899BD0D,Hoja diamantina,personaje,si
2CF9385C,Hojarasca,personaje,si
6B8F360D,Hora celestial,personaje,si
FE1409FB,Horadador de Dohma,kenshin,no
68240E8C,Horadador de Zooma,kenshin,no
68B6D77E,Hoz de remolino,kenshin,no
35F6EEF1,Huracán,personaje,si
29793BE3,Huracán,override,no
8F984395,Huracán múltiple,personaje,si
AFA86211,Ignición,personaje,si
E2FDD2C5,Ilusión deslumbrante,personaje,si
93905818,Ilusión deslumbrante,kenshin,no
B4962A59,Imagen residual,personaje,si
3B644244,Impacto luminoso,kenshin,no
661F6822,Impulso de resolución,personaje,si
721B9EAF,Impulso del equipo definitivo,personaje,si
6A94C3B4,Impulso efímero,personaje,si
C62AF129,Impulso efímero,kenshin,no
A4A8BD63,Inazuma Drop,personaje,si
35450938,Inmersión,personaje,si
8DA7FDFF,Jaque mate,kenshin,no
B341B92F,Jaula de piedra,personaje,si
B8F28194,Jaula gravitatoria,personaje,si
0E4B60F4,Juego de piernas,personaje,si
16499975,Jugarreta,personaje,si
21AEFFEE,Jungla profunda,personaje,si
82E71DE1,Katana crisantemo,personaje,si
6D7E79EB,Katana crisantemo,kenshin,no
B794D8C3,La aurora,personaje,si
E638BEA1,La flamme,personaje,si
5336D8ED,La flamme,kenshin,no
3741A4BB,La gran muralla,personaje,si
7C5D21A8,La montaña,personaje,si
C1DF0C53,La niebla,personaje,si
2987CC67,La tempestad,kenshin,no
31BB76B5,La Tierra,personaje,si
99D955A9,La Tierra: Infinito,tienda,si
7B0246FE,Laberinto,personaje,si
9FBB7E0F,Lancero real,personaje,si
FBFC24E7,Lanza de carámbanos,kenshin,no
9C2CD215,Lanza de cazador,kenshin,no
12115C03,Lanza de Odín,personaje,si
D42F0F3C,Lanza gélida,ninguna,no
CB6FECCC,Lanza gélida,override,no
5C5613C5,Lanza letal,personaje,si
9731A7C7,Lanza polar,tienda,si
CBF29259,Lanza tornado,kenshin,no
34766547,Lanzallamas,personaje,si
F4B163D1,Lazos de oscuridad,kenshin,no
CDBBA79E,Lecho de lava,personaje,si
D5871D4C,Lecho de rosas,personaje,si
44D94EDE,Leopardo de la ventisca,personaje,si
01B5C00B,León devorador,personaje,si
E5AF12BB,Liebre blanca,personaje,si
4EC26415,Llamada salvaje,personaje,si
29342BAE,Llamarada atómica,personaje,si
E6CFFB5B,Llamarada atómica,kenshin,no
6228AEBD,Llamarada infernal,personaje,si
BE08539A,Llamarada solar,kenshin,no
F1D1BAED,Lluvia de azufre,personaje,si
5B918D3B,Lluvia de meteoros,personaje,si
B96C2725,Luz cegadora,personaje,si
BDF80BFB,Luz del mariscal,personaje,si
B3C94D0F,Lógica ganadora,personaje,si
609FE4F7,Magnetismo,personaje,si
3231700F,Maldición,personaje,si
960F6C90,Malla eléctrica,personaje,si
27C2F4C7,Malla letal,personaje,si
3839D0EB,Mandril,personaje,si
29BCDF8E,Mandíbulas dobles,personaje,si
1D6708DC,Mangual letal,personaje,si
5228388C,Mano celestial,personaje,si
C73BF35A,Mano celestial,personaje,si
B259CB31,Mano celestial,tienda,si
CC88CBE1,Mano celestial de la amistad,tienda,si
64A602E7,Mano celestial del tigre,personaje,si
860AE843,Mano celestial EV,tienda,si
EEBC47E6,Mano celestial V,personaje,si
3B88C5B8,Mano celestial X,personaje,si
1B1B0E7D,Mano de diamante,tienda,si
C3766B1E,Mano de pingüinos,personaje,si
FC1E84F7,Mano diabólica,personaje,si
7AB9DEA1,Mano espiritual,personaje,si
94A82B52,Mano grandiosa,kenshin,no
945A81A9,Mano matriarcal,tienda,si
FFAF91A4,Mano mágica,personaje,si
08276BDD,Mano mágica,personaje,si
DD13E983,Mano mágica,kenshin,no
AAD6962A,Mano oceánica,personaje,si
E8DE6C40,Mano omega,personaje,si
45D13148,Mano sombría,kenshin,no
F8DBE893,Mano ultradimensional,personaje,si
B435C018,Manos fantasmagóricas,personaje,si
7908CBF2,Manos infinitas,personaje,si
A3C2E953,Manos liberadas,personaje,si
6985BB01,Mar de lágrimas,ninguna,no
7E08CC91,Maremoto umibozu,personaje,si
272E733B,Marlín volador,personaje,si
555C41BB,Martillo defensor,personaje,si
EC93F404,Mate del dragón,personaje,si
00D9CC41,Maza metálica,personaje,si
BF86F8A3,Maza rocosa,personaje,si
43AD37E9,Megadragón,personaje,si
74C7F5E8,Megalodón,personaje,si
E36D54FB,Megamanos mágicas,personaje,si
A87FF167,Megaterremoto,personaje,si
4084DB12,Meteorito ardiente,personaje,si
623683BA,Millón de manos,personaje,si
88C724C3,Mina terrestre,personaje,si
C17CE612,Mirada al futuro,personaje,si
72E4937C,Mirada asesina,personaje,si
12A2BBCA,Mirada intimidante,personaje,si
842B7B2E,Mirada ladrona,personaje,si
07F152E4,Misil arenoso,personaje,si
6CDE71D4,Mordisco de serpiente,personaje,si
37EFE9D2,Mordisco de vampiro,personaje,si
4C539716,Movimientos armónicos,kenshin,no
08A1BF72,Muralla de Atlantis,personaje,si
CFB12A92,Muralla de escudos,personaje,si
94A60BDD,Muralla de las montañas,personaje,si
E3E5A0DB,Muralla gigante,personaje,si
BE9E8ABD,Muralla infinita,personaje,si
7DCDA796,Muralla tsunami,personaje,si
8B5D2FF1,Muro colectivo,ninguna,no
373D6B8D,Muro colectivo,override,no
D40796FA,Muro de fuego,personaje,si
F6B5CE52,Muro de hierro,personaje,si
4DD31CA0,Muro dimensional,personaje,si
55426CBC,Neotiro galáctico,personaje,si
4990A46B,Niebla mística,personaje,si
5FE340A4,Niebla mística,kenshin,no
C38AE16A,Niebla sombría,personaje,si
B053463D,Niebla venenosa,tienda,si
4CCB6EBE,Nudo atrapaosos,personaje,si
4D8F335B,null,rara,no
F7DE3AC2,null,rara,no
61EE3DB5,null,rara,no
C27B592B,null,rara,no
544B5E5C,null,rara,no
EE1A57C5,null,rara,no
782A50B2,null,rara,no
E937EF22,null,rara,no
7F07E855,null,rara,no
57F526F6,Obstrucción eléctrica,personaje,si
D600BCDE,Ofensiva danzarina,personaje,si
82EABAC9,Ojo del huracán,personaje,si
4660241B,Ola mágica,personaje,si
DD953D2C,Olor embriagador,personaje,si
E16A7EDF,Omnisabiduría divina,personaje,si
6E51AFD0,Onda chispeante,personaje,si
6127FB0F,Orbe de Perseo,personaje,si
7EFA666A,Orca peligrosa,personaje,si
2CD1A19A,Oso polar n.º 2,personaje,si
D90F6ACC,Oso polar n.º 2,ninguna,no
9C07CC74,Paipay gigante,personaje,si
ACBA9D03,Paisaje helado,personaje,si
1E65FA46,Pantalla acuática,personaje,si
5F54E15F,Pantalla ígnea,personaje,si
10A836C6,Parada ardiente,personaje,si
BD2F9FEE,Parada celestial,personaje,si
32DBF59E,Parada celestial TURBO,ninguna,no
1FDE6219,Parada de Asura,ninguna,no
56DBB26F,Parada de Asura,override,no
A5A0C2F5,Parada de capoeira,personaje,si
9AC82D1C,Parada de codo,personaje,si
85330930,Parada de espaguetis,personaje,si
0AC76340,Parada de espaguetis extra,personaje,si
046D8ECB,Parada de mano firme,personaje,si
D1DFD83A,Parada en arco,personaje,si
EA792B82,Parada en pirueta,personaje,si
B1E8DE62,Parada en plancha,personaje,si
499E84E4,Parada mate,personaje,si
C8C553A5,Parada múltiple,personaje,si
AE13FA4E,Parada peliaguda,personaje,si
455C95D2,Parada poderosa,personaje,si
07513F02,Paradón satelital,personaje,si
5CE5F40C,Pared solitaria,personaje,si
CA7C3960,Pase cruzado,personaje,si
57DB682D,Paso engañoso,personaje,si
FC3BBA19,Pasos aéreos,personaje,si
904879D8,Patada canguro,personaje,si
A722BBD9,Patín aéreo,personaje,si
3647FBA2,Peces voladores,personaje,si
5A2A1564,Pellizco aplastante,personaje,si
ACAA908B,Pentagrama,personaje,si
38DB740F,Pentagrama,kenshin,no
FC985058,Picadora,personaje,si
E6C434D5,Pincelada silenciosa,personaje,si
54DCCA0D,Pingüino emperador 7,personaje,si
3931AF7D,Pingüino emperador n.º 2,personaje,si
91DB7841,Pingüino emperador n.º 2 + Tiburón,ninguna,no
BBE00C04,Pingüino emperador n.º 2 + Tiburón,override,no
C50A6DBF,Pingüino emperador n.º 3,personaje,si
EB197925,Pingüino emperador n.º 3,kenshin,no
16D43067,Pingüino emperador n.º1,personaje,si
987147D9,Pingüino emperador X,personaje,si
DFAA8346,Pingüino espacial,personaje,si
19A264B8,Pingüino múltiple,tienda,si
