# La imagen de cada cosa de la mochila.
# id_objeto = como esta en la partida (4 bytes tal cual).
# icono = ruta dentro de 200_icon o de recortes/laminas;
#         vacio = usa la de su familia.
# Lo genera herramientas/construir_iconos_mochila.py (NOTAS O-137).
categoria,id_objeto,icono
equipo-1-botas,5A8370EE,icon_item03/eq_sh020901.png
equipo-1-botas,E9615B5B,icon_item03/eq_sh021301.png
equipo-1-botas,6C77145E,icon_item03/eq_sh021401.png
equipo-1-botas,5B1DD65F,icon_item03/eq_sh021501.png
equipo-1-botas,02A3905D,icon_item03/eq_sh021601.png
equipo-1-botas,088E0E57,icon_item03/eq_sh021801.png
equipo-1-botas,52FB03DD,icon_item03/eq_sh030101.png
equipo-1-botas,0B4545DF,icon_item03/eq_sh030201.png
equipo-1-botas,3C2F87DE,icon_item03/eq_sh030301.png
equipo-1-botas,B939C8DB,icon_item03/eq_sh030401.png
equipo-1-botas,8E530ADA,icon_item03/eq_sh030501.png
equipo-1-botas,D7ED4CD8,icon_item03/eq_sh030601.png
equipo-1-botas,E0878ED9,icon_item03/eq_sh030701.png
equipo-1-botas,DDC0D2D2,icon_item03/eq_sh030801.png
equipo-1-botas,EAAA10D3,icon_item03/eq_sh030901.png
equipo-1-botas,00F67D64,icon_item03/eq_sh031001.png
equipo-1-botas,379CBF65,icon_item03/eq_sh031101.png
equipo-1-botas,6E22F967,icon_item03/eq_sh031201.png
equipo-1-botas,59483B66,icon_item03/eq_sh031301.png
equipo-1-botas,DC5E7463,icon_item03/eq_sh031401.png
equipo-1-botas,EB34B662,icon_item03/eq_sh031501.png
equipo-1-botas,B28AF060,icon_item03/eq_sh031601.png
equipo-1-botas,85E03261,icon_item03/eq_sh031701.png
equipo-1-botas,8FCDAC6B,icon_item03/eq_sh031901.png
equipo-1-botas,B7E78E74,icon_item03/eq_sh032301.png
equipo-1-botas,808D4C75,icon_item03/eq_sh032201.png
equipo-1-botas,D9330A77,icon_item03/eq_sh032101.png
equipo-1-botas,1B99656D,icon_item03/eq_sh040201.png
equipo-1-botas,2CF3A76C,icon_item03/eq_sh040301.png
equipo-1-botas,A9E5E869,icon_item03/eq_sh040401.png
equipo-1-botas,9E8F2A68,icon_item03/eq_sh040501.png
equipo-1-botas,C7316C6A,icon_item03/eq_sh040601.png
equipo-1-botas,F05BAE6B,icon_item03/eq_sh040701.png
equipo-1-botas,CD1CF260,icon_item03/eq_sh040801.png
equipo-1-botas,FA763061,icon_item03/eq_sh040901.png
equipo-1-botas,102A5DD6,icon_item03/eq_sh041001.png
equipo-1-botas,27409FD7,icon_item03/eq_sh041101.png
equipo-1-botas,7EFED9D5,icon_item03/eq_sh041201.png
equipo-1-botas,49941BD4,icon_item03/eq_sh041301.png
equipo-1-botas,CC8254D1,icon_item03/eq_sh041401.png
equipo-1-botas,FBE896D0,icon_item03/eq_sh041501.png
equipo-1-botas,93D40EAE,icon_item03/eq_sh041401_20.png
equipo-1-botas,953C12D3,icon_item03/eq_sh041701.png
equipo-1-botas,A87B4ED8,icon_item03/eq_sh041801.png
equipo-1-botas,9F118CD9,icon_item03/eq_sh041901.png
equipo-1-botas,FE85E8C4,icon_item03/eq_sh042001.png
equipo-1-botas,90516CC7,icon_item03/eq_sh042201.png
equipo-1-botas,A73BAEC6,icon_item03/eq_sh042301.png
equipo-1-botas,222DE1C3,icon_item03/eq_sh042401.png
equipo-1-botas,70D7FD58,icon_item03/eq_sh045101.png
equipo-1-botas,2969BB5A,icon_item03/eq_sh045201.png
equipo-1-botas,AC7FF45F,icon_item03/eq_sh045501.png
equipo-1-botas,F5C1B25D,icon_item03/eq_sh045601.png
equipo-1-botas,ABB00550,icon_item03/eq_sh050201.png
equipo-1-botas,19CC8854,icon_item03/eq_sh050401.png
equipo-1-botas,77180C57,icon_item03/eq_sh050601.png
equipo-1-botas,4072CE56,icon_item03/eq_sh050701.png
equipo-1-botas,4A5F505C,icon_item03/eq_sh050901.png
equipo-1-botas,9769FFEA,icon_item03/eq_sh051101.png
equipo-1-botas,CED7B9E8,icon_item03/eq_sh051201.png
equipo-1-botas,F9BD7BE9,icon_item03/eq_sh051301.png
equipo-1-botas,7CAB34EC,icon_item03/eq_sh051401.png
equipo-1-botas,127FB0EF,icon_item03/eq_sh051601.png
equipo-1-botas,251572EE,icon_item03/eq_sh051701.png
equipo-1-botas,18522EE5,icon_item03/eq_sh051801.png
equipo-1-botas,2F38ECE4,icon_item03/eq_sh051901.png
equipo-1-botas,4EAC88F9,icon_item03/eq_sh052001.png
equipo-1-botas,F56FD2A9,icon_item03/eq_sh061701.png
equipo-1-botas,2274E315,icon_item03/eq_sh060101.png
equipo-1-botas,7BCAA517,icon_item03/eq_sh060201.png
equipo-1-botas,4CA06716,icon_item03/eq_sh060301.png
equipo-1-botas,C9B62813,icon_item03/eq_sh060401.png
equipo-1-botas,A762AC10,icon_item03/eq_sh060601.png
equipo-1-botas,FEDCEA12,icon_item03/eq_sh060501.png
equipo-1-botas,90086E11,icon_item03/eq_sh060701.png
equipo-1-botas,AD4F321A,icon_item03/eq_sh060801.png
equipo-1-botas,9A25F01B,icon_item03/eq_sh060901.png
equipo-1-botas,47135FAD,icon_item03/eq_sh061101.png
equipo-1-botas,1EAD19AF,icon_item03/eq_sh061201.png
equipo-1-botas,29C7DBAE,icon_item03/eq_sh061301.png
equipo-1-botas,ACD194AB,icon_item03/eq_sh061401.png
equipo-1-botas,9BBB56AA,icon_item03/eq_sh061501.png
equipo-1-botas,C20510A8,icon_item03/eq_sh061601.png
equipo-1-botas,722C7095,icon_item03/eq_sh071601.png
equipo-1-botas,799F482E,icon_item03/eq_sh070401.png
equipo-1-botas,4EF58A2F,icon_item03/eq_sh070501.png
equipo-1-botas,174BCC2D,icon_item03/eq_sh070601.png
equipo-1-botas,20210E2C,icon_item03/eq_sh070701.png
equipo-1-botas,1D665227,icon_item03/eq_sh070801.png
equipo-1-botas,2A0C9026,icon_item03/eq_sh070901.png
equipo-1-botas,C050FD91,icon_item03/eq_sh071001.png
equipo-1-botas,F73A3F90,icon_item03/eq_sh071101.png
equipo-1-botas,AE847992,icon_item03/eq_sh071201.png
equipo-1-botas,4546B294,icon_item03/eq_sh071701.png
equipo-1-botas,1A7495A8,icon_item03/eq_sh080201.png
equipo-1-botas,2D1E57A9,icon_item03/eq_sh080301.png
equipo-1-botas,A80818AC,icon_item03/eq_sh080401.png
equipo-1-botas,9F62DAAD,icon_item03/eq_sh080501.png
equipo-1-botas,C6DC9CAF,icon_item03/eq_sh080601.png
equipo-1-botas,F1B65EAE,icon_item03/eq_sh080701.png
equipo-1-botas,CCF102A5,icon_item03/eq_sh080801.png
equipo-1-botas,FB9BC0A4,icon_item03/eq_sh080901.png
equipo-1-botas,11C7AD13,icon_item03/eq_sh081001.png
equipo-1-botas,26AD6F12,icon_item03/eq_sh081101.png
equipo-1-botas,7F132910,icon_item03/eq_sh081201.png
equipo-1-botas,4879EB11,icon_item03/eq_sh081301.png
equipo-1-botas,CD6FA414,icon_item03/eq_sh081401.png
equipo-1-botas,FA056615,icon_item03/eq_sh081501.png
equipo-1-botas,384ABE4D,
equipo-1-botas,61F4F84F,
equipo-1-botas,977B9F6C,icon_item03/eq_sh110101.png
equipo-1-botas,D388754B,
equipo-1-botas,E4E2B74A,
equipo-1-botas,BD5CF148,
equipo-1-botas,8A363349,icon_item03/eq_sh1100701.png
equipo-1-botas,7CB9546A,icon_item03/eq_sh110401.png
equipo-1-botas,9CC8A7D7,icon_item03/eq_sh111301.png
equipo-1-botas,6A47C0F4,
equipo-1-botas,5D2D02F5,
equipo-1-botas,049344F7,
equipo-1-botas,2F2A8C62,icon_item03/eq_sh110901.png
equipo-1-botas,ABA265D6,icon_item03/eq_sh111201.png
equipo-1-botas,81850BF2,
equipo-1-botas,D83B4DF0,
equipo-1-botas,EF518FF1,
equipo-1-botas,D216D3FA,icon_item03/eq_sh1101801.png
equipo-1-botas,36215A1A,icon_item03/eq_sh110000.png
equipo-1-botas,19DEE8D2,icon_item03/eq_sh111401.png
equipo-1-botas,B382B7E7,icon_item03/eq_sh1102101.png
equipo-1-botas,EA3CF1E5,
equipo-1-botas,DD5633E4,
equipo-1-botas,126DD069,icon_item03/eq_sh110601.png
equipo-1-botas,6F2ABEE0,icon_item03/eq_sh1102501.png
equipo-1-botas,3694F8E2,icon_item03/eq_sh1102601.png
equipo-1-botas,01FE3AE3,icon_item03/eq_sh1102701.png
equipo-1-botas,3CB966E8,
equipo-1-botas,F9AF1B6F,icon_item03/eq_sh110301.png
equipo-1-botas,E18FC95E,
equipo-1-botas,D6E50B5F,icon_item03/eq_sh1103101.png
equipo-1-botas,8F5B4D5D,icon_item03/eq_sh1103201.png
equipo-1-botas,B8318F5C,icon_item03/eq_sh1103301.png
equipo-1-botas,3D27C059,icon_item03/eq_sh1103401.png
equipo-1-botas,0A4D0258,icon_item03/eq_sh1103501.png
equipo-1-botas,53F3445A,icon_item03/eq_sh1103601.png
equipo-1-botas,6499865B,
equipo-1-botas,59DEDA50,icon_item03/eq_sh1103801.png
equipo-1-botas,4BD3966B,icon_item03/eq_sh110501.png
equipo-1-botas,C576E1D5,icon_item03/eq_sh111001.png
equipo-1-botas,6FDDDCC2,
equipo-1-botas,36639AC0,icon_item03/eq_sh1104201.png
equipo-1-botas,010958C1,icon_item03/eq_sh1104301.png
equipo-1-botas,841F17C4,
equipo-1-botas,B375D5C5,
equipo-1-botas,F21C23D4,icon_item03/eq_sh111101.png
equipo-1-botas,DDA151C6,
equipo-1-botas,E0E60DCD,
equipo-1-botas,D78CCFCC,icon_item03/eq_sh1104901.png
equipo-1-botas,3DD0A27B,icon_item03/eq_sh1105001.png
equipo-1-botas,0ABA607A,icon_item03/eq_sh1105101.png
equipo-1-botas,53042678,
equipo-1-botas,646EE479,
equipo-1-botas,25071268,icon_item03/eq_sh110701.png
equipo-1-botas,18404E63,icon_item03/eq_sh110801.png
equipo-1-botas,8FAC2F7F,icon_item03/eq_sh1105601.png
equipo-1-botas,B8C6ED7E,icon_item03/eq_sh1105701.png
equipo-1-botas,8581B175,icon_item03/eq_sh1105801.png
equipo-1-botas,B2EB7374,
equipo-1-botas,D37F1769,icon_item03/eq_sh1106001.png
equipo-1-botas,E415D568,icon_item03/eq_sh1106101.png
equipo-1-botas,CEC5D96E,icon_item03/eq_sh110201.png
equipo-1-botas,8AC1516B,
equipo-1-botas,2EB42AD3,icon_item03/eq_sh111501.png
equipo-1-botas,38BDDC6F,icon_item03/eq_sh1106501.png
equipo-1-botas,61039A6D,
equipo-1-botas,5669586C,
equipo-1-botas,6B2E0467,icon_item03/eq_sh1106801.png
equipo-1-botas,770A6CD1,icon_item03/eq_sh111601.png
equipo-1-botas,4060AED0,icon_item03/eq_sh111701.png
equipo-1-botas,7D27F2DB,icon_item03/eq_sh111801.png
equipo-1-botas,4A4D30DA,icon_item03/eq_sh111901.png
equipo-1-botas,1CB396C6,icon_item03/eq_sh112101.png
equipo-1-botas,450DD0C4,icon_item03/eq_sh112201.png
equipo-1-botas,726712C5,icon_item03/eq_sh112301.png
equipo-1-botas,C01B9FC1,icon_item03/eq_sh112501.png
equipo-1-botas,A4E285C8,icon_item03/eq_sh112901.png
equipo-1-botas,4EBEE87F,icon_item03/eq_sh113001.png
equipo-1-botas,79D42A7E,icon_item03/eq_sh113101.png
equipo-1-botas,206A6C7C,icon_item03/eq_sh113201.png
equipo-2-brazalete,EDED0B51,
equipo-2-brazalete,F1D86143,icon_item04/eq_mi0100101.png
equipo-2-brazalete,A8662741,icon_item04/eq_mi0100201.png
equipo-2-brazalete,9F0CE540,icon_item04/eq_mi0100301.png
equipo-2-brazalete,1A1AAA45,icon_item04/eq_mi0100401.png
equipo-2-brazalete,2D706844,icon_item04/eq_mi0100501.png
equipo-2-brazalete,74CE2E46,icon_item04/eq_mi0100601.png
equipo-2-brazalete,43A4EC47,icon_item04/eq_mi0100701.png
equipo-2-brazalete,7EE3B04C,icon_item04/eq_mi0100801.png
equipo-2-brazalete,4989724D,icon_item04/eq_mi0100901.png
equipo-2-brazalete,A3D51FFA,icon_item04/eq_mi0101001.png
equipo-2-brazalete,94BFDDFB,icon_item04/eq_mi0101101.png
equipo-2-brazalete,CD019BF9,icon_item04/eq_mi0101201.png
equipo-2-brazalete,FA6B59F8,icon_item04/eq_mi0101301.png
equipo-2-brazalete,7F7D16FD,icon_item04/eq_mi0101401.png
equipo-2-brazalete,4817D4FC,icon_item04/eq_mi0101501.png
equipo-2-brazalete,11A992FE,icon_item04/eq_mi0101601.png
equipo-2-brazalete,26C350FF,icon_item04/eq_mi0101701.png
equipo-2-brazalete,1B840CF4,icon_item04/eq_mi0101801.png
equipo-2-brazalete,2CEECEF5,icon_item04/eq_mi0101901.png
equipo-2-brazalete,4D7AAAE8,icon_item04/eq_mi0102001.png
equipo-2-brazalete,7A1068E9,icon_item04/eq_mi0102101.png
equipo-2-brazalete,23AE2EEB,icon_item04/eq_mi0102201.png
equipo-2-brazalete,14C4ECEA,icon_item04/eq_mi0102301.png
equipo-2-brazalete,91D2A3EF,icon_item04/eq_mi0102401.png
equipo-2-brazalete,A6B861EE,icon_item04/eq_mi0102501.png
equipo-2-brazalete,FF0627EC,icon_item04/eq_mi0102601.png
equipo-2-brazalete,C86CE5ED,icon_item04/eq_mi0102701.png
equipo-2-brazalete,F52BB9E6,icon_item04/eq_mi0102801.png
equipo-2-brazalete,C2417BE7,icon_item04/eq_mi0102901.png
equipo-2-brazalete,281D1650,icon_item04/eq_mi0103001.png
equipo-2-brazalete,1F77D451,icon_item04/eq_mi0103101.png
equipo-2-brazalete,46C99253,icon_item04/eq_mi0103201.png
equipo-2-brazalete,71A35052,icon_item04/eq_mi0103301.png
equipo-2-brazalete,F4B51F57,icon_item04/eq_mi0103401.png
equipo-2-brazalete,C3DFDD56,icon_item04/eq_mi0103501.png
equipo-2-brazalete,9A619B54,icon_item04/eq_mi0103601.png
equipo-2-brazalete,AD0B5955,icon_item04/eq_mi0103701.png
equipo-2-brazalete,904C055E,icon_item04/eq_mi0103801.png
equipo-2-brazalete,A726C75F,icon_item04/eq_mi0103901.png
equipo-2-brazalete,9125C1CD,icon_item04/eq_mi0104001.png
equipo-2-brazalete,A64F03CC,icon_item04/eq_mi0104101.png
equipo-2-brazalete,FFF145CE,icon_item04/eq_mi0104201.png
equipo-2-brazalete,C89B87CF,icon_item04/eq_mi0104301.png
equipo-2-brazalete,4D8DC8CA,icon_item04/eq_mi0104401.png
equipo-2-brazalete,7AE70ACB,icon_item04/eq_mi0104501.png
equipo-2-brazalete,23594CC9,icon_item04/eq_mi0104601.png
equipo-2-brazalete,14338EC8,icon_item04/eq_mi0104701.png
equipo-2-brazalete,2974D2C3,icon_item04/eq_mi0104801.png
equipo-2-brazalete,1E1E10C2,icon_item04/eq_mi0104901.png
equipo-2-brazalete,F4427D75,icon_item04/eq_mi0105001.png
equipo-2-brazalete,C328BF74,icon_item04/eq_mi0105101.png
equipo-2-brazalete,9A96F976,icon_item04/eq_mi0105201.png
equipo-2-brazalete,ADFC3B77,icon_item04/eq_mi0105301.png
equipo-2-brazalete,28EA7472,icon_item04/eq_mi0105401.png
equipo-2-brazalete,1F80B673,icon_item04/eq_mi0105501.png
equipo-2-brazalete,463EF071,icon_item04/eq_mi0105601.png
equipo-2-brazalete,71543270,icon_item04/eq_mi0105701.png
equipo-2-brazalete,4C136E7B,icon_item04/eq_mi0105801.png
equipo-2-brazalete,7B79AC7A,icon_item04/eq_mi0105901.png
equipo-2-brazalete,1AEDC867,icon_item04/eq_mi0106001.png
equipo-2-brazalete,2D870A66,icon_item04/eq_mi0106101.png
equipo-2-brazalete,74394C64,icon_item04/eq_mi0106201.png
equipo-2-brazalete,43538E65,icon_item04/eq_mi0106301.png
equipo-2-brazalete,C645C160,icon_item04/eq_mi0106401.png
equipo-2-brazalete,F12F0361,icon_item04/eq_mi0106501.png
equipo-2-brazalete,A8914563,icon_item04/eq_mi0106601.png
equipo-2-brazalete,9FFB8762,icon_item04/eq_mi0106701.png
equipo-2-brazalete,A2BCDB69,icon_item04/eq_mi0106801.png
equipo-2-brazalete,95D61968,icon_item04/eq_mi0106901.png
equipo-2-brazalete,7F8A74DF,icon_item04/eq_mi0107001.png
equipo-2-brazalete,48E0B6DE,icon_item04/eq_mi0107101.png
equipo-2-brazalete,115EF0DC,icon_item04/eq_mi0107201.png
equipo-2-brazalete,263432DD,icon_item04/eq_mi0107301.png
equipo-2-brazalete,A3227DD8,icon_item04/eq_mi0107401.png
equipo-2-brazalete,9448BFD9,icon_item04/eq_mi0107501.png
equipo-2-brazalete,CDF6F9DB,icon_item04/eq_mi0107601.png
equipo-2-brazalete,FA9C3BDA,icon_item04/eq_mi0107701.png
equipo-2-brazalete,C7DB67D1,icon_item04/eq_mi0107801.png
equipo-2-brazalete,F0B1A5D0,icon_item04/eq_mi0107901.png
equipo-2-brazalete,299A1787,icon_item04/eq_mi0108001.png
equipo-2-brazalete,1EF0D586,icon_item04/eq_mi0108101.png
equipo-3-colgante,2D379534,icon_item05/eq_ac0100101.png
equipo-3-colgante,7489D336,icon_item05/eq_ac0100201.png
equipo-3-colgante,43E31137,icon_item05/eq_ac0100301.png
equipo-3-colgante,C6F55E32,icon_item05/eq_ac0100401.png
equipo-3-colgante,F19F9C33,icon_item05/eq_ac0100501.png
equipo-3-colgante,A821DA31,icon_item05/eq_ac0100601.png
equipo-3-colgante,9F4B1830,icon_item05/eq_ac0100701.png
equipo-3-colgante,A20C443B,icon_item05/eq_ac0100801.png
equipo-3-colgante,9566863A,icon_item05/eq_ac0100901.png
equipo-3-colgante,7F3AEB8D,icon_item05/eq_ac0101001.png
equipo-3-colgante,4850298C,icon_item05/eq_ac0101101.png
equipo-3-colgante,11EE6F8E,icon_item05/eq_ac0101201.png
equipo-3-colgante,2684AD8F,icon_item05/eq_ac0101301.png
equipo-3-colgante,A392E28A,icon_item05/eq_ac0101401.png
equipo-3-colgante,94F8208B,icon_item05/eq_ac0101501.png
equipo-3-colgante,CD466689,icon_item05/eq_ac0101601.png
equipo-3-colgante,FA2CA488,icon_item05/eq_ac0101701.png
equipo-3-colgante,C76BF883,icon_item05/eq_ac0101801.png
equipo-3-colgante,F0013A82,icon_item05/eq_ac0101901.png
equipo-3-colgante,91955E9F,icon_item05/eq_ac0102001.png
equipo-3-colgante,A6FF9C9E,icon_item05/eq_ac0102101.png
equipo-3-colgante,FF41DA9C,icon_item05/eq_ac0102201.png
equipo-3-colgante,C82B189D,icon_item05/eq_ac0102301.png
equipo-3-colgante,4D3D5798,icon_item05/eq_ac0102401.png
equipo-3-colgante,7A579599,icon_item05/eq_ac0102501.png
equipo-3-colgante,23E9D39B,icon_item05/eq_ac0102601.png
equipo-3-colgante,1483119A,icon_item05/eq_ac0102701.png
equipo-3-colgante,29C44D91,icon_item05/eq_ac0102801.png
equipo-3-colgante,1EAE8F90,icon_item05/eq_ac0102901.png
equipo-3-colgante,F4F2E227,icon_item05/eq_ac0103001.png
equipo-3-colgante,C3982026,icon_item05/eq_ac0103101.png
equipo-3-colgante,9A266624,icon_item05/eq_ac0103201.png
equipo-3-colgante,AD4CA425,icon_item05/eq_ac0103301.png
equipo-3-colgante,285AEB20,icon_item05/eq_ac0103401.png
equipo-3-colgante,1F302921,icon_item05/eq_ac0103501.png
equipo-3-colgante,468E6F23,icon_item05/eq_ac0103601.png
equipo-3-colgante,71E4AD22,icon_item05/eq_ac0103701.png
equipo-3-colgante,4CA3F129,icon_item05/eq_ac0103801.png
equipo-3-colgante,7BC93328,icon_item05/eq_ac0103901.png
equipo-3-colgante,4DCA35BA,icon_item05/eq_ac0104001.png
equipo-3-colgante,7AA0F7BB,icon_item05/eq_ac0104101.png
equipo-3-colgante,231EB1B9,icon_item05/eq_ac0104201.png
equipo-3-colgante,147473B8,icon_item05/eq_ac0104301.png
equipo-3-colgante,91623CBD,icon_item05/eq_ac0104401.png
equipo-3-colgante,A608FEBC,icon_item05/eq_ac0104501.png
equipo-3-colgante,FFB6B8BE,icon_item05/eq_ac0104601.png
equipo-3-colgante,C8DC7ABF,icon_item05/eq_ac0104701.png
equipo-3-colgante,F59B26B4,icon_item05/eq_ac0104801.png
equipo-3-colgante,C2F1E4B5,icon_item05/eq_ac0104901.png
equipo-3-colgante,28AD8902,icon_item05/eq_ac0105001.png
equipo-3-colgante,1FC74B03,icon_item05/eq_ac0105101.png
equipo-3-colgante,46790D01,icon_item05/eq_ac0105201.png
equipo-3-colgante,7113CF00,icon_item05/eq_ac0105301.png
equipo-3-colgante,F4058005,icon_item05/eq_ac0105401.png
equipo-3-colgante,C36F4204,icon_item05/eq_ac0105501.png
equipo-3-colgante,9AD10406,icon_item05/eq_ac0105601.png
equipo-3-colgante,ADBBC607,icon_item05/eq_ac0105701.png
equipo-3-colgante,90FC9A0C,icon_item05/eq_ac0105801.png
equipo-3-colgante,A796580D,icon_item05/eq_ac0105901.png
equipo-3-colgante,C6023C10,icon_item05/eq_ac0106001.png
equipo-3-colgante,F168FE11,icon_item05/eq_ac0106101.png
equipo-3-colgante,A8D6B813,icon_item05/eq_ac0106201.png
equipo-3-colgante,9FBC7A12,icon_item05/eq_ac0106301.png
equipo-3-colgante,1AAA3517,icon_item05/eq_ac0106401.png
equipo-3-colgante,2DC0F716,icon_item05/eq_ac0106501.png
equipo-3-colgante,747EB114,icon_item05/eq_ac0106601.png
equipo-3-colgante,43147315,icon_item05/eq_ac0106701.png
equipo-3-colgante,7E532F1E,icon_item05/eq_ac0106801.png
equipo-3-colgante,4939ED1F,icon_item05/eq_ac0106901.png
equipo-3-colgante,A36580A8,icon_item05/eq_ac0107001.png
equipo-3-colgante,940F42A9,icon_item05/eq_ac0107101.png
equipo-3-colgante,CDB104AB,icon_item05/eq_ac0107201.png
equipo-3-colgante,FADBC6AA,icon_item05/eq_ac0107301.png
equipo-3-colgante,7FCD89AF,icon_item05/eq_ac0107401.png
equipo-3-colgante,48A74BAE,icon_item05/eq_ac0107501.png
equipo-3-colgante,11190DAC,icon_item05/eq_ac0107601.png
equipo-3-colgante,2673CFAD,icon_item05/eq_ac0107701.png
equipo-3-colgante,1B3493A6,icon_item05/eq_ac0107801.png
equipo-3-colgante,2C5E51A7,icon_item05/eq_ac0107901.png
equipo-3-colgante,F575E3F0,icon_item05/eq_ac0108001.png
equipo-3-colgante,C21F21F1,icon_item05/eq_ac0108101.png
equipo-4-especial,126B9744,icon_item08/eq_sp0100101.png
equipo-4-especial,4BD5D146,icon_item08/eq_sp0100201.png
equipo-4-especial,7CBF1347,icon_item08/eq_sp0100301.png
equipo-4-especial,F9A95C42,icon_item08/eq_sp0100401.png
equipo-4-especial,CEC39E43,icon_item08/eq_sp0100501.png
equipo-4-especial,977DD841,icon_item08/eq_sp0100601.png
equipo-4-especial,A0171A40,icon_item08/eq_sp0100701.png
equipo-4-especial,9D50464B,icon_item08/eq_sp0100801.png
equipo-4-especial,AA3A844A,icon_item08/eq_sp0100901.png
equipo-4-especial,4066E9FD,icon_item08/eq_sp0101001.png
equipo-4-especial,770C2BFC,icon_item08/eq_sp0101101.png
equipo-4-especial,2EB26DFE,icon_item08/eq_sp0101201.png
equipo-4-especial,19D8AFFF,icon_item08/eq_sp0101301.png
equipo-4-especial,9CCEE0FA,icon_item08/eq_sp0101401.png
equipo-4-especial,ABA422FB,icon_item08/eq_sp0101501.png
equipo-4-especial,F21A64F9,icon_item08/eq_sp0101601.png
equipo-4-especial,C570A6F8,icon_item08/eq_sp0101701.png
equipo-4-especial,F837FAF3,icon_item08/eq_sp0101801.png
equipo-4-especial,CF5D38F2,icon_item08/eq_sp0101901.png
equipo-4-especial,AEC95CEF,icon_item08/eq_sp0102001.png
equipo-4-especial,99A39EEE,icon_item08/eq_sp0102101.png
equipo-4-especial,C01DD8EC,icon_item08/eq_sp0102201.png
equipo-4-especial,F7771AED,icon_item08/eq_sp0102301.png
equipo-4-especial,726155E8,icon_item08/eq_sp0102401.png
equipo-4-especial,450B97E9,icon_item08/eq_sp0102501.png
equipo-4-especial,1CB5D1EB,icon_item08/eq_sp0102601.png
equipo-4-especial,2BDF13EA,icon_item08/eq_sp0102701.png
equipo-4-especial,16984FE1,icon_item08/eq_sp0102801.png
equipo-4-especial,21F28DE0,icon_item08/eq_sp0102901.png
equipo-4-especial,CBAEE057,icon_item08/eq_sp0103001.png
equipo-4-especial,FCC42256,icon_item08/eq_sp0103101.png
equipo-4-especial,A57A6454,icon_item08/eq_sp0103201.png
equipo-4-especial,9210A655,icon_item08/eq_sp0103301.png
equipo-4-especial,1706E950,icon_item08/eq_sp0103401.png
equipo-4-especial,206C2B51,icon_item08/eq_sp0103501.png
equipo-4-especial,79D26D53,icon_item08/eq_sp0103601.png
equipo-4-especial,4EB8AF52,icon_item08/eq_sp0103701.png
equipo-4-especial,73FFF359,icon_item08/eq_sp0103801.png
equipo-4-especial,44953158,icon_item08/eq_sp0103901.png
equipo-4-especial,729637CA,icon_item08/eq_sp0104001.png
equipo-4-especial,45FCF5CB,icon_item08/eq_sp0104101.png
equipo-4-especial,1C42B3C9,icon_item08/eq_sp0104201.png
equipo-4-especial,2B2871C8,icon_item08/eq_sp0104301.png
