# El dibujo de cada pasiva, elegido por lo que dice su texto.
# NO viene de una tabla del juego: el juego no la tiene (NOTAS O-141).
# Los dibujos si son los suyos, de 200_icon/18_icon_abilearboard.
# Lo genera herramientas/construir_iconos_pasivas.py.
id,icono
CBEB88EA,icon_abilearboard/icon_alb01_teambuff12_on.png
5DDB8F9D,icon_abilearboard/icon_alb01_teambuff12_on.png
7B3E414A,icon_abilearboard/icon_alb01_teambuff13_on.png
D66B830E,icon_abilearboard/icon_alb01_teambuff13_on.png
6C3A8A97,icon_abilearboard/icon_alb01_teambuff13_on.png
FA0A8DE0,icon_abilearboard/icon_alb01_teambuff13_on.png
599FE97E,icon_abilearboard/icon_alb01_teambuff13_on.png
CFAFEE09,icon_abilearboard/icon_alb01_teambuff13_on.png
75FEE790,icon_abilearboard/icon_alb01_teambuff13_on.png
E3CEE0E7,icon_abilearboard/icon_alb01_teambuff13_on.png
72D35F77,icon_abilearboard/icon_alb01_teambuff13_on.png
E4E35800,icon_abilearboard/icon_alb01_teambuff13_on.png
ED0E463D,icon_abilearboard/icon_alb01_teambuff01_on.png
B30C3FB6,icon_abilearboard/icon_alb01_teambuff01_on.png
095D362F,icon_abilearboard/icon_alb01_teambuff01_on.png
9F6D3158,icon_abilearboard/icon_alb01_teambuff01_on.png
3CF855C6,icon_abilearboard/icon_alb01_teambuff01_on.png
AAC852B1,icon_abilearboard/icon_alb01_teambuff01_on.png
10995B28,icon_abilearboard/icon_alb01_teambuff01_on.png
86A95C5F,icon_abilearboard/icon_alb01_teambuff01_on.png
17B4E3CF,icon_abilearboard/icon_alb01_teambuff01_on.png
8184E4B8,icon_abilearboard/icon_alb01_teambuff01_on.png
575F4FA4,icon_abilearboard/icon_alb01_teambuff11_on.png
5DA38AA4,icon_abilearboard/icon_alb01_teambuff11_on.png
E7F2833D,icon_abilearboard/icon_alb01_teambuff11_on.png
71C2844A,icon_abilearboard/icon_alb01_teambuff11_on.png
D257E0D4,icon_abilearboard/icon_alb01_teambuff11_on.png
4467E7A3,icon_abilearboard/icon_alb01_teambuff11_on.png
FE36EE3A,icon_abilearboard/icon_alb01_teambuff11_on.png
6806E94D,icon_abilearboard/icon_alb01_teambuff11_on.png
F91B56DD,icon_abilearboard/icon_alb01_teambuff11_on.png
6F2B51AA,icon_abilearboard/icon_alb01_teambuff11_on.png
C16F48D3,icon_abilearboard/icon_alb01_teambuff12_on.png
38C4361C,icon_abilearboard/icon_alb01_teambuff12_on.png
82953F85,icon_abilearboard/icon_alb01_teambuff12_on.png
14A538F2,icon_abilearboard/icon_alb01_teambuff12_on.png
B7305C6C,icon_abilearboard/icon_alb01_teambuff12_on.png
21005B1B,icon_abilearboard/icon_alb01_teambuff12_on.png
9B515282,icon_abilearboard/icon_alb01_teambuff12_on.png
0D6155F5,icon_abilearboard/icon_alb01_teambuff12_on.png
9C7CEA65,icon_abilearboard/icon_alb01_teambuff12_on.png
0A4CED12,icon_abilearboard/icon_alb01_teambuff12_on.png
5072F743,icon_abilearboard/icon_alb01_teambuff13_on.png
6ED45544,icon_abilearboard/icon_alb01_teambuff13_on.png
D4855CDD,icon_abilearboard/icon_alb01_teambuff13_on.png
42B55BAA,icon_abilearboard/icon_alb01_teambuff13_on.png
E1203F34,icon_abilearboard/icon_alb01_teambuff13_on.png
77103843,icon_abilearboard/icon_alb01_teambuff13_on.png
CD4131DA,icon_abilearboard/icon_alb01_teambuff13_on.png
5B7136AD,icon_abilearboard/icon_alb01_teambuff13_on.png
CA6C893D,icon_abilearboard/icon_alb01_teambuff13_on.png
5C5C8E4A,icon_abilearboard/icon_alb01_teambuff13_on.png
C642F034,icon_abilearboard/icon_alb01_teambuff01_on.png
0BB3E9FC,icon_abilearboard/icon_alb01_teambuff01_on.png
B1E2E065,icon_abilearboard/icon_alb01_teambuff01_on.png
27D2E712,icon_abilearboard/icon_alb01_teambuff01_on.png
8447838C,icon_abilearboard/icon_alb01_teambuff01_on.png
127784FB,icon_abilearboard/icon_alb01_teambuff01_on.png
A8268D62,icon_abilearboard/icon_alb01_teambuff01_on.png
3E168A15,icon_abilearboard/icon_alb01_teambuff01_on.png
AF0B3585,icon_abilearboard/icon_alb01_teambuff01_on.png
393B32F2,icon_abilearboard/icon_alb01_teambuff01_on.png
23CB3754,icon_abilearboard/icon_alb01_teambuff11_on.png
31D581BC,icon_abilearboard/icon_alb01_teambuff11_on.png
8B848825,icon_abilearboard/icon_alb01_teambuff11_on.png
1DB48F52,icon_abilearboard/icon_alb01_teambuff11_on.png
BE21EBCC,icon_abilearboard/icon_alb01_teambuff11_on.png
2811ECBB,icon_abilearboard/icon_alb01_teambuff11_on.png
9240E522,icon_abilearboard/icon_alb01_teambuff11_on.png
0470E255,icon_abilearboard/icon_alb01_teambuff11_on.png
956D5DC5,icon_abilearboard/icon_alb01_teambuff11_on.png
035D5AB2,icon_abilearboard/icon_alb01_teambuff11_on.png
B5FB3023,icon_abilearboard/icon_alb01_teambuff12_on.png
54B23D04,icon_abilearboard/icon_alb01_teambuff12_on.png
EEE3349D,icon_abilearboard/icon_alb01_teambuff12_on.png
78D333EA,icon_abilearboard/icon_alb01_teambuff12_on.png
DB465774,icon_abilearboard/icon_alb01_teambuff12_on.png
4D765003,icon_abilearboard/icon_alb01_teambuff12_on.png
F727599A,icon_abilearboard/icon_alb01_teambuff12_on.png
61175EED,icon_abilearboard/icon_alb01_teambuff12_on.png
F00AE17D,icon_abilearboard/icon_alb01_teambuff12_on.png
663AE60A,icon_abilearboard/icon_alb01_teambuff12_on.png
0FAA39BA,icon_abilearboard/icon_alb01_teambuff11_on.png
BA1D8816,icon_abilearboard/icon_alb01_teambuff11_on.png
004C818F,icon_abilearboard/icon_alb01_teambuff11_on.png
967C86F8,icon_abilearboard/icon_alb01_teambuff11_on.png
35E9E266,icon_abilearboard/icon_alb01_teambuff11_on.png
A3D9E511,icon_abilearboard/icon_alb01_teambuff11_on.png
1988EC88,icon_abilearboard/icon_alb01_teambuff11_on.png
8FB8EBFF,icon_abilearboard/icon_alb01_teambuff11_on.png
1EA5546F,icon_abilearboard/icon_alb01_teambuff11_on.png
88955318,icon_abilearboard/icon_alb01_teambuff11_on.png
999A3ECD,icon_abilearboard/icon_alb01_teambuff12_on.png
DF7A34AE,icon_abilearboard/icon_alb01_teambuff12_on.png
652B3D37,icon_abilearboard/icon_alb01_teambuff12_on.png
F31B3A40,icon_abilearboard/icon_alb01_teambuff12_on.png
508E5EDE,icon_abilearboard/icon_alb01_teambuff12_on.png
C6BE59A9,icon_abilearboard/icon_alb01_teambuff12_on.png
7CEF5030,icon_abilearboard/icon_alb01_teambuff12_on.png
EADF5747,icon_abilearboard/icon_alb01_teambuff12_on.png
7BC2E8D7,icon_abilearboard/icon_alb01_teambuff12_on.png
EDF2EFA0,icon_abilearboard/icon_alb01_teambuff12_on.png
3A0F5A53,icon_abilearboard/icon_alb01_teambuff13_on.png
6642E333,icon_abilearboard/icon_alb01_teambuff13_on.png
DC13EAAA,icon_abilearboard/icon_alb01_teambuff13_on.png
4A23EDDD,icon_abilearboard/icon_alb01_teambuff13_on.png
E9B68943,icon_abilearboard/icon_alb01_teambuff13_on.png
7F868E34,icon_abilearboard/icon_alb01_teambuff13_on.png
C5D787AD,icon_abilearboard/icon_alb01_teambuff13_on.png
53E780DA,icon_abilearboard/icon_alb01_teambuff13_on.png
C2FA3F4A,icon_abilearboard/icon_alb01_teambuff13_on.png
54CA383D,icon_abilearboard/icon_alb01_teambuff13_on.png
AC3F5D24,icon_abilearboard/icon_alb01_teambuff01_on.png
03255F8B,icon_abilearboard/icon_alb01_teambuff01_on.png
B9745612,icon_abilearboard/icon_alb01_teambuff01_on.png
2F445165,icon_abilearboard/icon_alb01_teambuff01_on.png
8CD135FB,icon_abilearboard/icon_alb01_teambuff01_on.png
1AE1328C,icon_abilearboard/icon_alb01_teambuff01_on.png
A0B03B15,icon_abilearboard/icon_alb01_teambuff01_on.png
36803C62,icon_abilearboard/icon_alb01_teambuff01_on.png
A79D83F2,icon_abilearboard/icon_alb01_teambuff01_on.png
31AD8485,icon_abilearboard/icon_alb01_teambuff01_on.png
166E54BD,icon_abilearboard/icon_alb01_teambuff11_on.png
ED8AEA99,icon_abilearboard/icon_alb01_teambuff11_on.png
57DBE300,icon_abilearboard/icon_alb01_teambuff11_on.png
C1EBE477,icon_abilearboard/icon_alb01_teambuff11_on.png
627E80E9,icon_abilearboard/icon_alb01_teambuff11_on.png
F44E879E,icon_abilearboard/icon_alb01_teambuff11_on.png
4E1F8E07,icon_abilearboard/icon_alb01_teambuff11_on.png
D82F8970,icon_abilearboard/icon_alb01_teambuff11_on.png
493236E0,icon_abilearboard/icon_alb01_teambuff11_on.png
DF023197,icon_abilearboard/icon_alb01_teambuff11_on.png
805E53CA,icon_abilearboard/icon_alb01_teambuff12_on.png
88ED5621,icon_abilearboard/icon_alb01_teambuff12_on.png
32BC5FB8,icon_abilearboard/icon_alb01_teambuff12_on.png
A48C58CF,icon_abilearboard/icon_alb01_teambuff12_on.png
07193C51,icon_abilearboard/icon_alb01_teambuff12_on.png
91293B26,icon_abilearboard/icon_alb01_teambuff12_on.png
2B7832BF,icon_abilearboard/icon_alb01_teambuff12_on.png
BD4835C8,icon_abilearboard/icon_alb01_teambuff12_on.png
2C558A58,icon_abilearboard/icon_alb01_teambuff12_on.png
BA658D2F,icon_abilearboard/icon_alb01_teambuff12_on.png
1143EC5A,icon_abilearboard/icon_alb01_teambuff13_on.png
DEFD3579,icon_abilearboard/icon_alb01_teambuff13_on.png
64AC3CE0,icon_abilearboard/icon_alb01_teambuff13_on.png
F29C3B97,icon_abilearboard/icon_alb01_teambuff13_on.png
51095F09,icon_abilearboard/icon_alb01_teambuff13_on.png
C739587E,icon_abilearboard/icon_alb01_teambuff13_on.png
7D6851E7,icon_abilearboard/icon_alb01_teambuff13_on.png
EB585690,icon_abilearboard/icon_alb01_teambuff13_on.png
7A45E900,icon_abilearboard/icon_alb01_teambuff13_on.png
EC75EE77,icon_abilearboard/icon_alb01_teambuff13_on.png
8773EB2D,icon_abilearboard/icon_alb01_teambuff01_on.png
BB9A89C1,icon_abilearboard/icon_alb01_teambuff01_on.png
01CB8058,icon_abilearboard/icon_alb01_teambuff01_on.png
97FB872F,icon_abilearboard/icon_alb01_teambuff01_on.png
346EE3B1,icon_abilearboard/icon_alb01_teambuff01_on.png
E0981A7F,icon_abilearboard/icon_alb01_teambuff01_on.png
E1AF21FB,icon_abilearboard/icon_alb01_teambuff01_on.png
5BFE2862,icon_abilearboard/icon_alb01_teambuff01_on.png
CDCE2F15,icon_abilearboard/icon_alb01_teambuff01_on.png
6E5B4B8B,icon_abilearboard/icon_alb01_teambuff01_on.png
76A81D08,icon_abilearboard/icon_alb01_teambuff11_on.png
84C89D43,icon_abilearboard/icon_alb01_teambuff11_on.png
3E9994DA,icon_abilearboard/icon_alb01_teambuff11_on.png
A8A993AD,icon_abilearboard/icon_alb01_teambuff11_on.png
0B3CF733,icon_abilearboard/icon_alb01_teambuff11_on.png
CCF91491,icon_abilearboard/icon_alb01_teambuff11_on.png
6A672851,icon_abilearboard/icon_alb01_teambuff11_on.png
D03621C8,icon_abilearboard/icon_alb01_teambuff11_on.png
460626BF,icon_abilearboard/icon_alb01_teambuff11_on.png
E5934221,icon_abilearboard/icon_alb01_teambuff11_on.png
5AC913E6,icon_abilearboard/icon_alb01_teambuff12_on.png
0F0094E9,icon_abilearboard/icon_alb01_teambuff12_on.png
B5519D70,icon_abilearboard/icon_alb01_teambuff12_on.png
23619A07,icon_abilearboard/icon_alb01_teambuff12_on.png
80F4FE99,icon_abilearboard/icon_alb01_teambuff12_on.png
F95C7778,icon_abilearboard/icon_alb01_teambuff12_on.png
B6384374,icon_abilearboard/icon_alb01_teambuff12_on.png
0C694AED,icon_abilearboard/icon_alb01_teambuff12_on.png
9A594D9A,icon_abilearboard/icon_alb01_teambuff12_on.png
39CC2904,icon_abilearboard/icon_alb01_teambuff12_on.png
6F6C700F,icon_abilearboard/icon_alb01_teambuff13_on.png
D35FFFCC,icon_abilearboard/icon_alb01_teambuff13_on.png
690EF655,icon_abilearboard/icon_alb01_teambuff13_on.png
FF3EF122,icon_abilearboard/icon_alb01_teambuff13_on.png
5CAB95BC,icon_abilearboard/icon_alb01_teambuff13_on.png
D53D7996,icon_abilearboard/icon_alb01_teambuff13_on.png
3DF04ADE,icon_abilearboard/icon_alb01_teambuff13_on.png
87A14347,icon_abilearboard/icon_alb01_teambuff13_on.png
11914430,icon_abilearboard/icon_alb01_teambuff13_on.png
B20420AE,icon_abilearboard/icon_alb01_teambuff13_on.png
430D7EE1,icon_abilearboard/icon_alb01_teambuff01_on.png
5897F666,icon_abilearboard/icon_alb01_teambuff01_on.png
E2C6FFFF,icon_abilearboard/icon_alb01_teambuff01_on.png
74F6F888,icon_abilearboard/icon_alb01_teambuff01_on.png
D7639C16,icon_abilearboard/icon_alb01_teambuff01_on.png
D210C171,icon_abilearboard/icon_alb01_teambuff01_on.png
0E87953E,icon_abilearboard/icon_alb01_teambuff01_on.png
B4D69CA7,icon_abilearboard/icon_alb01_teambuff01_on.png
22E69BD0,icon_abilearboard/icon_alb01_teambuff01_on.png
8173FF4E,icon_abilearboard/icon_alb01_teambuff01_on.png
4420C606,icon_abilearboard/icon_alb01_teambuff11_on.png
6BE02986,icon_abilearboard/icon_alb01_teambuff11_on.png
D1B1201F,icon_abilearboard/icon_alb01_teambuff11_on.png
47812768,icon_abilearboard/icon_alb01_teambuff11_on.png
E41443F6,icon_abilearboard/icon_alb01_teambuff11_on.png
A1A90166,icon_abilearboard/icon_alb01_teambuff11_on.png
518641C6,icon_abilearboard/icon_alb01_teambuff11_on.png
EBD7485F,icon_abilearboard/icon_alb01_teambuff11_on.png
7DE74F28,icon_abilearboard/icon_alb01_teambuff11_on.png
DE722BB6,icon_abilearboard/icon_alb01_teambuff11_on.png
37990611,icon_abilearboard/icon_alb01_teambuff13_on.png
34E1FD7E,icon_abilearboard/icon_alb01_teambuff13_on.png
8EB0F4E7,icon_abilearboard/icon_alb01_teambuff13_on.png
1880F390,icon_abilearboard/icon_alb01_teambuff13_on.png
BB15970E,icon_abilearboard/icon_alb01_teambuff13_on.png
8DC80F88,icon_abilearboard/icon_alb01_teambuff13_on.png
DA4E486C,icon_abilearboard/icon_alb01_teambuff13_on.png
601F41F5,icon_abilearboard/icon_alb01_teambuff13_on.png
F62F4682,icon_abilearboard/icon_alb01_teambuff13_on.png
55BA221C,icon_abilearboard/icon_alb01_teambuff13_on.png
1BF808FF,icon_abilearboard/icon_alb01_teambuff11_on.png
BF29F4D4,icon_abilearboard/icon_alb01_teambuff11_on.png
0578FD4D,icon_abilearboard/icon_alb01_teambuff11_on.png
9348FA3A,icon_abilearboard/icon_alb01_teambuff11_on.png
30DD9EA4,icon_abilearboard/icon_alb01_teambuff11_on.png
B86D6C61,icon_abilearboard/icon_alb01_teambuff11_on.png
06112349,icon_abilearboard/icon_alb01_teambuff11_on.png
BC402AD0,icon_abilearboard/icon_alb01_teambuff11_on.png
2A702DA7,icon_abilearboard/icon_alb01_teambuff11_on.png
89E54939,icon_abilearboard/icon_alb01_teambuff11_on.png
2E5D6B16,icon_abilearboard/icon_alb01_teambuff12_on.png
63769FF1,icon_abilearboard/icon_alb01_teambuff12_on.png
D9279668,icon_abilearboard/icon_alb01_teambuff12_on.png
4F17911F,icon_abilearboard/icon_alb01_teambuff12_on.png
EC82F581,icon_abilearboard/icon_alb01_teambuff12_on.png
940C628F,icon_abilearboard/icon_alb01_teambuff12_on.png
8DD92AE3,icon_abilearboard/icon_alb01_teambuff12_on.png
3788237A,icon_abilearboard/icon_alb01_teambuff12_on.png
A1B8240D,icon_abilearboard/icon_alb01_teambuff12_on.png
022D4093,icon_abilearboard/icon_alb01_teambuff12_on.png
023C65F8,icon_abilearboard/icon_alb01_teambuff11_on.png
E8BE965B,icon_abilearboard/icon_alb01_teambuff11_on.png
52EF9FC2,icon_abilearboard/icon_alb01_teambuff11_on.png
C4DF98B5,icon_abilearboard/icon_alb01_teambuff11_on.png
674AFC2B,icon_abilearboard/icon_alb01_teambuff11_on.png
F17AFB5C,icon_abilearboard/icon_alb01_teambuff11_on.png
4B2BF2C5,icon_abilearboard/icon_alb01_teambuff11_on.png
DD1BF5B2,icon_abilearboard/icon_alb01_teambuff11_on.png
4C064A22,icon_abilearboard/icon_alb01_teambuff11_on.png
DA364D55,icon_abilearboard/icon_alb01_teambuff11_on.png
9321DA68,icon_abilearboard/icon_alb01_teambuff01_on.png
BEAEF503,icon_abilearboard/icon_alb01_teambuff01_on.png
04FFFC9A,icon_abilearboard/icon_alb01_teambuff01_on.png
92CFFBED,icon_abilearboard/icon_alb01_teambuff01_on.png
315A9F73,icon_abilearboard/icon_alb01_teambuff01_on.png
0511DD1F,icon_abilearboard/icon_alb01_teambuff01_on.png
DBC949BB,icon_abilearboard/icon_alb01_teambuff01_on.png
61984022,icon_abilearboard/icon_alb01_teambuff01_on.png
F7A84755,icon_abilearboard/icon_alb01_teambuff01_on.png
543D23CB,icon_abilearboard/icon_alb01_teambuff01_on.png
663F4029,icon_abilearboard/icon_alb01_teambuff11_on.png
415A6174,icon_abilearboard/icon_alb01_teambuff11_on.png
FB0B68ED,icon_abilearboard/icon_alb01_teambuff11_on.png
6D3B6F9A,icon_abilearboard/icon_alb01_teambuff11_on.png
CEAE0B04,icon_abilearboard/icon_alb01_teambuff11_on.png
F00F475E,icon_abilearboard/icon_alb01_teambuff11_on.png
243DDDCC,icon_abilearboard/icon_alb01_teambuff11_on.png
9E6CD455,icon_abilearboard/icon_alb01_teambuff11_on.png
085CD322,icon_abilearboard/icon_alb01_teambuff11_on.png
ABC9B7BC,icon_abilearboard/icon_alb01_teambuff11_on.png
4A5E4EC7,icon_abilearboard/icon_alb01_teambuff12_on.png
CA9268DE,icon_abilearboard/icon_alb01_teambuff12_on.png
70C36147,icon_abilearboard/icon_alb01_teambuff12_on.png
E6F36630,icon_abilearboard/icon_alb01_teambuff12_on.png
456602AE,icon_abilearboard/icon_alb01_teambuff12_on.png
DC6E49B0,icon_abilearboard/icon_alb01_teambuff12_on.png
AFF5D466,icon_abilearboard/icon_alb01_teambuff12_on.png
15A4DDFF,icon_abilearboard/icon_alb01_teambuff12_on.png
8394DA88,icon_abilearboard/icon_alb01_teambuff12_on.png
2001BE16,icon_abilearboard/icon_alb01_teambuff12_on.png
7FFB2D2E,icon_abilearboard/icon_alb01_teambuff11_on.png
16CD03FB,icon_abilearboard/icon_alb01_teambuff11_on.png
AC9C0A62,icon_abilearboard/icon_alb01_teambuff11_on.png
3AAC0D15,icon_abilearboard/icon_alb01_teambuff11_on.png
9939698B,icon_abilearboard/icon_alb01_teambuff11_on.png
0F096EFC,icon_abilearboard/icon_alb01_teambuff11_on.png
B5586765,icon_abilearboard/icon_alb01_teambuff11_on.png
23686012,icon_abilearboard/icon_alb01_teambuff11_on.png
B275DF82,icon_abilearboard/icon_alb01_teambuff11_on.png
2445D8F5,icon_abilearboard/icon_alb01_teambuff11_on.png
E9CB2A59,icon_abilearboard/icon_alb01_teambuff11_on.png
73AABF43,icon_abilearboard/icon_alb01_teambuff11_on.png
C9FBB6DA,icon_abilearboard/icon_alb01_teambuff11_on.png
5FCBB1AD,icon_abilearboard/icon_alb01_teambuff11_on.png
FC5ED533,icon_abilearboard/icon_alb01_teambuff11_on.png
539A23C0,icon_abilearboard/icon_alb01_teambuff11_on.png
9D050A51,icon_abilearboard/icon_alb01_teambuff11_on.png
275403C8,icon_abilearboard/icon_alb01_teambuff11_on.png
B16404BF,icon_abilearboard/icon_alb01_teambuff11_on.png
12F16021,icon_abilearboard/icon_alb01_teambuff11_on.png
C5AA24B7,icon_abilearboard/icon_alb01_teambuff12_on.png
F862B6E9,icon_abilearboard/icon_alb01_teambuff12_on.png
4233BF70,icon_abilearboard/icon_alb01_teambuff12_on.png
D403B807,icon_abilearboard/icon_alb01_teambuff12_on.png
7796DC99,icon_abilearboard/icon_alb01_teambuff12_on.png
54B79B27,icon_abilearboard/icon_alb01_teambuff12_on.png
AE72D5B1,icon_abilearboard/icon_alb01_teambuff12_on.png
1423DC28,icon_abilearboard/icon_alb01_teambuff12_on.png
8213DB5F,icon_abilearboard/icon_alb01_teambuff12_on.png
2186BFC1,icon_abilearboard/icon_alb01_teambuff12_on.png
C2879C50,icon_abilearboard/icon_alb01_teambuff11_on.png
CB156909,icon_abilearboard/icon_alb01_teambuff11_on.png
71446090,icon_abilearboard/icon_alb01_teambuff11_on.png
E77467E7,icon_abilearboard/icon_alb01_teambuff11_on.png
44E10379,icon_abilearboard/icon_alb01_teambuff11_on.png
D2D1040E,icon_abilearboard/icon_alb01_teambuff11_on.png
68800D97,icon_abilearboard/icon_alb01_teambuff11_on.png
FEB00AE0,icon_abilearboard/icon_alb01_teambuff11_on.png
6FADB570,icon_abilearboard/icon_alb01_teambuff11_on.png
F99DB207,icon_abilearboard/icon_alb01_teambuff11_on.png
270E5B30,icon_abilearboard/icon_alb01_teambuff17_on.png
F1730149,icon_abilearboard/icon_alb01_teambuff17_on.png
4B2208D0,icon_abilearboard/icon_alb01_teambuff17_on.png
DD120FA7,icon_abilearboard/icon_alb01_teambuff17_on.png
7E876B39,icon_abilearboard/icon_alb01_teambuff17_on.png
B13E5C47,icon_abilearboard/icon_alb01_teambuff17_on.png
9414BDF1,icon_abilearboard/icon_alb01_teambuff17_on.png
2E45B468,icon_abilearboard/icon_alb01_teambuff17_on.png
B875B31F,icon_abilearboard/icon_alb01_teambuff17_on.png
1BE0D781,icon_abilearboard/icon_alb01_teambuff17_on.png
0B6F55DE,icon_abilearboard/icon_alb01_teambuff03_on.png
7ABB08E3,icon_abilearboard/icon_alb01_teambuff03_on.png
C0EA017A,icon_abilearboard/icon_alb01_teambuff03_on.png
56DA060D,icon_abilearboard/icon_alb01_teambuff03_on.png
F54F6293,icon_abilearboard/icon_alb01_teambuff03_on.png
9D5F52A9,icon_abilearboard/icon_alb01_teambuff03_on.png
1FDCB45B,icon_abilearboard/icon_alb01_teambuff03_on.png
A58DBDC2,icon_abilearboard/icon_alb01_teambuff03_on.png
33BDBAB5,icon_abilearboard/icon_alb01_teambuff03_on.png
9028DE2B,icon_abilearboard/icon_alb01_teambuff03_on.png
3ECA3637,icon_abilearboard/icon_alb01_teambuff03_on.png
A6E463C6,icon_abilearboard/icon_alb01_teambuff03_on.png
1CB56A5F,icon_abilearboard/icon_alb01_teambuff03_on.png
8A856D28,icon_abilearboard/icon_alb01_teambuff03_on.png
291009B6,icon_abilearboard/icon_alb01_teambuff03_on.png
A8FA3140,icon_abilearboard/icon_alb01_teambuff03_on.png
C383DF7E,icon_abilearboard/icon_alb01_teambuff03_on.png
79D2D6E7,icon_abilearboard/icon_alb01_teambuff03_on.png
EFE2D190,icon_abilearboard/icon_alb01_teambuff03_on.png
4C77B50E,icon_abilearboard/icon_alb01_teambuff03_on.png
12AB38D9,icon_abilearboard/icon_alb01_teambuff03_on.png
2D2C6A6C,icon_abilearboard/icon_alb01_teambuff03_on.png
977D63F5,icon_abilearboard/icon_alb01_teambuff03_on.png
014D6482,icon_abilearboard/icon_alb01_teambuff03_on.png
A2D8001C,icon_abilearboard/icon_alb01_teambuff03_on.png
849B3FAE,icon_abilearboard/icon_alb01_teambuff03_on.png
484BD6D4,icon_abilearboard/icon_alb01_teambuff03_on.png
F21ADF4D,icon_abilearboard/icon_alb01_teambuff03_on.png
642AD83A,icon_abilearboard/icon_alb01_teambuff03_on.png
C7BFBCA4,icon_abilearboard/icon_alb01_teambuff03_on.png
1586803E,icon_abilearboard/icon_alb01_teambuff03_on.png
1E5BB58C,icon_abilearboard/icon_alb01_teambuff03_on.png
A40ABC15,icon_abilearboard/icon_alb01_teambuff03_on.png
323ABB62,icon_abilearboard/icon_alb01_teambuff03_on.png
91AFDFFC,icon_abilearboard/icon_alb01_teambuff03_on.png
83B68749,icon_abilearboard/icon_alb01_teambuff03_on.png
7B3C0934,icon_abilearboard/icon_alb01_teambuff03_on.png
C16D00AD,icon_abilearboard/icon_alb01_teambuff03_on.png
575D07DA,icon_abilearboard/icon_alb01_teambuff03_on.png
F4C86344,icon_abilearboard/icon_alb01_teambuff03_on.png
E45D761B,icon_abilearboard/icon_alb01_teambuff15_on.png
2109A10E,icon_abilearboard/icon_alb01_teambuff15_on.png
9B58A897,icon_abilearboard/icon_alb01_teambuff15_on.png
0D68AFE0,icon_abilearboard/icon_alb01_teambuff15_on.png
AEFDCB7E,icon_abilearboard/icon_alb01_teambuff15_on.png
726D716C,icon_abilearboard/icon_alb01_teambuff15_on.png
446E1DB6,icon_abilearboard/icon_alb01_teambuff15_on.png
FE3F142F,icon_abilearboard/icon_alb01_teambuff15_on.png
680F1358,icon_abilearboard/icon_alb01_teambuff15_on.png
CB9A77C6,icon_abilearboard/icon_alb01_teambuff15_on.png
C83C78F5,icon_abilearboard/icon_alb01_teambuff12_on.png
AAC1A8A4,icon_abilearboard/icon_alb01_teambuff12_on.png
1090A13D,icon_abilearboard/icon_alb01_teambuff12_on.png
86A0A64A,icon_abilearboard/icon_alb01_teambuff12_on.png
2535C2D4,icon_abilearboard/icon_alb01_teambuff12_on.png
5E0C7F82,icon_abilearboard/icon_alb01_teambuff12_on.png
CFA6141C,icon_abilearboard/icon_alb01_teambuff12_on.png
75F71D85,icon_abilearboard/icon_alb01_teambuff12_on.png
E3C71AF2,icon_abilearboard/icon_alb01_teambuff12_on.png
40527E6C,icon_abilearboard/icon_alb01_teambuff12_on.png
FD991B1C,icon_abilearboard/icon_alb01_teambuff11_on.png
