# Pasivas de entrenadores y gerentes por rol, arquetipo y clave (100 = Diamante). NOTAS O-163.
# pasiva_id como en la partida. Lo genera herramientas/construir_pasivas_personal.py.
rol,arquetipo,clave,ranura,pasiva_id
entrenador,1,11,1,34996BEC
entrenador,1,11,2,1FD5DDE5
entrenador,1,11,3,59C97E1B
entrenador,1,11,4,2A26BAC2
entrenador,1,11,5,599F7AD5
entrenador,1,12,1,34996BEC
entrenador,1,12,2,1FD5DDE5
entrenador,1,12,3,75A870F5
entrenador,1,12,4,2A26BAC2
entrenador,1,12,5,BC16BDB5
entrenador,1,13,1,013C0805
entrenador,1,13,2,18F86502
entrenador,1,13,3,400D131C
entrenador,1,13,4,599F7AD5
entrenador,1,13,5,CFAF7DA2
entrenador,1,14,1,013C0805
entrenador,1,14,2,8EC86275
entrenador,1,14,3,6C6C1DF2
entrenador,1,14,4,2A26BAC2
entrenador,1,14,5,BC16BDB5
entrenador,1,100,1,47CBD26A
entrenador,1,100,2,47CBD26A
entrenador,1,100,3,FD9ADBF3
entrenador,1,100,4,FD9ADBF3
entrenador,1,100,5,FD9ADBF3
entrenador,2,1,1,BB6D019C
entrenador,2,1,2,A2A96C9B
entrenador,2,1,3,E3987782
entrenador,2,1,4,33E2D7C5
entrenador,2,1,5,0647B42C
entrenador,2,2,1,BB6D019C
entrenador,2,2,2,A2A96C9B
entrenador,2,2,3,6C6C1DF2
entrenador,2,2,4,33E2D7C5
entrenador,2,2,5,A5D2D0B2
entrenador,2,3,1,BB6D019C
entrenador,2,3,2,A2A96C9B
entrenador,2,3,3,FA5C1A85
entrenador,2,3,4,0647B42C
entrenador,2,3,5,89B3DE5C
entrenador,2,4,1,013C0805
entrenador,2,4,2,18F86502
entrenador,2,4,3,6C6C1DF2
entrenador,2,4,4,33E2D7C5
entrenador,2,4,5,0647B42C
entrenador,2,5,1,013C0805
entrenador,2,5,2,18F86502
entrenador,2,5,3,400D131C
entrenador,2,5,4,33E2D7C5
entrenador,2,5,5,A5D2D0B2
entrenador,2,6,1,013C0805
entrenador,2,6,2,18F86502
entrenador,2,6,3,89E5DA92
entrenador,2,6,4,0647B42C
entrenador,2,6,5,89B3DE5C
entrenador,2,7,1,970C0F72
entrenador,2,7,2,8EC86275
entrenador,2,7,3,FA5C1A85
entrenador,2,7,4,33E2D7C5
entrenador,2,7,5,0647B42C
entrenador,2,8,1,970C0F72
entrenador,2,8,2,8EC86275
entrenador,2,8,3,89E5DA92
entrenador,2,8,4,0647B42C
entrenador,2,8,5,A5D2D0B2
entrenador,2,9,1,970C0F72
entrenador,2,9,2,8EC86275
entrenador,2,9,3,D63D146B
entrenador,2,9,4,A5D2D0B2
entrenador,2,9,5,89B3DE5C
entrenador,2,10,1,34996BEC
entrenador,2,10,2,1FD5DDE5
entrenador,2,10,3,89E5DA92
entrenador,2,10,4,33E2D7C5
entrenador,2,10,5,0647B42C
entrenador,2,11,1,34996BEC
entrenador,2,11,2,1FD5DDE5
entrenador,2,11,3,59C97E1B
entrenador,2,11,4,0647B42C
entrenador,2,11,5,A5D2D0B2
entrenador,2,12,1,34996BEC
entrenador,2,12,2,1FD5DDE5
entrenador,2,12,3,75A870F5
entrenador,2,12,4,A5D2D0B2
entrenador,2,12,5,89B3DE5C
entrenador,2,13,1,013C0805
entrenador,2,13,2,18F86502
entrenador,2,13,3,6C6C1DF2
entrenador,2,13,4,33E2D7C5
entrenador,2,13,5,3E748B87
entrenador,2,14,1,BB6D019C
entrenador,2,14,2,8EC86275
entrenador,2,14,3,89E5DA92
entrenador,2,14,4,3E748B87
entrenador,2,14,5,A5D2D0B2
entrenador,2,100,1,1F3EA474
entrenador,2,100,2,1F3EA474
entrenador,2,100,3,A56FADED
entrenador,2,100,4,A56FADED
entrenador,2,100,5,A56FADED
entrenador,3,1,1,BB6D019C
entrenador,3,1,2,A2A96C9B
entrenador,3,1,3,E3987782
entrenador,3,1,4,5EB2C232
entrenador,3,1,5,C882C545
entrenador,3,2,1,BB6D019C
entrenador,3,2,2,A2A96C9B
entrenador,3,2,3,6C6C1DF2
entrenador,3,2,4,5EB2C232
entrenador,3,2,5,72D3CCDC
entrenador,3,3,1,BB6D019C
entrenador,3,3,2,A2A96C9B
entrenador,3,3,3,FA5C1A85
entrenador,3,3,4,C882C545
entrenador,3,3,5,72D3CCDC
entrenador,3,4,1,013C0805
entrenador,3,4,2,18F86502
entrenador,3,4,3,6C6C1DF2
entrenador,3,4,4,5EB2C232
entrenador,3,4,5,C882C545
entrenador,3,5,1,013C0805
entrenador,3,5,2,18F86502
entrenador,3,5,3,400D131C
entrenador,3,5,4,5EB2C232
entrenador,3,5,5,72D3CCDC
entrenador,3,6,1,013C0805
entrenador,3,6,2,18F86502
entrenador,3,6,3,89E5DA92
entrenador,3,6,4,C882C545
entrenador,3,6,5,72D3CCDC
entrenador,3,7,1,970C0F72
entrenador,3,7,2,8EC86275
entrenador,3,7,3,FA5C1A85
entrenador,3,7,4,5EB2C232
entrenador,3,7,5,C882C545
entrenador,3,8,1,970C0F72
entrenador,3,8,2,8EC86275
entrenador,3,8,3,89E5DA92
entrenador,3,8,4,5EB2C232
entrenador,3,8,5,72D3CCDC
entrenador,3,9,1,970C0F72
entrenador,3,9,2,8EC86275
entrenador,3,9,3,D63D146B
entrenador,3,9,4,C882C545
entrenador,3,9,5,72D3CCDC
entrenador,3,10,1,34996BEC
entrenador,3,10,2,1FD5DDE5
entrenador,3,10,3,89E5DA92
entrenador,3,10,4,5EB2C232
entrenador,3,10,5,C882C545
entrenador,3,11,1,34996BEC
entrenador,3,11,2,1FD5DDE5
entrenador,3,11,3,59C97E1B
entrenador,3,11,4,5EB2C232
entrenador,3,11,5,72D3CCDC
entrenador,3,12,1,34996BEC
entrenador,3,12,2,1FD5DDE5
entrenador,3,12,3,75A870F5
entrenador,3,12,4,C882C545
entrenador,3,12,5,72D3CCDC
entrenador,3,13,1,013C0805
entrenador,3,13,2,18F86502
entrenador,3,13,3,400D131C
entrenador,3,13,4,5EB2C232
entrenador,3,13,5,72D3CCDC
entrenador,3,14,1,34996BEC
entrenador,3,14,2,A2A96C9B
entrenador,3,14,3,FA5C1A85
entrenador,3,14,4,C882C545
entrenador,3,14,5,9DE1EF19
entrenador,3,100,1,726EB183
entrenador,3,100,2,726EB183
entrenador,3,100,3,D1FBD51D
entrenador,3,100,4,D1FBD51D
entrenador,3,100,5,D1FBD51D
entrenador,4,1,1,BB6D019C
entrenador,4,1,2,A2A96C9B
entrenador,4,1,3,E3987782
entrenador,4,1,4,1F83D92B
entrenador,4,1,5,8E9E66BB
entrenador,4,2,1,BB6D019C
entrenador,4,2,2,A2A96C9B
entrenador,4,2,3,6C6C1DF2
entrenador,4,2,4,1F83D92B
entrenador,4,2,5,7F45909E
entrenador,4,3,1,BB6D019C
entrenador,4,3,2,A2A96C9B
entrenador,4,3,3,FA5C1A85
entrenador,4,3,4,8E9E66BB
entrenador,4,3,5,18AE61CC
entrenador,4,4,1,013C0805
entrenador,4,4,2,18F86502
entrenador,4,4,3,6C6C1DF2
entrenador,4,4,4,1F83D92B
entrenador,4,4,5,8E9E66BB
entrenador,4,5,1,013C0805
entrenador,4,5,2,18F86502
entrenador,4,5,3,400D131C
entrenador,4,5,4,1F83D92B
entrenador,4,5,5,7F45909E
entrenador,4,6,1,013C0805
entrenador,4,6,2,18F86502
entrenador,4,6,3,89E5DA92
entrenador,4,6,4,8E9E66BB
entrenador,4,6,5,18AE61CC
entrenador,4,7,1,970C0F72
entrenador,4,7,2,8EC86275
entrenador,4,7,3,FA5C1A85
entrenador,4,7,4,1F83D92B
entrenador,4,7,5,7F45909E
entrenador,4,8,1,970C0F72
entrenador,4,8,2,8EC86275
entrenador,4,8,3,89E5DA92
entrenador,4,8,4,8E9E66BB
entrenador,4,8,5,18AE61CC
entrenador,4,9,1,970C0F72
entrenador,4,9,2,8EC86275
entrenador,4,9,3,D63D146B
entrenador,4,9,4,7F45909E
entrenador,4,9,5,18AE61CC
entrenador,4,10,1,34996BEC
entrenador,4,10,2,1FD5DDE5
entrenador,4,10,3,89E5DA92
entrenador,4,10,4,1F83D92B
entrenador,4,10,5,7F45909E
entrenador,4,11,1,34996BEC
entrenador,4,11,2,1FD5DDE5
entrenador,4,11,3,59C97E1B
entrenador,4,11,4,8E9E66BB
entrenador,4,11,5,18AE61CC
entrenador,4,12,1,34996BEC
entrenador,4,12,2,1FD5DDE5
entrenador,4,12,3,75A870F5
entrenador,4,12,4,7F45909E
entrenador,4,12,5,18AE61CC
entrenador,4,13,1,013C0805
entrenador,4,13,2,18F86502
entrenador,4,13,3,89E5DA92
entrenador,4,13,4,8E9E66BB
entrenador,4,13,5,18AE61CC
entrenador,4,14,1,34996BEC
entrenador,4,14,2,8EC86275
entrenador,4,14,3,400D131C
entrenador,4,14,4,7F45909E
entrenador,4,14,5,18AE61CC
entrenador,4,100,1,6BAADC84
entrenador,4,100,2,6BAADC84
entrenador,4,100,3,FAB76314
entrenador,4,100,4,FAB76314
entrenador,4,100,5,FAB76314
entrenador,5,1,1,BB6D019C
entrenador,5,1,2,A2A96C9B
entrenador,5,1,3,E3987782
entrenador,5,1,4,6681FD99
entrenador,5,1,5,53249E70
entrenador,5,2,1,BB6D019C
entrenador,5,2,2,A2A96C9B
entrenador,5,2,3,6C6C1DF2
entrenador,5,2,4,6681FD99
entrenador,5,2,5,E97597E9
entrenador,5,3,1,BB6D019C
entrenador,5,3,2,A2A96C9B
entrenador,5,3,3,FA5C1A85
entrenador,5,3,4,53249E70
entrenador,5,3,5,C5149907
entrenador,5,4,1,013C0805
entrenador,5,4,2,18F86502
entrenador,5,4,3,6C6C1DF2
entrenador,5,4,4,6681FD99
entrenador,5,4,5,53249E70
entrenador,5,5,1,013C0805
entrenador,5,5,2,18F86502
entrenador,5,5,3,400D131C
entrenador,5,5,4,6681FD99
entrenador,5,5,5,E97597E9
entrenador,5,6,1,013C0805
entrenador,5,6,2,18F86502
entrenador,5,6,3,89E5DA92
entrenador,5,6,4,53249E70
entrenador,5,6,5,C5149907
entrenador,5,7,1,970C0F72
entrenador,5,7,2,8EC86275
entrenador,5,7,3,FA5C1A85
entrenador,5,7,4,6681FD99
entrenador,5,7,5,E97597E9
entrenador,5,8,1,970C0F72
entrenador,5,8,2,8EC86275
entrenador,5,8,3,89E5DA92
entrenador,5,8,4,53249E70
entrenador,5,8,5,C5149907
entrenador,5,9,1,970C0F72
entrenador,5,9,2,8EC86275
entrenador,5,9,3,D63D146B
entrenador,5,9,4,E97597E9
entrenador,5,9,5,C5149907
entrenador,5,10,1,34996BEC
entrenador,5,10,2,1FD5DDE5
entrenador,5,10,3,89E5DA92
entrenador,5,10,4,6681FD99
entrenador,5,10,5,E97597E9
entrenador,5,11,1,34996BEC
entrenador,5,11,2,1FD5DDE5
entrenador,5,11,3,59C97E1B
entrenador,5,11,4,53249E70
entrenador,5,11,5,C5149907
entrenador,5,12,1,34996BEC
entrenador,5,12,2,1FD5DDE5
entrenador,5,12,3,75A870F5
entrenador,5,12,4,E97597E9
entrenador,5,12,5,C5149907
entrenador,5,13,1,013C0805
entrenador,5,13,2,18F86502
entrenador,5,13,3,400D131C
entrenador,5,13,4,6681FD99
entrenador,5,13,5,E97597E9
entrenador,5,14,1,BB6D019C
entrenador,5,14,2,18F86502
entrenador,5,14,3,75A870F5
entrenador,5,14,4,6681FD99
entrenador,5,14,5,C5149907
entrenador,5,100,1,6C876463
entrenador,5,100,2,6C876463
entrenador,5,100,3,890EA303
entrenador,5,100,4,890EA303
entrenador,5,100,5,890EA303
gerente,0,1,1,897F8B89
gerente,0,1,2,90BBE68E
gerente,0,1,3,D18AFD97
gerente,0,1,4,59052BCE
gerente,0,1,5,E3542257
gerente,0,2,1,897F8B89
gerente,0,2,2,90BBE68E
gerente,0,2,3,5E7E97E7
gerente,0,2,4,59052BCE
gerente,0,2,5,75642520
gerente,0,3,1,897F8B89
gerente,0,3,2,90BBE68E
gerente,0,3,3,C84E9090
gerente,0,3,4,E3542257
gerente,0,3,5,D6F141BE
gerente,0,4,1,332E8210
gerente,0,4,2,2AEAEF17
gerente,0,4,3,5E7E97E7
gerente,0,4,4,59052BCE
gerente,0,4,5,E3542257
gerente,0,5,1,332E8210
gerente,0,5,2,2AEAEF17
gerente,0,5,3,721F9909
gerente,0,5,4,59052BCE
gerente,0,5,5,75642520
gerente,0,6,1,332E8210
gerente,0,6,2,2AEAEF17
gerente,0,6,3,BBF75087
gerente,0,6,4,E3542257
gerente,0,6,5,D6F141BE
gerente,0,7,1,A51E8567
gerente,0,7,2,BCDAE860
gerente,0,7,3,C84E9090
gerente,0,7,4,59052BCE
gerente,0,7,5,E3542257
gerente,0,8,1,A51E8567
gerente,0,8,2,BCDAE860
gerente,0,8,3,BBF75087
gerente,0,8,4,75642520
gerente,0,8,5,D6F141BE
gerente,0,9,1,A51E8567
gerente,0,9,2,BCDAE860
gerente,0,9,3,E42F9E7E
gerente,0,9,4,75642520
gerente,0,9,5,D6F141BE
gerente,0,10,1,068BE1F9
gerente,0,10,2,2DC757F0
gerente,0,10,3,BBF75087
gerente,0,10,4,59052BCE
gerente,0,10,5,E3542257
gerente,0,11,1,068BE1F9
gerente,0,11,2,2DC757F0
gerente,0,11,3,6BDBF40E
gerente,0,11,4,75642520
gerente,0,11,5,D6F141BE
gerente,0,12,1,068BE1F9
gerente,0,12,2,2DC757F0
gerente,0,12,3,47BAFAE0
gerente,0,12,4,75642520
gerente,0,12,5,D6F141BE
gerente,0,13,1,FDEBF379
gerente,0,13,2,6CF64CE9
gerente,0,13,3,47BAFAE0
gerente,0,13,4,E3542257
gerente,0,13,5,C2A370FB
gerente,0,14,1,332E8210
gerente,0,14,2,FDEBF379
gerente,0,14,3,721F9909
gerente,0,14,4,75642520
gerente,0,14,5,C2A370FB
gerente,0,100,1,6C1D3578
gerente,0,100,2,6C1D3578
gerente,0,100,3,D64C3CE1
gerente,0,100,4,D64C3CE1
gerente,0,100,5,D64C3CE1
gerente,1,1,1,897F8B89
gerente,1,1,2,90BBE68E
gerente,1,1,3,D18AFD97
gerente,1,1,4,A265394E
gerente,1,1,5,FDBDF7B7
gerente,1,2,1,897F8B89
gerente,1,2,2,90BBE68E
gerente,1,2,3,5E7E97E7
gerente,1,2,4,FDBDF7B7
gerente,1,2,5,6B8DF0C0
gerente,1,3,1,897F8B89
gerente,1,3,2,90BBE68E
gerente,1,3,3,C84E9090
gerente,1,3,4,FDBDF7B7
gerente,1,3,5,8E0437A0
gerente,1,4,1,332E8210
gerente,1,4,2,2AEAEF17
gerente,1,4,3,5E7E97E7
gerente,1,4,4,A265394E
gerente,1,4,5,6B8DF0C0
gerente,1,5,1,332E8210
gerente,1,5,2,2AEAEF17
gerente,1,5,3,721F9909
gerente,1,5,4,6B8DF0C0
gerente,1,5,5,FDBDF7B7
gerente,1,6,1,332E8210
gerente,1,6,2,2AEAEF17
gerente,1,6,3,BBF75087
gerente,1,6,4,6B8DF0C0
gerente,1,6,5,8E0437A0
gerente,1,7,1,A51E8567
gerente,1,7,2,BCDAE860
gerente,1,7,3,C84E9090
gerente,1,7,4,A265394E
gerente,1,7,5,8E0437A0
gerente,1,8,1,A51E8567
gerente,1,8,2,BCDAE860
gerente,1,8,3,BBF75087
gerente,1,8,4,8E0437A0
gerente,1,8,5,FDBDF7B7
gerente,1,9,1,A51E8567
gerente,1,9,2,BCDAE860
gerente,1,9,3,E42F9E7E
gerente,1,9,4,8E0437A0
gerente,1,9,5,6B8DF0C0
gerente,1,10,1,068BE1F9
gerente,1,10,2,2DC757F0
gerente,1,10,3,BBF75087
gerente,1,10,4,183430D7
gerente,1,10,5,FDBDF7B7
gerente,1,11,1,068BE1F9
gerente,1,11,2,2DC757F0
gerente,1,11,3,6BDBF40E
gerente,1,11,4,183430D7
gerente,1,11,5,6B8DF0C0
gerente,1,12,1,068BE1F9
gerente,1,12,2,2DC757F0
gerente,1,12,3,47BAFAE0
gerente,1,12,4,183430D7
gerente,1,12,5,8E0437A0
gerente,1,13,1,FDEBF379
gerente,1,13,2,6CF64CE9
gerente,1,13,3,BBF75087
gerente,1,13,4,183430D7
gerente,1,13,5,FDBDF7B7
gerente,1,14,1,332E8210
gerente,1,14,2,FDEBF379
gerente,1,14,3,47BAFAE0
gerente,1,14,4,FDBDF7B7
gerente,1,14,5,8E0437A0
gerente,1,100,1,75D9587F
gerente,1,100,2,75D9587F
gerente,1,100,3,CF8851E6
gerente,1,100,4,CF8851E6
gerente,1,100,5,CF8851E6
gerente,2,1,1,897F8B89
gerente,2,1,2,90BBE68E
gerente,2,1,3,D18AFD97
gerente,2,1,4,01F05DD0
gerente,2,1,5,34553E39
gerente,2,2,1,897F8B89
gerente,2,2,2,90BBE68E
gerente,2,2,3,5E7E97E7
gerente,2,2,4,01F05DD0
gerente,2,2,5,97C05AA7
gerente,2,3,1,897F8B89
gerente,2,3,2,90BBE68E
gerente,2,3,3,C84E9090
gerente,2,3,4,34553E39
gerente,2,3,5,BBA15449
gerente,2,4,1,332E8210
gerente,2,4,2,2AEAEF17
gerente,2,4,3,5E7E97E7
gerente,2,4,4,01F05DD0
gerente,2,4,5,34553E39
gerente,2,5,1,332E8210
gerente,2,5,2,2AEAEF17
gerente,2,5,3,721F9909
gerente,2,5,4,01F05DD0
gerente,2,5,5,97C05AA7
gerente,2,6,1,332E8210
gerente,2,6,2,2AEAEF17
gerente,2,6,3,BBF75087
gerente,2,6,4,34553E39
gerente,2,6,5,BBA15449
gerente,2,7,1,A51E8567
gerente,2,7,2,BCDAE860
gerente,2,7,3,C84E9090
gerente,2,7,4,01F05DD0
gerente,2,7,5,34553E39
gerente,2,8,1,A51E8567
gerente,2,8,2,BCDAE860
gerente,2,8,3,BBF75087
gerente,2,8,4,34553E39
gerente,2,8,5,97C05AA7
gerente,2,9,1,A51E8567
gerente,2,9,2,BCDAE860
gerente,2,9,3,E42F9E7E
gerente,2,9,4,97C05AA7
gerente,2,9,5,BBA15449
gerente,2,10,1,068BE1F9
gerente,2,10,2,2DC757F0
gerente,2,10,3,BBF75087
gerente,2,10,4,01F05DD0
gerente,2,10,5,34553E39
gerente,2,11,1,068BE1F9
gerente,2,11,2,2DC757F0
gerente,2,11,3,6BDBF40E
gerente,2,11,4,34553E39
gerente,2,11,5,97C05AA7
gerente,2,12,1,068BE1F9
gerente,2,12,2,2DC757F0
gerente,2,12,3,47BAFAE0
gerente,2,12,4,97C05AA7
gerente,2,12,5,BBA15449
gerente,2,13,1,FDEBF379
gerente,2,13,2,6CF64CE9
gerente,2,13,3,47BAFAE0
gerente,2,13,4,34553E39
gerente,2,13,5,0C660192
gerente,2,14,1,A51E8567
gerente,2,14,2,FDEBF379
gerente,2,14,3,BBF75087
gerente,2,14,4,0C660192
gerente,2,14,5,97C05AA7
gerente,2,100,1,2D2C2E61
gerente,2,100,2,2D2C2E61
gerente,2,100,3,977D27F8
gerente,2,100,4,977D27F8
gerente,2,100,5,977D27F8
gerente,3,1,1,897F8B89
gerente,3,1,2,90BBE68E
gerente,3,1,3,D18AFD97
gerente,3,1,4,6CA04827
gerente,3,1,5,FA904F50
gerente,3,2,1,897F8B89
gerente,3,2,2,90BBE68E
gerente,3,2,3,5E7E97E7
gerente,3,2,4,6CA04827
gerente,3,2,5,40C146C9
gerente,3,3,1,897F8B89
gerente,3,3,2,90BBE68E
gerente,3,3,3,C84E9090
gerente,3,3,4,FA904F50
gerente,3,3,5,40C146C9
gerente,3,4,1,332E8210
gerente,3,4,2,2AEAEF17
gerente,3,4,3,5E7E97E7
gerente,3,4,4,6CA04827
gerente,3,4,5,FA904F50
gerente,3,5,1,332E8210
gerente,3,5,2,2AEAEF17
gerente,3,5,3,721F9909
gerente,3,5,4,6CA04827
gerente,3,5,5,40C146C9
gerente,3,6,1,332E8210
gerente,3,6,2,2AEAEF17
gerente,3,6,3,BBF75087
gerente,3,6,4,FA904F50
gerente,3,6,5,40C146C9
gerente,3,7,1,A51E8567
gerente,3,7,2,BCDAE860
gerente,3,7,3,C84E9090
gerente,3,7,4,6CA04827
gerente,3,7,5,FA904F50
gerente,3,8,1,A51E8567
gerente,3,8,2,BCDAE860
gerente,3,8,3,BBF75087
gerente,3,8,4,6CA04827
gerente,3,8,5,40C146C9
gerente,3,9,1,A51E8567
gerente,3,9,2,BCDAE860
gerente,3,9,3,E42F9E7E
gerente,3,9,4,FA904F50
gerente,3,9,5,40C146C9
gerente,3,10,1,068BE1F9
gerente,3,10,2,2DC757F0
gerente,3,10,3,BBF75087
gerente,3,10,4,6CA04827
gerente,3,10,5,FA904F50
gerente,3,11,1,068BE1F9
gerente,3,11,2,2DC757F0
gerente,3,11,3,6BDBF40E
gerente,3,11,4,6CA04827
gerente,3,11,5,40C146C9
gerente,3,12,1,068BE1F9
gerente,3,12,2,2DC757F0
gerente,3,12,3,47BAFAE0
gerente,3,12,4,FA904F50
gerente,3,12,5,40C146C9
gerente,3,13,1,FDEBF379
gerente,3,13,2,6CF64CE9
gerente,3,13,3,BBF75087
gerente,3,13,4,6CA04827
gerente,3,13,5,40C146C9
gerente,3,14,1,6CF64CE9
gerente,3,14,2,2AEAEF17
gerente,3,14,3,6BDBF40E
gerente,3,14,4,FA904F50
gerente,3,14,5,AFF3650C
gerente,3,100,1,407C3B96
gerente,3,100,2,407C3B96
gerente,3,100,3,E3E95F08
gerente,3,100,4,E3E95F08
gerente,3,100,5,E3E95F08
gerente,4,1,1,897F8B89
gerente,4,1,2,90BBE68E
gerente,4,1,3,D18AFD97
gerente,4,1,4,2D91533E
gerente,4,1,5,BC8CECAE
gerente,4,2,1,897F8B89
gerente,4,2,2,90BBE68E
gerente,4,2,3,5E7E97E7
gerente,4,2,4,2D91533E
gerente,4,2,5,4D571A8B
gerente,4,3,1,897F8B89
gerente,4,3,2,90BBE68E
gerente,4,3,3,C84E9090
gerente,4,3,4,BC8CECAE
gerente,4,3,5,2ABCEBD9
gerente,4,4,1,332E8210
gerente,4,4,2,2AEAEF17
gerente,4,4,3,5E7E97E7
gerente,4,4,4,2D91533E
gerente,4,4,5,BC8CECAE
gerente,4,5,1,332E8210
gerente,4,5,2,2AEAEF17
gerente,4,5,3,721F9909
gerente,4,5,4,2D91533E
gerente,4,5,5,4D571A8B
gerente,4,6,1,332E8210
gerente,4,6,2,2AEAEF17
gerente,4,6,3,BBF75087
gerente,4,6,4,BC8CECAE
gerente,4,6,5,2ABCEBD9
gerente,4,7,1,A51E8567
gerente,4,7,2,BCDAE860
gerente,4,7,3,C84E9090
gerente,4,7,4,2D91533E
gerente,4,7,5,4D571A8B
gerente,4,8,1,A51E8567
gerente,4,8,2,BCDAE860
gerente,4,8,3,BBF75087
gerente,4,8,4,BC8CECAE
gerente,4,8,5,2ABCEBD9
gerente,4,9,1,A51E8567
gerente,4,9,2,BCDAE860
gerente,4,9,3,E42F9E7E
gerente,4,9,4,4D571A8B
gerente,4,9,5,2ABCEBD9
gerente,4,10,1,068BE1F9
gerente,4,10,2,2DC757F0
gerente,4,10,3,BBF75087
gerente,4,10,4,2D91533E
